pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.721,10.777,46.8,27.7,1.058,1.124,0.739,0.741,506.51,4.3,21,47,0,25,38,0,51,22,0,0,20,2,4,3,13,12,2,0,2,5,0,2,34,0,3,10.6,0.078,4,52.5,49.716,52.809,34.722,34.828,6.4
4.572,10.091,54.2,25.0,1.054,1.096,0.732,0.756,242.19,0.0,11,24,0,14,20,0,26,13,0,0,13,0,3,0,6,5,0,0,0,5,0,0,18,0,0,20.8,0.038,1,28.5,25.287,26.293,17.557,18.154,0.0
5.167,9.27,52.2,30.4,1.032,1.103,0.724,0.728,213.2,4.3,11,23,0,13,18,0,25,12,0,0,12,0,2,0,7,4,0,0,1,3,0,0,16,0,0,13.0,0.0,0,25.5,23.735,25.372,16.653,16.746,0.0
5.137,9.792,51.4,27.0,1.046,1.106,0.724,0.742,362.31,5.4,17,37,0,22,30,0,40,19,0,0,19,0,5,0,10,8,0,0,2,6,0,0,27,0,0,16.2,0.075,3,43.5,38.702,40.914,26.784,27.439,0.0
4.77,9.792,51.4,27.0,1.046,1.106,0.724,0.742,362.31,5.4,17,37,0,22,30,0,40,19,0,0,19,0,5,0,10,8,0,0,2,6,0,0,27,0,0,16.2,0.075,3,43.5,38.702,40.914,26.784,27.439,0.0
4.666,8.982,51.4,32.4,1.025,1.106,0.72,0.717,332.33,5.4,17,37,0,20,28,0,40,19,0,0,19,0,3,0,12,6,0,0,2,4,0,0,25,0,0,10.8,0.05,2,39.5,37.931,40.91,26.636,26.536,0.0
5.194,10.14,52.6,26.3,1.059,1.128,0.716,0.742,385.31,2.6,17,38,0,20,31,0,41,20,0,0,19,1,3,3,10,8,0,0,1,4,0,0,28,0,3,10.5,0.049,2,42.5,40.251,42.846,27.205,28.191,7.9
5.357,10.14,52.6,26.3,1.059,1.128,0.716,0.742,385.31,2.6,17,38,0,20,31,0,41,20,0,0,19,1,3,3,10,8,0,0,1,4,0,0,28,0,3,10.5,0.049,2,42.5,40.251,42.846,27.205,28.191,7.9
5.398,10.723,51.4,24.3,1.055,1.104,0.747,0.764,396.75,5.4,17,37,0,22,31,0,40,19,1,0,19,0,5,0,9,9,1,0,2,6,0,0,28,0,1,16.2,0.075,3,44.5,39.026,40.858,27.642,28.266,2.7
5.174,10.361,50.0,23.5,1.063,1.109,0.72,0.754,352.27,5.9,16,34,0,21,29,0,37,17,0,0,17,0,5,0,8,9,0,0,2,7,0,0,26,0,0,20.6,0.081,3,42.0,36.146,37.708,24.477,25.627,0.0
5.276,9.639,51.4,31.4,1.026,1.095,0.751,0.734,337.37,2.9,16,35,0,19,27,0,38,18,0,0,17,1,3,0,11,6,1,0,1,4,0,1,24,0,0,11.4,0.079,3,38.0,35.905,38.332,26.278,25.702,0.0
5.187,10.733,55.3,26.3,1.032,1.086,0.793,0.777,407.84,2.6,21,38,0,24,32,0,42,21,1,0,21,0,3,0,10,7,2,0,1,4,0,1,28,0,1,10.5,0.048,2,45.5,39.229,41.276,30.136,29.529,2.6
5.149,8.846,45.9,35.1,1.037,1.115,0.684,0.688,327.31,2.7,11,37,0,15,26,0,39,17,0,0,14,3,4,0,13,7,0,0,1,6,0,0,24,0,0,16.2,0.128,5,35.5,38.367,41.246,25.301,25.471,0.0
5.377,9.816,50.0,30.6,1.034,1.098,0.743,0.734,353.37,2.8,17,36,0,21,28,0,39,18,0,0,18,0,4,0,11,7,1,0,1,5,0,1,25,0,0,13.9,0.077,3,40.5,37.233,39.541,26.733,26.417,0.0
