pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
7.389,6.457,38.2,53.9,0.995,1.144,0.622,0.579,490.72,2.6,6,76,0,7,39,0,80,29,0,0,7,22,1,3,41,6,0,0,2,1,0,0,35,0,3,1.3,0.075,6,43,75.625,86.944,47.268,43.97,3.9
5.511,7.714,42.0,44.4,1.003,1.123,0.678,0.643,624.83,7.4,28,81,0,30,49,0,85,34,0,0,27,7,2,0,36,11,1,0,6,4,0,1,45,0,0,4.9,0.176,15,65,81.25,90.975,54.921,52.077,0.0
4.119,7.799,44.2,44.2,0.998,1.115,0.696,0.653,405.56,5.8,22,52,0,22,32,0,55,23,0,0,19,4,0,0,23,6,1,0,3,2,0,1,29,0,0,3.8,0.164,9,43,51.872,57.986,36.188,33.949,0.0
4.0,6.555,43.6,50.9,0.982,1.12,0.661,0.611,360.54,3.6,18,55,0,18,29,0,57,24,0,0,18,6,0,0,28,3,0,0,2,1,0,0,27,0,0,1.8,0.175,10,38,54.018,61.604,36.364,33.606,0.0
4.469,6.97,44.0,48.0,0.992,1.12,0.666,0.625,348.48,4.0,18,50,0,18,28,0,52,22,0,0,18,4,0,0,24,4,0,0,2,2,0,0,26,0,0,4.0,0.173,9,37,49.578,55.983,33.296,31.267,0.0
4.678,7.101,41.8,47.3,0.996,1.127,0.66,0.624,390.53,7.3,18,55,0,19,31,0,57,23,0,0,19,4,1,0,26,6,0,0,4,2,0,0,29,0,0,3.6,0.193,11,41,54.781,61.979,36.307,34.31,0.0
4.921,6.71,41.7,50.0,0.987,1.127,0.656,0.611,402.59,6.7,18,60,0,19,32,0,62,25,0,0,19,6,1,0,30,5,0,0,4,1,0,0,30,0,0,1.7,0.194,12,42,59.221,67.6,39.375,36.649,0.0
5.75,7.815,41.5,43.9,1.007,1.124,0.675,0.644,640.83,7.3,28,82,0,30,50,0,86,34,0,0,27,7,2,0,36,12,1,0,6,5,0,1,46,0,0,6.1,0.174,15,66,82.578,92.185,55.375,52.791,0.0
5.498,7.776,42.9,44.2,1.005,1.119,0.68,0.646,598.78,5.2,28,77,0,29,47,0,81,33,0,0,26,7,1,0,34,10,1,0,4,5,0,1,43,0,0,6.5,0.173,14,62,77.374,86.188,52.364,49.749,0.0
4.0,6.664,44.2,50.0,0.983,1.119,0.665,0.617,346.51,3.8,18,52,0,18,28,0,54,23,0,0,18,5,0,0,26,3,0,0,2,1,0,0,26,0,0,1.9,0.167,9,37,51.134,58.188,34.603,32.079,0.0
4.638,6.817,42.1,49.1,0.988,1.126,0.66,0.616,388.56,7.0,18,57,0,19,31,0,59,24,0,0,19,5,1,0,28,5,0,0,4,1,0,0,29,0,0,1.8,0.186,11,41,56.338,64.185,37.614,35.122,0.0
4.0,8.226,45.1,41.2,1.006,1.113,0.704,0.669,419.54,5.9,22,51,0,23,33,0,54,23,0,0,20,3,1,0,21,7,1,0,3,3,0,1,30,0,0,5.9,0.148,8,45,51.316,56.78,35.881,34.137,0.0
4.481,8.243,42.9,41.1,1.009,1.121,0.695,0.664,461.59,8.9,22,56,0,24,36,0,59,24,0,0,21,3,2,0,23,9,1,0,5,3,0,1,33,0,0,5.4,0.169,10,49,56.52,62.777,38.892,37.18,0.0
5.237,7.853,42.1,43.9,1.001,1.122,0.688,0.649,447.61,8.8,22,57,0,23,35,0,60,24,0,0,20,4,1,0,25,8,1,0,5,2,0,1,32,0,0,3.5,0.183,11,47,57.076,63.982,39.199,36.992,0.0
4.796,7.184,37.5,47.5,1.005,1.138,0.641,0.612,574.76,10.0,18,80,0,22,44,0,82,30,0,0,22,8,4,0,38,12,0,0,8,4,0,0,42,0,0,5.0,0.207,17,57,80.378,91.052,51.285,48.932,0.0
5.222,7.219,37.2,47.7,1.008,1.142,0.637,0.609,620.81,9.3,18,86,0,22,47,0,88,32,0,0,22,10,4,1,41,13,0,0,8,4,0,0,45,0,1,4.7,0.216,19,60,86.658,98.222,54.745,52.369,1.2
4.824,6.931,37.1,49.4,1.0,1.138,0.636,0.601,616.85,9.0,18,89,0,22,47,0,91,33,0,0,22,11,4,0,44,12,0,0,8,4,0,0,45,0,0,4.5,0.22,20,60,89.028,101.298,56.569,53.513,0.0
4.886,7.01,37.2,48.8,1.002,1.138,0.637,0.604,602.82,9.3,18,86,0,22,46,0,88,32,0,0,22,10,4,0,42,12,0,0,8,4,0,0,44,0,0,4.7,0.216,19,59,86.145,97.882,54.807,51.986,0.0
4.796,7.113,36.8,48.3,1.005,1.139,0.635,0.606,618.82,9.2,18,87,0,22,47,0,89,32,0,0,22,10,4,0,42,13,0,0,8,5,0,0,45,0,0,5.7,0.213,19,60,87.472,99.092,55.262,52.701,0.0
4.046,6.744,39.2,50.6,0.995,1.13,0.64,0.6,532.75,5.1,18,79,0,20,41,0,81,31,0,0,20,11,2,0,40,8,0,0,4,4,0,0,39,0,0,5.1,0.21,17,52,78.621,89.304,50.546,47.427,0.0
4.004,6.914,39.7,49.3,0.998,1.13,0.644,0.608,504.69,5.5,18,73,0,20,39,0,75,29,0,0,20,9,2,0,36,8,0,0,4,4,0,0,37,0,0,5.5,0.2,15,50,72.854,82.474,47.023,44.374,0.0
4.114,7.114,40.3,47.8,1.001,1.129,0.649,0.617,476.63,6.0,18,67,0,20,37,0,69,27,0,0,20,7,2,0,32,8,0,0,4,4,0,0,35,0,0,6.0,0.188,13,48,67.087,75.644,43.5,41.32,0.0
4.77,7.094,37.3,48.2,1.003,1.138,0.639,0.608,588.79,9.6,18,83,0,22,45,0,85,31,0,0,22,9,4,0,40,12,0,0,8,4,0,0,43,0,0,4.8,0.212,18,58,83.261,94.467,53.046,50.459,0.0
4.143,6.825,39.5,50.0,0.997,1.13,0.642,0.604,518.72,5.3,18,76,0,20,40,0,78,30,0,0,20,10,2,0,38,8,0,0,4,4,0,0,38,0,0,5.3,0.205,16,51,75.738,85.889,48.785,45.9,0.0
