pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.917,6.317,38.5,53.8,0.987,1.131,0.631,0.583,328.5,3.8,6,52,0,8,26,0,54,20,0,0,8,12,2,0,28,4,0,0,2,2,0,0,24,0,0,3.8,0.074,4,31.0,51.345,58.813,32.819,30.321,0.0
8.097,6.78,43.8,50.0,0.991,1.126,0.657,0.613,325.46,2.1,12,48,0,13,26,0,50,21,0,0,13,8,1,1,24,3,0,0,1,1,0,0,24,0,1,2.1,0.12,6,33.0,47.545,54.03,31.535,29.441,2.1
8.398,6.601,42.9,51.0,0.987,1.12,0.654,0.608,323.47,2.0,12,49,0,13,26,0,51,21,0,0,13,8,1,0,25,3,0,0,1,2,0,0,24,0,0,4.1,0.118,6,33.0,48.36,54.9,32.052,29.773,0.0
8.699,6.836,41.3,50.0,0.995,1.133,0.647,0.607,314.44,4.3,12,46,0,12,25,0,48,19,0,0,11,8,0,1,23,4,0,0,2,1,0,0,23,0,1,2.2,0.125,6,31.0,45.763,52.113,29.779,27.936,2.2
7.585,7.01,44.2,48.1,0.993,1.126,0.664,0.624,364.5,3.8,16,52,0,17,30,0,55,23,0,0,15,8,1,1,25,4,0,0,2,1,0,0,27,0,1,1.9,0.109,6,39.0,51.647,58.528,34.54,32.463,1.9
8.0,7.53,43.8,45.8,1.012,1.14,0.654,0.629,361.44,2.1,12,48,0,13,28,0,50,21,0,0,13,8,1,3,22,5,0,0,1,1,0,0,26,0,3,2.1,0.1,5,35.0,48.57,54.709,31.41,30.208,6.3
6.662,6.391,41.8,52.7,0.984,1.122,0.647,0.597,351.53,1.8,12,55,0,12,29,0,58,23,0,0,12,11,0,0,29,3,0,0,1,2,0,0,26,0,0,3.6,0.121,7,35.0,54.127,61.73,35.574,32.826,0.0
8.155,6.986,41.9,48.8,0.997,1.133,0.652,0.614,300.41,4.7,12,43,0,12,24,0,45,18,0,0,11,7,0,1,21,4,0,0,2,1,0,0,22,0,1,2.3,0.111,5,30.0,42.88,48.698,28.017,26.409,2.3
7.509,6.601,42.9,51.0,0.987,1.12,0.654,0.608,323.47,2.0,12,49,0,13,26,0,51,21,0,0,13,8,1,0,25,3,0,0,1,2,0,0,24,0,0,4.1,0.118,6,33.0,48.36,54.9,32.052,29.773,0.0
7.886,6.753,37.2,51.2,1.001,1.134,0.628,0.592,290.4,4.7,6,43,0,8,23,0,45,16,0,0,6,10,2,0,22,5,0,0,2,3,0,0,21,0,0,7.0,0.133,6,28.0,43.022,48.777,26.989,25.455,0.0
8.456,6.382,41.2,52.9,0.985,1.124,0.643,0.594,325.49,2.0,12,51,0,12,26,0,53,21,0,0,12,9,0,0,27,3,0,0,1,2,0,0,24,0,0,3.9,0.132,7,32.0,50.243,57.315,32.813,30.299,0.0
8.699,6.669,42.6,51.1,0.99,1.128,0.65,0.605,313.45,2.1,12,47,0,12,25,0,49,20,0,0,12,8,0,1,24,3,0,0,1,1,0,0,23,0,1,2.1,0.122,6,31.0,46.545,53.03,30.535,28.441,2.1
7.398,7.273,43.4,47.2,1.005,1.132,0.654,0.624,385.49,1.9,12,53,0,14,30,0,55,23,0,0,14,9,2,2,25,5,0,0,1,2,0,0,28,0,2,3.8,0.145,8,38.0,53.269,59.994,34.688,33.066,3.8
7.432,6.921,44.4,48.9,0.992,1.125,0.662,0.62,311.43,2.2,12,45,0,13,25,0,47,20,0,0,13,7,1,1,22,3,0,0,1,1,0,0,23,0,1,2.2,0.106,5,32.0,44.661,50.615,29.773,27.914,2.2
7.276,6.883,36.2,53.2,0.995,1.128,0.642,0.589,323.5,2.1,6,47,0,8,24,0,49,17,0,0,6,11,2,0,25,5,1,0,1,3,0,1,22,0,0,6.4,0.122,6,29.0,46.763,53.029,30.154,27.675,0.0
8.0,6.697,41.2,52.9,0.98,1.118,0.667,0.603,341.56,2.0,12,51,0,12,26,0,53,21,0,0,12,9,0,0,27,3,1,0,1,1,0,1,24,0,0,2.0,0.113,6,32.0,49.992,57.025,34.006,30.772,0.0
8.699,7.87,38.6,50.0,1.004,1.134,0.665,0.616,346.3,2.3,6,44,0,6,24,0,46,17,2,0,6,11,0,1,22,5,2,0,1,1,0,0,22,0,3,2.3,0.109,5,27.0,44.192,49.918,29.25,27.096,6.8
8.155,6.55,42.0,52.0,0.989,1.129,0.646,0.599,327.48,2.0,12,50,0,12,26,0,52,21,0,0,12,9,0,1,26,3,0,0,1,1,0,0,24,0,1,2.0,0.115,6,32.0,49.429,56.445,32.296,29.968,2.0
7.959,6.349,41.1,53.6,0.986,1.13,0.64,0.59,355.54,1.8,12,56,0,12,28,0,58,23,0,0,12,11,0,1,30,3,0,0,1,1,0,0,26,0,1,1.8,0.138,8,34.0,55.196,63.275,35.819,33.022,1.8
8.699,6.19,42.0,54.0,0.978,1.122,0.647,0.592,309.49,2.0,12,50,0,12,25,0,52,21,0,0,12,9,0,0,27,2,0,0,1,1,0,0,23,0,0,2.0,0.135,7,31.0,48.916,56.105,32.358,29.585,0.0
8.155,6.444,41.5,52.8,0.987,1.129,0.643,0.594,341.51,1.9,12,53,0,12,27,0,55,22,0,0,12,10,0,1,28,3,0,0,1,1,0,0,25,0,1,1.9,0.127,7,33.0,52.312,59.86,34.057,31.495,1.9
7.009,6.03,37.5,56.3,0.984,1.132,0.621,0.569,289.46,2.1,6,48,0,6,23,0,50,18,0,0,6,12,0,0,27,3,0,0,1,2,0,0,21,0,0,4.2,0.12,6,26.0,47.243,54.315,29.813,27.299,0.0
7.77,6.557,40.5,52.4,0.992,1.134,0.637,0.593,275.4,2.4,6,42,0,7,22,0,44,17,0,0,7,10,1,1,22,3,0,0,1,1,0,0,20,0,1,2.4,0.114,5,26.0,41.661,47.615,26.773,24.914,2.4
8.523,7.32,44.4,46.7,1.004,1.132,0.66,0.629,329.42,2.2,12,45,0,13,26,0,47,20,0,0,13,7,1,2,21,4,0,0,1,1,0,0,24,0,2,2.2,0.106,5,33.0,45.174,50.954,29.711,28.298,4.4
7.854,6.921,44.4,48.9,0.992,1.125,0.662,0.62,311.43,2.2,12,45,0,13,25,0,47,20,0,0,13,7,1,1,22,3,0,0,1,1,0,0,23,0,1,2.2,0.106,5,32.0,44.661,50.615,29.773,27.914,2.2
8.097,6.929,42.9,51.0,0.982,1.114,0.678,0.617,339.54,2.0,12,49,0,13,26,0,51,21,0,0,13,8,1,0,25,3,1,0,1,1,0,1,24,0,0,2.0,0.118,6,33.0,48.109,54.61,33.245,30.245,0.0
8.046,7.715,43.1,45.1,1.019,1.146,0.649,0.63,393.46,2.0,12,51,0,13,30,0,53,22,0,0,13,9,1,4,23,6,0,0,1,1,0,0,28,0,4,2.0,0.113,6,37.0,51.967,58.464,33.108,32.118,7.8
8.097,7.214,43.2,47.7,1.004,1.135,0.653,0.62,317.41,2.3,12,44,0,12,25,0,46,19,0,0,12,7,0,2,21,4,0,0,1,1,0,0,23,0,2,2.3,0.109,5,31.0,44.174,49.954,28.711,27.298,4.5
7.456,6.121,37.8,55.6,0.986,1.131,0.623,0.573,275.43,2.2,6,45,0,6,22,0,47,17,0,0,6,11,0,0,25,3,0,0,1,2,0,0,20,0,0,4.4,0.128,6,25.0,44.36,50.9,28.052,25.773,0.0
8.398,6.55,42.0,52.0,0.989,1.129,0.646,0.599,327.48,2.0,12,50,0,12,26,0,52,21,0,0,12,9,0,1,26,3,0,0,1,1,0,0,24,0,1,2.0,0.135,7,32.0,49.429,56.445,32.296,29.968,2.0
8.301,6.305,38.6,54.5,0.99,1.137,0.626,0.578,277.42,2.3,6,44,0,6,22,0,46,17,0,0,6,11,0,1,24,3,0,0,1,1,0,0,20,0,1,2.3,0.109,5,25.0,43.545,50.03,27.535,25.441,2.3
8.523,6.489,41.7,52.1,0.987,1.123,0.647,0.599,311.46,2.1,12,48,0,12,25,0,50,20,0,0,12,8,0,0,25,3,0,0,1,2,0,0,23,0,0,4.2,0.12,6,31.0,47.36,53.9,31.052,28.773,0.0
6.836,6.192,38.6,54.5,0.983,1.131,0.633,0.581,272.43,4.5,6,44,0,7,22,0,46,17,0,0,7,10,1,0,24,3,0,0,2,1,0,0,20,0,0,2.3,0.109,5,26.0,43.251,49.773,27.841,25.552,0.0
6.81,6.201,38.3,55.3,0.988,1.137,0.623,0.574,291.45,2.1,6,47,0,6,23,0,49,18,0,0,6,12,0,1,26,3,0,0,1,1,0,0,21,0,1,2.1,0.122,6,26.0,46.429,53.445,29.296,26.968,2.1
7.509,6.519,45.3,50.9,0.98,1.115,0.667,0.615,345.52,1.9,17,53,0,17,29,0,56,24,0,0,16,8,0,0,27,2,0,0,1,1,0,0,26,0,0,1.9,0.089,5,37.5,51.916,59.105,35.358,32.585,0.0
8.301,6.67,38.6,54.5,0.984,1.13,0.653,0.589,293.49,2.3,6,44,0,6,22,0,46,17,0,0,6,11,0,1,24,3,1,0,1,0,0,1,20,0,1,0.0,0.13,6,25.0,43.294,49.74,28.728,25.913,2.3
7.553,7.076,37.0,52.2,0.999,1.134,0.644,0.594,325.49,2.2,6,46,0,8,24,0,48,17,0,0,6,11,2,1,24,5,1,0,1,2,0,1,22,0,1,4.3,0.125,6,29.0,45.949,52.159,29.637,27.343,2.2
7.301,6.445,41.3,52.2,0.984,1.126,0.649,0.599,296.45,4.3,11,46,0,11,25,0,49,19,0,0,9,10,0,0,24,3,0,0,2,1,0,0,22,0,0,2.2,0.102,5,30.5,45.251,51.773,29.841,27.552,0.0
7.854,5.689,37.7,58.5,0.975,1.131,0.62,0.559,301.52,1.9,6,53,0,6,24,0,55,20,0,0,6,14,0,0,31,2,0,0,1,1,0,0,22,0,0,1.9,0.109,6,27.0,51.683,59.936,32.881,29.638,0.0
7.699,6.519,45.6,50.9,0.979,1.114,0.669,0.616,371.56,1.8,18,57,0,18,31,0,60,26,0,0,18,8,0,0,29,2,0,0,1,1,0,0,28,0,0,1.8,0.117,7,40.0,55.8,63.521,38.12,35.111,0.0
8.699,7.435,42.6,46.8,1.012,1.143,0.647,0.621,349.43,2.1,12,47,0,12,27,0,49,20,0,0,12,8,0,3,22,5,0,0,1,1,0,0,25,0,3,2.1,0.102,5,33.0,47.57,53.709,30.41,29.208,6.4
7.959,6.568,41.9,51.2,0.985,1.125,0.653,0.605,282.42,4.7,6,43,0,8,23,0,45,18,0,1,7,10,1,0,22,3,0,0,2,1,0,0,21,1,0,2.3,0.111,5,29.0,42.367,48.358,28.08,26.026,0.0
8.523,7.905,43.8,43.8,1.023,1.147,0.653,0.637,379.43,2.1,12,48,0,13,29,0,50,21,0,0,13,8,1,4,21,6,0,0,1,1,0,0,27,0,4,2.1,0.1,5,36.0,49.083,55.049,31.347,30.591,8.3
8.301,6.568,41.9,51.2,0.985,1.125,0.653,0.605,282.42,4.7,12,43,0,12,23,0,45,18,0,0,11,7,0,0,22,3,0,0,2,1,0,0,21,0,0,2.3,0.111,5,29.0,42.367,48.358,28.08,26.026,0.0
7.081,6.657,43.1,51.0,0.989,1.126,0.653,0.607,339.49,2.0,12,51,0,12,28,0,54,22,0,0,12,10,0,1,26,3,0,0,1,1,0,0,25,0,1,2.0,0.111,6,34.0,50.429,57.445,33.296,30.968,2.0
6.757,6.16,37.5,55.0,0.984,1.134,0.627,0.576,246.39,5.0,6,40,0,6,20,0,42,15,0,0,5,10,0,0,22,3,0,0,2,1,0,0,18,0,0,2.5,0.119,5,23.0,39.367,45.358,25.08,23.026,0.0
8.155,5.985,39.0,56.1,0.979,1.129,0.63,0.574,245.4,2.4,6,41,0,6,20,0,43,16,0,0,6,10,0,0,23,2,0,0,1,1,0,0,18,0,0,2.4,0.116,5,23.0,40.149,46.275,25.836,23.531,0.0
8.301,6.852,40.9,52.3,0.982,1.118,0.67,0.607,301.49,2.3,11,44,0,11,23,0,46,18,0,0,10,8,0,0,23,3,1,0,1,1,0,1,21,0,0,2.3,0.109,5,28.5,43.225,49.195,29.483,26.718,0.0
8.301,6.286,42.6,53.2,0.979,1.121,0.651,0.597,295.46,2.1,11,47,0,11,25,0,50,20,0,0,10,10,0,0,25,2,0,0,1,1,0,0,22,0,0,2.1,0.1,5,30.5,46.032,52.69,30.597,28.058,0.0
8.301,7.498,43.8,47.9,0.997,1.124,0.675,0.631,359.9,2.1,12,48,0,13,27,0,50,21,1,0,13,8,1,1,23,4,1,0,1,1,0,0,25,0,2,2.1,0.12,6,34.0,47.869,53.974,32.392,30.269,4.2
