pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.523,7.654,36.7,45.6,1.027,1.134,0.625,0.615,604.67,2.5,12,79,0,17,44,0,80,29,0,0,17,12,5,0,36,14,0,0,2,12,0,0,43,0,0,15.2,0.225,18,55.0,81.152,89.568,49.409,48.576,0.0
4.523,7.404,36.3,47.3,1.021,1.135,0.623,0.606,673.79,3.3,12,91,0,18,49,0,92,33,0,0,18,15,6,0,43,15,0,0,3,12,0,0,48,0,0,13.2,0.217,20,61.0,92.905,103.312,56.699,55.178,0.0
4.523,7.509,38.2,46.1,1.02,1.131,0.634,0.617,765.89,2.9,18,102,0,24,57,0,104,39,0,0,24,15,6,0,47,16,0,0,3,13,0,0,55,0,0,12.7,0.212,22,72.0,104.0,115.352,64.676,62.946,0.0
4.357,6.769,36.0,52.0,1.009,1.133,0.613,0.583,676.88,0.0,12,100,0,14,50,0,102,36,0,0,14,22,2,0,52,12,0,0,0,12,0,0,48,0,0,12.0,0.206,21,58.0,100.901,113.308,61.25,58.274,0.0
4.0,13.553,40.0,22.5,1.117,1.184,0.705,0.741,542.13,2.5,12,40,0,14,32,1,41,16,0,0,13,3,2,8,9,15,2,0,1,4,1,0,31,0,9,10.0,0.098,4,40.0,44.669,47.356,28.21,29.637,22.5
5.041,14.117,54.5,29.5,1.019,1.077,0.845,0.787,621.14,0.0,26,44,0,27,35,3,48,24,0,0,23,1,1,0,13,7,4,0,0,3,0,1,31,0,3,6.8,0.083,4,49.0,44.814,47.395,37.159,34.621,6.8
5.523,8.214,40.0,42.4,1.026,1.127,0.657,0.644,698.18,3.5,18,85,0,24,51,0,87,34,1,0,24,10,6,0,36,15,1,0,3,11,0,0,49,0,1,12.9,0.195,17,66.0,87.251,95.801,55.818,54.71,1.2
3.556,7.9,31.3,45.8,1.029,1.146,0.625,0.607,655.68,8.4,6,83,0,14,46,0,84,26,0,0,13,13,8,0,38,19,1,0,7,11,1,0,45,0,0,13.3,0.202,17,57.0,85.425,95.158,51.904,50.365,0.0
4.0,11.416,35.3,29.4,1.089,1.158,0.704,0.702,388.16,0.0,11,34,0,13,25,0,35,12,0,0,10,2,2,4,10,12,2,0,0,6,2,0,24,0,4,17.6,0.114,4,32.5,37.033,39.384,23.932,23.884,11.8
3.851,10.907,32.3,41.9,1.036,1.13,0.698,0.653,338.11,3.2,6,31,0,8,18,1,31,10,0,0,7,3,2,0,13,8,2,0,1,5,1,0,18,0,1,16.1,0.161,5,23.0,32.127,35.017,21.642,20.232,3.2
4.004,12.551,35.0,40.0,1.03,1.113,0.76,0.686,251.02,0.0,6,20,0,7,12,1,20,7,0,0,6,1,1,0,8,5,2,0,0,3,1,0,12,0,1,15.0,0.1,2,16.0,20.604,22.27,15.205,13.727,5.0
3.851,8.99,31.7,46.0,1.029,1.139,0.648,0.616,566.39,4.8,6,63,0,11,34,1,63,20,0,0,10,10,5,0,29,14,2,0,3,9,1,0,34,0,1,14.3,0.206,13,42.0,64.825,71.758,40.801,38.821,1.6
5.387,8.688,48.0,36.0,1.031,1.108,0.69,0.689,434.42,0.0,18,50,0,22,34,0,52,24,0,0,22,2,4,0,18,8,0,0,0,8,0,0,32,0,0,16.0,0.192,10,47.0,51.571,55.412,34.489,34.46,0.0
