pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
8.102,7.79,40.0,46.0,1.011,1.121,0.666,0.632,389.51,2.0,12,50,0,14,28,0,51,20,0,0,14,6,2,0,23,7,1,0,1,5,0,1,27,0,0,10.0,0.157,8,36,50.534,56.033,33.301,31.577,0.0
7.367,7.453,40.4,48.1,1.002,1.12,0.666,0.623,387.54,1.9,12,52,0,14,28,0,53,21,0,0,14,7,2,0,25,6,1,0,1,4,0,1,27,0,0,7.7,0.189,10,36,52.091,58.238,34.608,32.389,0.0
8.0,7.879,36.8,47.4,1.016,1.135,0.653,0.618,299.4,2.6,6,38,0,8,20,0,38,14,0,0,8,6,2,1,18,6,1,0,1,3,0,1,20,0,1,7.9,0.158,6,25,38.625,43.123,24.807,23.477,2.6
7.854,7.769,38.9,46.3,1.014,1.123,0.658,0.626,419.54,1.9,12,54,0,14,30,0,55,21,0,0,14,7,2,0,25,8,1,0,1,6,0,1,29,0,0,11.1,0.164,9,38,54.745,60.657,35.517,33.819,0.0
7.602,7.815,41.3,45.7,1.007,1.118,0.676,0.638,359.48,2.2,12,46,0,14,26,0,47,19,0,0,14,5,2,0,21,6,1,0,1,4,0,1,25,0,0,8.7,0.17,8,34,46.323,51.408,31.085,29.336,0.0
8.155,6.883,36.2,53.2,0.995,1.128,0.642,0.589,323.5,2.1,6,47,0,8,22,0,47,17,0,0,8,9,2,0,25,5,1,0,1,3,0,1,22,0,0,6.4,0.191,9,27,46.763,53.029,30.154,27.675,0.0
8.347,8.357,40.8,42.9,1.025,1.133,0.668,0.645,409.49,2.0,12,49,0,14,29,0,50,20,0,0,14,6,2,2,21,8,1,0,1,4,0,1,28,0,2,8.2,0.16,8,37,50.232,55.503,32.722,31.629,4.1
5.699,7.009,35.4,50.0,1.012,1.138,0.618,0.592,336.43,4.2,6,48,0,9,24,0,48,17,0,0,9,8,3,0,24,7,0,0,2,5,0,0,24,0,0,10.4,0.208,10,30,48.56,54.611,29.659,28.412,0.0
4.699,6.987,37.0,50.0,1.01,1.133,0.623,0.595,321.41,2.2,6,46,0,9,23,0,46,17,0,0,9,8,3,0,23,6,0,0,1,5,0,0,23,0,0,10.9,0.196,9,29,46.458,52.113,28.654,27.39,0.0
5.398,7.547,35.9,46.2,1.023,1.138,0.625,0.611,294.34,5.1,6,39,0,9,21,0,39,14,0,0,9,5,3,0,18,7,0,0,2,5,0,0,21,0,0,12.8,0.205,8,27,39.909,44.365,24.375,23.831,0.0
4.0,6.872,35.3,51.0,1.009,1.138,0.616,0.587,350.46,3.9,6,51,0,9,25,0,51,18,0,0,9,9,3,0,26,7,0,0,2,5,0,0,25,0,0,9.8,0.216,11,31,51.443,58.026,31.421,29.938,0.0
8.367,7.623,40.8,46.9,1.004,1.119,0.67,0.63,373.51,2.0,12,49,0,14,27,0,50,20,0,0,14,6,2,0,23,6,1,0,1,4,0,1,26,0,0,8.2,0.16,8,35,49.207,54.823,32.847,30.863,0.0
8.022,7.937,36.6,46.3,1.019,1.127,0.653,0.623,325.42,2.4,6,41,0,8,23,0,42,15,0,0,8,7,2,0,19,7,1,0,1,5,0,1,22,0,0,12.2,0.143,6,28,41.767,46.202,26.779,25.524,0.0
8.398,7.606,38.6,47.4,1.011,1.124,0.654,0.62,433.57,1.8,12,57,0,14,31,0,58,22,0,0,14,8,2,0,27,8,1,0,1,6,0,1,30,0,0,10.5,0.172,10,39,57.629,64.072,37.279,35.346,0.0
8.0,7.448,41.7,47.9,0.997,1.117,0.675,0.628,357.51,2.1,12,48,0,14,26,0,49,20,0,0,14,6,2,0,23,5,1,0,1,3,0,1,25,0,0,6.3,0.163,8,34,47.88,53.614,32.392,30.148,0.0
7.699,7.406,36.8,50.0,1.003,1.126,0.654,0.608,281.41,2.6,6,38,0,8,19,0,38,14,0,0,8,6,2,0,19,5,1,0,1,3,0,1,19,0,0,7.9,0.158,6,24,38.113,42.783,24.87,23.094,0.0
7.705,7.448,41.7,47.9,0.997,1.117,0.675,0.628,357.51,2.1,12,48,0,14,26,0,49,20,0,0,14,6,2,0,23,5,1,0,1,3,0,1,25,0,0,6.3,0.163,8,34,47.88,53.614,32.392,30.148,0.0
7.097,7.406,36.8,50.0,1.003,1.126,0.654,0.608,281.41,2.6,6,38,0,8,19,0,38,14,0,0,8,6,2,0,19,5,1,0,1,3,0,1,19,0,0,7.9,0.158,6,24,38.113,42.783,24.87,23.094,0.0
6.959,7.453,40.4,48.1,1.002,1.12,0.666,0.623,387.54,1.9,12,52,0,14,28,0,53,21,0,0,14,7,2,0,25,6,1,0,1,4,0,1,27,0,0,7.7,0.17,9,36,52.091,58.238,34.608,32.389,0.0
7.921,7.618,39.2,47.1,1.006,1.124,0.664,0.625,388.53,3.9,12,51,0,14,28,0,52,20,0,0,14,6,2,0,24,7,1,0,2,4,0,1,27,0,0,7.8,0.154,8,36,51.309,57.321,33.853,31.884,0.0
8.161,7.99,40.8,44.9,1.015,1.126,0.669,0.638,391.5,2.0,12,49,0,14,28,0,50,20,0,0,14,6,2,1,22,7,1,0,1,4,0,1,27,0,1,8.2,0.16,8,36,49.72,55.163,32.784,31.246,2.0
7.495,7.639,37.1,48.6,1.007,1.125,0.66,0.616,267.38,2.9,6,35,0,8,18,0,35,13,0,0,8,5,2,0,17,5,1,0,1,3,0,1,18,0,0,8.6,0.171,6,23,35.229,39.368,23.108,21.567,0.0
8.444,7.614,39.6,47.2,1.008,1.122,0.662,0.625,403.54,1.9,12,53,0,14,29,0,54,21,0,0,14,7,2,0,25,7,1,0,1,5,0,1,28,0,0,9.4,0.167,9,37,53.418,59.448,35.063,33.104,0.0
7.721,6.883,36.2,53.2,0.995,1.128,0.642,0.589,323.5,2.1,6,47,0,8,22,0,47,17,0,0,8,9,2,0,25,5,1,0,1,3,0,1,22,0,0,6.4,0.17,8,27,46.763,53.029,30.154,27.675,0.0
8.398,7.033,36.4,52.3,0.997,1.128,0.645,0.594,309.47,2.3,6,44,0,8,21,0,44,16,0,0,8,8,2,0,23,5,1,0,1,3,0,1,21,0,0,6.8,0.182,8,26,43.88,49.614,28.392,26.148,0.0
7.0,7.033,36.4,52.3,0.997,1.128,0.645,0.594,309.47,2.3,6,44,0,8,21,0,44,16,0,0,8,8,2,0,23,5,1,0,1,3,0,1,21,0,0,6.8,0.159,7,26,43.88,49.614,28.392,26.148,0.0
8.301,8.352,36.8,44.7,1.03,1.144,0.651,0.628,317.39,2.6,6,38,0,8,21,0,38,14,0,0,8,6,2,2,17,7,1,0,1,3,0,1,21,0,2,7.9,0.158,6,26,39.138,43.463,24.745,23.861,5.3
6.678,7.453,40.4,48.1,1.002,1.12,0.666,0.623,387.54,1.9,12,52,0,14,28,0,53,21,0,0,14,7,2,0,25,6,1,0,1,4,0,1,27,0,0,7.7,0.151,8,36,52.091,58.238,34.608,32.389,0.0
8.268,7.206,36.6,51.2,1.0,1.127,0.65,0.601,295.44,2.4,6,41,0,8,20,0,41,15,0,0,8,7,2,0,21,5,1,0,1,3,0,1,20,0,0,7.3,0.171,7,25,40.996,46.199,26.631,24.621,0.0
