pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
7.553,14.572,40.0,13.3,1.136,1.19,0.75,0.802,437.17,13.3,11,30,0,13,27,0,31,12,2,1,9,2,1,6,4,14,3,0,4,1,0,1,26,1,8,3.3,0.065,2,35.5,34.069,35.71,22.511,24.05,26.7
5.409,9.393,41.0,33.3,1.057,1.157,0.661,0.681,366.33,10.3,6,39,0,11,28,0,41,16,0,0,11,5,5,3,13,10,0,0,4,3,0,0,26,0,3,7.7,0.098,4,36.0,41.229,45.132,25.767,26.541,7.7
7.326,9.784,38.9,38.9,1.043,1.159,0.684,0.669,352.21,8.3,11,36,0,11,23,0,37,14,2,0,8,6,0,3,14,8,2,0,3,0,0,0,22,0,5,0.0,0.108,4,28.5,37.56,41.724,24.637,24.084,13.9
6.893,9.391,38.5,41.0,1.037,1.157,0.677,0.657,366.24,7.7,11,39,0,11,24,0,40,15,2,0,8,7,0,3,16,8,2,0,3,0,0,0,23,0,5,0.0,0.125,5,29.5,40.443,45.139,26.398,25.61,12.8
5.462,10.417,38.2,35.3,1.059,1.162,0.686,0.684,354.18,8.8,11,34,0,11,23,0,35,13,2,0,8,5,0,3,12,9,2,0,3,1,0,0,22,0,5,2.9,0.114,4,28.5,36.003,39.518,23.33,23.272,14.7
9.181,11.292,39.4,33.3,1.061,1.159,0.719,0.709,372.62,9.1,11,33,0,11,23,0,34,13,3,0,8,5,0,3,11,9,3,0,3,0,0,0,22,0,6,0.0,0.088,3,28.5,35.0,38.252,23.733,23.384,18.2
7.154,10.805,40.0,33.3,1.06,1.163,0.704,0.701,324.15,10.0,11,30,0,11,21,0,31,12,2,0,8,4,0,3,10,8,2,0,3,0,0,0,20,0,5,0.0,0.065,2,26.5,31.793,34.893,21.114,21.03,16.7
8.712,10.248,39.4,36.4,1.051,1.161,0.693,0.684,338.18,9.1,11,33,0,11,22,0,34,13,2,0,8,5,0,3,12,8,2,0,3,0,0,0,21,0,5,0.0,0.088,3,27.5,34.676,38.308,22.875,22.557,15.2
8.093,9.784,38.9,38.9,1.043,1.159,0.684,0.669,352.21,8.3,11,36,0,11,23,0,37,14,2,0,8,6,0,3,14,8,2,0,3,0,0,0,22,0,5,0.0,0.108,4,28.5,37.56,41.724,24.637,24.084,13.9
7.553,13.896,42.9,14.3,1.131,1.199,0.729,0.791,389.1,14.3,11,28,0,12,26,0,30,12,2,0,9,3,1,6,4,12,2,0,4,0,0,0,24,0,8,0.0,0.067,2,32.5,31.665,33.58,20.409,22.148,28.6
8.15,10.805,40.0,33.3,1.06,1.163,0.704,0.701,324.15,10.0,11,30,0,11,21,0,31,12,2,0,8,4,0,3,10,8,2,0,3,0,0,0,20,0,5,0.0,0.065,2,26.5,31.793,34.893,21.114,21.03,16.7
8.37,10.248,39.4,36.4,1.051,1.161,0.693,0.684,338.18,9.1,11,33,0,11,22,0,34,13,2,0,8,5,0,3,12,8,2,0,3,0,0,0,21,0,5,0.0,0.088,3,27.5,34.676,38.308,22.875,22.557,15.2
8.597,10.417,38.2,35.3,1.059,1.162,0.686,0.684,354.18,8.8,11,34,0,11,23,0,35,13,2,0,8,5,0,3,12,9,2,0,3,1,0,0,22,0,5,2.9,0.114,4,28.5,36.003,39.518,23.33,23.272,14.7
7.176,11.292,39.4,33.3,1.061,1.159,0.719,0.709,372.62,9.1,11,33,0,11,23,0,34,13,3,0,8,5,0,3,11,9,3,0,3,0,0,0,22,0,6,0.0,0.088,3,28.5,35.0,38.252,23.733,23.384,18.2
7.866,12.942,39.4,36.4,1.045,1.155,0.723,0.696,427.08,9.1,11,33,0,11,22,2,34,13,0,0,8,5,0,3,12,8,2,0,3,0,0,0,21,0,5,0.0,0.088,3,27.5,34.487,38.104,23.864,22.952,15.2
6.268,10.248,39.4,36.4,1.051,1.161,0.693,0.684,338.18,9.1,11,33,0,11,22,0,34,13,2,0,8,5,0,3,12,8,2,0,3,0,0,0,21,0,5,0.0,0.088,3,27.5,34.676,38.308,22.875,22.557,15.2
4.056,6.656,32.4,52.9,1.007,1.145,0.602,0.571,226.31,5.9,0,34,0,3,16,0,34,11,0,0,3,8,3,0,18,5,0,0,2,3,0,0,16,0,0,8.8,0.118,4,19.0,34.254,38.946,20.466,19.402,0.0
