pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.699,8.01,45.0,40.0,1.009,1.123,0.688,0.667,160.19,10.0,11,20.0,0,11,13,0,21.0,9,0,0,9,0,0,0,8,3,0,0,2,1,0,0,12,0,0,5.0,0.0,0,18.5,20.182,22.452,13.75,13.338,0.0
7.635,7.384,42.6,47.1,0.993,1.124,0.676,0.633,502.11,7.4,22,68.0,0,23,40,0,72.0,29,1,0,20,9,1,0,32,7,1,0,5,1,0,0,36,0,1,1.5,0.111,8,52.0,67.53,76.458,46.0,43.024,1.5
6.959,7.384,42.6,47.1,0.993,1.124,0.676,0.633,502.11,7.4,22,68.0,0,23,40,0,72.0,29,1,0,20,9,1,0,32,7,1,0,5,1,0,0,36,0,1,1.5,0.111,8,52.0,67.53,76.458,46.0,43.024,1.5
6.815,6.877,42.6,48.5,0.988,1.125,0.664,0.621,467.67,7.4,22,68.0,0,23,39,0,72.0,29,0,0,20,9,1,0,33,6,0,0,5,1,0,0,35,0,0,1.5,0.111,8,51.0,67.207,76.514,45.143,42.197,0.0
6.959,6.912,41.7,48.6,0.992,1.127,0.658,0.617,497.7,6.9,22,72.0,0,23,41,0,76.0,30,0,0,20,10,1,0,35,7,0,0,5,2,0,0,37,0,0,2.8,0.118,9,53.0,71.418,81.138,47.358,44.439,0.0
7.385,7.14,43.5,46.4,0.992,1.125,0.672,0.633,492.68,8.7,22,69.0,0,24,41,0,73.0,30,0,1,20,9,1,0,32,7,0,0,6,1,0,0,37,1,0,1.4,0.11,8,55.0,68.425,77.597,46.387,43.692,0.0
7.264,6.785,42.3,49.3,0.987,1.126,0.661,0.616,481.7,7.0,22,71.0,0,23,40,0,75.0,30,0,0,20,10,1,0,35,6,0,0,5,1,0,0,36,0,0,1.4,0.107,8,52.0,70.09,79.929,46.904,43.724,0.0
7.745,7.142,42.6,47.1,0.996,1.13,0.663,0.626,485.66,7.4,22,68.0,0,23,40,0,72.0,29,0,0,20,9,1,1,32,7,0,0,5,1,0,0,36,0,1,1.5,0.111,8,52.0,67.719,76.853,45.08,42.58,1.5
6.334,7.375,40.5,47.3,0.998,1.125,0.668,0.626,545.77,6.8,22,74.0,0,25,43,0,78.0,30,0,0,20,10,3,0,35,9,1,0,5,3,0,1,39,0,0,4.1,0.115,9,57.0,73.821,83.268,49.461,46.34,0.0
7.187,7.27,42.3,47.9,0.992,1.125,0.673,0.627,516.14,7.0,22,71.0,0,23,41,0,75.0,30,1,0,20,10,1,0,34,7,1,0,5,1,0,0,37,0,1,1.4,0.12,9,53.0,70.414,79.873,47.762,44.551,1.4
7.503,7.038,42.3,47.9,0.994,1.131,0.66,0.621,499.69,7.0,22,71.0,0,23,41,0,75.0,30,0,0,20,10,1,1,34,7,0,0,5,1,0,0,37,0,1,1.4,0.12,9,53.0,70.603,80.269,46.841,44.107,1.4
6.359,6.48,41.0,51.8,0.983,1.128,0.65,0.6,537.82,6.0,22,83.0,0,23,44,0,87.0,34,0,0,20,14,1,0,43,6,0,0,5,1,0,0,40,0,0,1.2,0.115,10,56.0,81.625,93.59,53.95,49.831,0.0
