pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.3,8.778,48.8,37.2,1.009,1.113,0.73,0.699,377.47,7.0,23,43,0,24,30,0,46,21,0,0,20,1,1,1,16,6,1,0,3,1,0,1,27,0,1,2.3,0.087,4,42.5,43.407,47.87,31.387,30.037,2.3
5.25,8.671,50.0,37.5,1.001,1.111,0.736,0.702,346.84,10.0,23,40,0,23,28,0,43,20,1,0,19,1,0,0,15,5,1,0,4,0,0,0,25,0,1,0.0,0.093,4,39.5,40.033,44.428,29.449,28.074,2.5
5.9,8.46,39.6,43.4,1.012,1.131,0.684,0.65,448.39,9.4,18,53,0,18,32,0,55,21,2,0,16,5,0,0,23,9,2,0,5,2,0,0,30,0,2,3.8,0.164,9,41.0,53.647,59.95,36.267,34.46,3.8
5.35,6.944,40.8,48.7,0.995,1.128,0.652,0.614,527.73,6.6,22,76,0,23,43,0,80,31,0,0,20,11,1,0,37,8,0,0,5,3,0,0,39,0,0,3.9,0.1,8,55.0,75.629,85.763,49.574,46.68,0.0
5.0,12.274,43.6,35.9,1.034,1.13,0.754,0.708,478.68,5.1,12,39,0,13,27,0,41,17,1,0,13,4,1,2,14,8,2,1,2,2,0,0,25,0,4,5.1,0.146,6,34.0,40.345,44.081,29.404,27.598,10.3
7.47,6.932,30.5,51.6,1.006,1.153,0.613,0.578,887.28,12.5,11,128,0,19,63,0,129,39,0,0,16,23,8,0,66,23,1,0,16,6,0,1,62,0,0,4.7,0.248,32,76.5,128.759,147.529,78.501,73.988,0.0
4.699,6.656,32.3,52.3,1.002,1.15,0.61,0.575,865.24,10.8,12,130,0,20,63,0,131,42,0,0,19,23,8,0,68,20,0,0,14,6,0,0,62,0,0,4.6,0.244,32,77.0,130.246,149.443,79.365,74.812,0.0
4.699,6.727,31.3,51.9,1.004,1.153,0.608,0.575,881.25,12.2,12,131,0,20,64,0,132,41,0,0,18,23,8,0,68,22,0,0,16,6,0,0,63,0,0,4.6,0.242,32,78.0,131.566,151.024,79.615,75.328,0.0
4.699,7.01,29.7,50.0,1.011,1.159,0.606,0.581,897.22,15.6,15,128,0,23,66,0,130,38,0,0,15,23,8,0,64,26,0,0,20,6,0,0,64,0,0,4.7,0.246,32,81.5,129.439,148.357,77.592,74.306,0.0
4.699,6.873,28.6,51.8,1.008,1.159,0.603,0.571,1512.16,14.5,11,220,0,27,107,0,221,63,0,0,24,39,16,0,114,43,1,0,32,10,0,1,106,0,0,4.5,0.281,62,128.5,221.835,254.983,132.593,125.619,0.0
4.699,6.806,28.6,52.3,1.007,1.159,0.601,0.569,1640.36,14.1,11,241,0,28,116,0,242,69,0,0,25,44,17,0,126,46,1,0,34,11,0,1,115,0,0,4.6,0.281,68,138.5,242.784,279.265,144.865,137.01,0.0
4.699,6.369,28.1,55.3,1.003,1.159,0.586,0.55,726.08,11.4,0,114,0,8,50,0,113,32,0,0,8,24,8,0,63,19,0,0,13,6,0,0,51,0,0,5.3,0.265,30,58.0,114.377,132.114,66.836,62.737,0.0
4.699,6.514,30.6,53.7,1.002,1.153,0.6,0.564,788.15,10.7,6,121,0,14,56,0,121,37,0,0,14,23,8,0,65,19,0,0,13,6,0,0,56,0,0,5.0,0.256,31,67.0,121.261,139.53,72.598,68.264,0.0
4.669,6.649,30.4,52.8,1.006,1.154,0.6,0.568,831.18,11.2,6,125,0,15,59,0,125,38,0,0,15,23,9,0,66,21,0,0,14,7,0,0,59,0,0,5.6,0.256,32,71.0,125.69,144.237,75.058,71.0,0.0
4.699,6.663,29.9,52.8,1.006,1.155,0.599,0.567,846.2,11.8,6,127,0,15,60,0,127,38,0,0,15,23,9,0,67,22,0,0,15,7,0,0,60,0,0,5.5,0.252,32,72.0,127.792,146.736,76.063,72.021,0.0
5.481,7.139,32.3,48.4,1.008,1.154,0.622,0.595,221.3,16.1,10,31,0,10,17,0,32,10,0,0,5,5,0,0,15,6,0,0,5,1,0,0,16,0,0,3.2,0.094,3,22.0,31.254,35.777,19.29,18.456,0.0
5.398,8.537,44.4,36.1,1.019,1.127,0.694,0.685,307.34,13.9,21,36,0,21,26,0,39,16,0,0,15,1,0,0,13,7,0,0,5,2,0,0,23,0,0,5.6,0.077,3,36.5,36.698,40.571,24.983,24.644,0.0
5.886,8.666,46.9,34.4,1.015,1.123,0.711,0.7,277.31,15.6,21,32,0,21,24,0,35,15,0,0,15,0,0,0,11,6,0,0,5,1,0,0,21,0,0,3.1,0.057,2,34.5,32.487,35.947,22.767,22.402,0.0
5.301,9.161,48.5,30.3,1.021,1.122,0.728,0.724,302.32,18.2,21,33,0,22,26,0,36,16,0,1,15,0,0,0,10,7,0,0,6,1,0,0,23,1,0,3.0,0.056,2,38.5,33.705,37.03,24.012,23.897,0.0
5.301,9.161,48.5,30.3,1.021,1.122,0.728,0.724,302.32,18.2,21,33,0,22,26,0,36,16,0,1,15,0,0,0,10,7,0,0,6,1,0,0,23,1,0,3.0,0.056,2,38.5,33.705,37.03,24.012,23.897,0.0
5.301,9.161,48.5,30.3,1.021,1.122,0.728,0.724,302.32,18.2,21,33,0,22,26,0,36,16,0,1,15,0,0,0,10,7,0,0,6,1,0,0,23,1,0,3.0,0.056,2,38.5,33.705,37.03,24.012,23.897,0.0
5.301,8.537,44.4,36.1,1.019,1.127,0.694,0.685,307.34,13.9,21,36,0,21,26,0,39,16,0,0,15,1,0,0,13,7,0,0,5,2,0,0,23,0,0,5.6,0.077,3,36.5,36.698,40.571,24.983,24.644,0.0
5.398,8.61,40.0,36.0,1.024,1.141,0.68,0.675,215.24,20.0,15,25,0,15,18,0,27,10,0,0,9,1,0,0,9,6,0,0,5,1,0,0,16,0,0,4.0,0.037,1,25.5,25.604,28.531,17.006,16.875,0.0
5.854,7.695,40.0,42.9,1.007,1.136,0.665,0.642,269.34,14.3,15,35,0,15,23,0,38,14,0,0,9,5,0,0,15,6,0,0,5,1,0,0,20,0,0,2.9,0.079,3,30.5,35.254,39.777,23.29,22.456,0.0
6.222,7.457,39.5,44.7,1.004,1.137,0.659,0.631,283.37,13.2,15,38,0,15,24,0,41,15,0,0,9,6,0,0,17,6,0,0,5,1,0,0,21,0,0,2.6,0.049,2,31.5,38.138,43.192,25.051,23.983,0.0
6.42,7.978,40.6,40.6,1.012,1.136,0.673,0.654,255.31,15.6,15,32,0,15,22,0,35,13,0,0,9,4,0,0,13,6,0,0,5,1,0,0,19,0,0,3.1,0.086,3,29.5,32.371,36.362,21.529,20.929,0.0
5.553,8.222,39.4,39.4,1.021,1.139,0.666,0.656,271.31,15.2,15,33,0,15,23,0,36,13,0,0,9,4,0,0,13,7,0,0,5,2,0,0,20,0,0,6.1,0.056,2,30.5,33.698,37.571,21.983,21.644,0.0
5.959,7.569,38.2,44.1,1.007,1.14,0.656,0.631,257.33,14.7,15,34,0,15,21,0,36,13,0,0,9,4,0,0,15,6,0,0,5,1,0,0,19,0,0,2.9,0.083,3,28.5,34.254,38.777,22.29,21.456,0.0
5.585,7.695,40.0,42.9,1.007,1.136,0.665,0.642,269.34,14.3,15,35,0,15,23,0,38,14,0,0,9,5,0,0,15,6,0,0,5,1,0,0,20,0,0,2.9,0.053,2,30.5,35.254,39.777,23.29,22.456,0.0
5.481,7.848,38.7,41.9,1.012,1.141,0.662,0.643,243.3,16.1,15,31,0,15,20,0,33,12,0,0,9,3,0,0,13,6,0,0,5,1,0,0,18,0,0,3.2,0.061,2,27.5,31.371,35.362,20.529,19.929,0.0
5.921,7.457,39.5,44.7,1.004,1.137,0.659,0.631,283.37,13.2,16,38,0,16,23,0,40,15,0,0,11,4,0,0,17,6,0,0,5,1,0,0,21,0,0,2.6,0.1,4,31.0,38.138,43.192,25.051,23.983,0.0
5.481,8.32,41.4,37.9,1.017,1.136,0.682,0.669,241.28,17.2,15,29,0,15,21,0,32,12,0,0,9,3,0,0,11,6,0,0,5,1,0,0,18,0,0,3.4,0.063,2,28.5,29.487,32.947,19.767,19.402,0.0
6.268,7.978,40.6,40.6,1.012,1.136,0.673,0.654,255.31,15.6,15,32,0,15,22,0,35,13,0,0,9,4,0,0,13,6,0,0,5,1,0,0,19,0,0,3.1,0.057,2,29.5,32.371,36.362,21.529,20.929,0.0
6.143,7.695,40.0,42.9,1.007,1.136,0.665,0.642,269.34,14.3,15,35,0,15,23,0,38,14,0,0,9,5,0,0,15,6,0,0,5,1,0,0,20,0,0,2.9,0.053,2,30.5,35.254,39.777,23.29,22.456,0.0
7.469,7.951,38.2,41.2,1.014,1.143,0.663,0.646,270.33,17.6,15,34,0,15,23,0,37,13,0,0,9,4,0,0,14,7,0,0,6,1,0,0,20,0,0,2.9,0.054,2,30.5,34.473,38.86,22.534,21.95,0.0
5.602,7.926,38.9,41.7,1.016,1.139,0.66,0.644,285.34,13.9,15,36,0,15,24,0,39,14,0,0,9,5,0,0,15,7,0,0,5,2,0,0,21,0,0,5.6,0.077,3,31.5,36.582,40.986,23.745,23.171,0.0
5.481,8.246,39.5,39.5,1.024,1.137,0.663,0.655,313.35,13.2,15,38,0,16,26,0,41,15,0,0,10,5,1,0,15,8,0,0,5,3,0,0,23,0,0,7.9,0.098,4,34.5,38.909,43.196,25.199,24.885,0.0
5.481,8.009,38.5,41.0,1.018,1.141,0.66,0.646,312.37,15.4,15,39,0,16,26,0,42,15,0,0,10,5,1,0,16,8,0,0,6,2,0,0,23,0,0,5.1,0.071,3,34.5,39.683,44.485,25.75,25.192,0.0
5.824,7.926,38.9,41.7,1.016,1.139,0.66,0.644,285.34,13.9,15,36,0,15,24,0,39,14,0,0,9,5,0,0,15,7,0,0,5,2,0,0,21,0,0,5.6,0.077,3,31.5,36.582,40.986,23.745,23.171,0.0
6.1,7.79,41.5,41.5,1.003,1.136,0.679,0.653,319.41,17.1,20,41,0,20,28,0,45,17,0,0,12,5,0,0,17,7,0,0,7,0,0,0,24,0,0,0.0,0.044,2,38.0,41.131,46.564,27.847,26.784,0.0
5.481,8.01,34.5,41.4,1.02,1.153,0.647,0.635,232.28,20.7,10,29,0,11,18,0,30,10,0,1,5,4,0,0,12,7,0,0,6,1,0,0,17,1,0,3.4,0.1,3,25.0,29.589,33.445,18.773,18.424,0.0
6.7,7.43,37.2,48.8,1.0,1.13,0.661,0.614,319.47,7.0,11,43,0,13,24,0,45,16,0,0,9,7,2,0,21,6,1,0,3,2,0,1,22,0,0,4.7,0.044,2,31.5,42.989,48.571,28.426,26.422,0.0
6.8,9.228,38.2,36.4,1.043,1.152,0.672,0.67,507.55,12.7,18,55,0,21,38,0,58,21,0,0,16,5,3,3,20,14,1,0,7,3,0,1,35,0,3,5.5,0.121,7,50.0,57.378,63.377,36.955,36.846,5.5
5.1,8.163,45.8,40.3,1.002,1.117,0.708,0.674,587.76,9.7,33,72,0,34,49,0,78,33,0,0,28,5,1,0,29,10,1,0,7,2,0,1,43,0,0,2.8,0.103,8,66.5,72.163,80.394,50.972,48.561,0.0
5.1,8.163,45.8,40.3,1.002,1.117,0.708,0.674,587.76,9.7,33,72,0,34,49,0,78,33,0,0,28,5,1,0,29,10,1,0,7,2,0,1,43,0,0,2.8,0.103,8,66.5,72.163,80.394,50.972,48.561,0.0
5.0,7.354,37.7,45.9,1.005,1.14,0.649,0.621,448.59,13.1,17,61,0,18,37,0,65,23,0,0,14,9,1,0,28,10,0,0,8,2,0,0,33,0,0,3.3,0.077,5,46.5,61.305,69.557,39.569,37.869,0.0
5.4,12.042,48.3,31.0,1.024,1.098,0.792,0.751,349.22,6.9,16,29,0,17,22,1,31,14,0,0,14,0,1,0,9,6,2,0,2,2,0,1,20,0,1,6.9,0.097,3,31.0,29.698,31.838,22.966,21.792,3.4
5.8,8.246,41.0,42.6,1.018,1.146,0.67,0.646,503.02,9.8,18,61,0,18,39,0,65,25,1,0,16,9,0,3,26,10,1,0,6,0,0,0,35,0,4,0.0,0.062,4,48.0,62.076,69.935,40.841,39.427,6.6
5.9,8.121,41.4,43.1,1.012,1.141,0.675,0.647,471.0,10.3,18,58,0,18,37,0,62,24,1,0,16,8,0,2,25,9,1,0,6,0,0,0,33,0,3,0.0,0.065,4,46.0,58.68,66.18,39.142,37.517,5.2
