pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.824,8.463,40.5,40.5,1.013,1.127,0.694,0.664,355.46,11.9,16,42,0,18,27,0,44,17,0,2,11,4,1,0,17,8,1,0,5,2,0,1,25,1,0,4.8,0.136,6,38.0,42.542,47.322,29.154,27.885,0.0
4.07,8.28,41.5,41.5,1.005,1.125,0.7,0.663,339.46,12.2,16,41,0,17,26,0,43,17,0,2,11,4,0,0,17,7,1,0,5,1,0,1,24,1,0,2.4,0.14,6,36.0,41.214,46.112,28.699,27.17,0.0
4.375,9.294,43.2,37.8,1.009,1.12,0.739,0.696,343.87,13.5,16,37,0,17,25,0,39,16,1,2,11,3,0,0,14,7,2,0,5,0,0,1,23,1,1,0.0,0.128,5,35.0,37.327,41.432,27.341,25.756,2.7
5.824,8.153,38.8,42.9,1.013,1.13,0.676,0.646,399.52,10.2,16,49,0,17,30,0,51,19,0,2,11,6,0,0,21,9,1,0,5,3,0,1,28,1,0,6.1,0.157,8,40.0,49.636,55.361,33.131,31.653,0.0
4.301,8.106,34.6,44.2,1.023,1.138,0.65,0.627,421.53,9.6,16,52,0,18,31,0,54,18,0,0,11,7,2,0,23,11,1,0,5,5,0,1,29,0,0,9.6,0.148,8,41.0,53.174,59.195,33.801,32.609,0.0
6.013,8.28,41.5,41.5,1.005,1.125,0.7,0.663,339.46,12.2,16,41,0,17,26,0,43,17,0,2,11,4,0,0,17,7,1,0,5,1,0,1,24,1,0,2.4,0.14,6,36.0,41.214,46.112,28.699,27.17,0.0
6.071,8.479,36.0,44.0,1.017,1.134,0.675,0.64,423.97,10.0,16,50,0,16,30,0,52,18,1,0,11,7,0,0,22,10,2,0,5,3,0,1,28,0,1,6.0,0.154,8,38.0,50.843,56.721,33.75,32.007,2.0
5.553,7.815,37.0,45.7,1.007,1.134,0.667,0.629,359.5,10.9,16,46,0,16,27,0,48,17,0,0,11,6,0,0,21,8,1,0,5,2,0,1,25,0,0,4.3,0.146,7,35.0,46.309,52.152,30.676,28.938,0.0
7.301,11.35,41.5,39.0,1.007,1.118,0.765,0.695,465.35,12.2,16,41,0,17,27,0,43,17,0,2,11,4,0,0,16,8,2,1,5,1,0,1,25,1,1,2.4,0.14,6,37.0,41.283,45.833,31.358,28.487,2.4
5.509,7.791,36.0,46.0,1.01,1.136,0.658,0.624,389.53,10.0,16,50,0,16,29,0,52,18,0,0,11,7,0,0,23,9,1,0,5,3,0,1,27,0,0,6.0,0.154,8,37.0,50.52,56.777,32.892,31.18,0.0
5.469,7.77,35.2,46.3,1.014,1.137,0.65,0.619,419.56,9.3,16,54,0,16,31,0,56,19,0,0,11,8,0,0,25,10,1,0,5,4,0,1,29,0,0,7.4,0.161,9,39.0,54.731,61.401,35.108,33.421,0.0
6.796,8.741,35.2,42.6,1.029,1.142,0.665,0.641,471.99,9.3,16,54,0,16,33,0,56,19,1,0,11,8,0,1,23,12,2,0,5,4,0,1,31,0,2,7.4,0.161,9,41.0,55.567,61.685,35.904,34.632,3.7
4.0,8.128,37.3,43.1,1.014,1.135,0.669,0.641,414.54,11.8,16,51,0,17,31,0,53,19,0,2,11,6,0,0,22,10,1,0,6,3,0,1,29,1,0,5.9,0.151,8,41.0,51.738,57.86,34.137,32.674,0.0
5.62,8.839,36.0,42.0,1.027,1.141,0.674,0.648,441.96,10.0,16,50,0,16,31,0,52,18,1,0,11,7,0,1,21,11,2,0,5,3,0,1,29,0,2,6.0,0.154,8,39.0,51.356,57.06,33.688,32.391,4.0
4.517,10.225,43.2,35.1,1.018,1.118,0.762,0.718,378.31,13.5,16,37,0,17,26,0,39,16,2,2,11,3,0,0,13,8,3,0,5,0,0,1,24,1,2,0.0,0.128,5,36.0,37.651,41.376,28.199,26.583,5.4
6.699,9.12,41.5,39.0,1.013,1.123,0.721,0.683,373.9,12.2,16,41,0,17,27,0,43,17,1,2,11,4,0,0,16,8,2,0,5,1,0,1,25,1,1,2.4,0.14,6,37.0,41.538,46.056,29.557,27.997,2.4
7.155,10.204,41.5,39.0,1.011,1.121,0.733,0.688,418.35,12.2,16,41,0,17,27,1,43,17,0,2,11,4,0,0,16,8,2,0,5,1,0,1,25,1,1,2.4,0.14,6,37.0,41.443,45.954,30.051,28.195,2.4
5.071,11.155,43.2,32.4,1.026,1.117,0.785,0.741,412.75,13.5,16,37,0,17,27,0,39,16,3,2,11,3,0,0,12,9,4,0,5,0,0,1,25,1,3,0.0,0.128,5,37.0,37.975,41.32,29.057,27.411,8.1
6.745,8.856,38.8,40.8,1.02,1.129,0.694,0.663,433.96,10.2,16,49,0,17,31,0,51,19,1,2,11,6,0,0,20,10,2,0,5,3,0,1,29,1,1,6.1,0.157,8,41.0,49.96,55.305,33.989,32.48,2.0
5.328,8.034,37.2,44.2,1.01,1.133,0.672,0.637,345.47,11.6,16,43,0,17,26,0,45,16,0,0,11,5,1,0,19,8,1,0,5,2,0,1,24,0,0,4.7,0.133,6,35.0,43.425,48.737,28.915,27.411,0.0
4.116,7.952,35.3,45.1,1.017,1.137,0.654,0.625,405.53,9.8,16,51,0,17,30,0,53,18,0,0,11,7,1,0,23,10,1,0,5,4,0,1,28,0,0,7.8,0.151,8,39.0,51.847,57.986,33.347,31.895,0.0
5.319,8.769,34.6,42.3,1.029,1.137,0.667,0.643,455.97,9.6,16,52,0,18,32,0,54,18,1,0,11,7,2,0,22,12,2,0,5,5,0,1,30,0,1,9.6,0.148,8,42.0,53.498,59.139,34.659,33.437,1.9
5.509,10.723,38.8,40.8,1.014,1.124,0.73,0.673,525.41,10.2,16,49,0,17,31,0,51,19,0,2,11,6,0,0,20,10,2,1,5,3,0,1,29,1,1,6.1,0.157,8,41.0,49.705,55.082,35.79,32.97,2.0
5.824,8.521,38.8,40.8,1.023,1.137,0.675,0.654,417.51,10.2,16,49,0,17,31,0,51,19,0,2,11,6,0,1,20,10,1,0,5,3,0,1,29,1,1,6.1,0.157,8,41.0,50.149,55.701,33.068,32.036,2.0
6.921,9.223,38.8,38.8,1.03,1.136,0.692,0.671,451.95,10.2,16,49,0,17,32,0,51,19,1,2,11,6,0,1,19,11,2,0,5,3,0,1,30,1,2,6.1,0.157,8,42.0,50.473,55.645,33.926,32.864,4.1
4.301,8.461,37.3,41.2,1.025,1.133,0.667,0.649,431.52,9.8,16,51,0,19,32,0,53,19,0,2,11,6,2,0,21,11,1,0,5,5,0,1,30,1,0,9.8,0.151,8,44.0,52.291,57.78,34.04,33.083,0.0
4.301,8.064,33.9,44.6,1.025,1.14,0.643,0.622,451.56,8.9,16,56,0,18,33,0,58,19,0,0,11,8,2,0,25,12,1,0,5,6,0,1,31,0,0,10.7,0.155,9,43.0,57.385,63.82,36.017,34.851,0.0
5.456,7.989,36.2,44.7,1.014,1.135,0.662,0.631,375.5,10.6,16,47,0,17,28,0,49,17,0,0,11,6,1,0,21,9,1,0,5,3,0,1,26,0,0,6.4,0.143,7,37.0,47.636,53.361,31.131,29.653,0.0
4.457,8.28,41.5,41.5,1.005,1.125,0.7,0.663,339.46,12.2,16,41,0,17,26,0,43,17,0,2,11,4,0,0,17,7,1,0,5,1,0,1,24,1,0,2.4,0.14,6,36.0,41.214,46.112,28.699,27.17,0.0
4.812,13.332,42.3,23.1,1.051,1.118,0.837,0.801,346.64,19.2,16,26,0,16,22,0,28,11,3,0,11,0,0,0,6,9,4,0,5,0,0,1,20,0,3,0.0,0.071,2,30.0,27.324,29.074,21.773,20.83,11.5
4.975,7.849,41.9,44.2,0.995,1.124,0.698,0.651,337.49,11.6,16,43,0,17,26,0,45,18,0,2,11,5,0,0,19,6,1,0,5,0,0,1,24,1,0,0.0,0.111,5,36.0,42.771,48.318,30.006,27.982,0.0
5.337,7.845,38.1,45.2,1.002,1.132,0.678,0.636,329.47,11.9,16,42,0,16,25,0,44,16,0,0,11,5,0,0,19,7,1,0,5,1,0,1,23,0,0,2.4,0.136,6,33.0,42.098,47.527,28.461,26.697,0.0
6.721,8.211,40.0,42.2,1.009,1.127,0.687,0.654,369.49,11.1,16,45,0,17,28,0,47,18,0,2,11,5,0,0,19,8,1,0,5,2,0,1,26,1,0,4.4,0.149,7,38.0,45.425,50.737,30.915,29.411,0.0
