pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.398,6.815,36.5,50.8,1.001,1.126,0.639,,429.37,1.6,6,63,1,8,34,0,66,23,0,0,8,15,2,0,32,8,0,0,1,6,0,0,31,0,0,9.5,0.136,9,39,63.091,70.927,40.256,,0.0
4.398,6.815,36.5,50.8,1.001,1.126,0.639,,429.37,1.6,6,63,1,8,34,0,66,23,0,0,8,15,2,0,32,8,0,0,1,6,0,0,31,0,0,9.5,0.136,9,39,63.091,70.927,40.256,,0.0
4.398,6.281,31.9,55.3,0.995,1.133,0.618,,295.23,2.1,0,47,1,1,23,0,49,15,0,0,1,14,1,0,26,6,0,0,1,4,0,0,21,0,0,8.5,0.102,5,24,46.785,53.263,29.063,,0.0
4.398,6.718,36.4,51.5,1.0,1.126,0.637,,443.4,1.5,6,66,1,8,35,0,69,24,0,0,8,16,2,0,34,8,0,0,1,6,0,0,32,0,0,9.1,0.145,10,40,65.974,74.342,42.017,,0.0
4.097,6.922,36.7,50.0,1.003,1.125,0.642,,415.34,1.7,6,60,1,8,33,0,63,22,0,0,8,14,2,0,30,8,0,0,1,6,0,0,30,0,0,10.0,0.127,8,38,60.207,67.512,38.495,,0.0
4.398,6.633,31.4,52.9,1.004,1.137,0.618,,338.26,3.9,0,51,1,2,26,0,53,16,0,0,2,14,2,0,27,8,0,0,2,5,0,0,24,0,0,9.8,0.113,6,28,51.214,57.971,31.523,,0.0
4.398,6.024,32.1,57.1,0.99,1.134,0.613,,337.32,1.8,0,56,1,1,26,0,58,18,0,0,1,17,1,0,32,6,0,0,1,4,0,0,24,0,0,7.1,0.103,6,27,55.436,63.508,34.347,,0.0
4.097,6.024,32.1,57.1,0.99,1.134,0.613,,337.32,1.8,0,56,1,1,26,0,58,18,0,0,1,17,1,0,32,6,0,0,1,4,0,0,24,0,0,7.1,0.103,6,27,55.436,63.508,34.347,,0.0
4.549,6.387,30.9,54.5,0.998,1.14,0.615,,351.31,5.5,0,55,1,2,27,0,57,17,0,0,2,15,2,0,30,8,0,0,3,4,0,0,25,0,0,7.3,0.105,6,29,54.872,62.675,33.836,,0.0
4.398,5.785,31.7,58.5,0.982,1.132,0.619,,237.19,2.4,0,41,1,0,19,0,43,13,0,0,0,13,0,0,24,4,0,0,1,2,0,0,17,0,0,4.9,0.07,3,19,40.247,46.429,25.392,,0.0
4.26,8.084,29.4,47.1,1.036,1.155,0.627,,412.29,3.9,0,51,1,3,29,0,53,15,0,0,1,14,3,3,24,12,1,0,2,5,0,1,27,0,3,9.8,0.094,5,32,52.829,58.91,31.983,,5.9
5.959,6.281,31.9,55.3,0.995,1.133,0.618,,295.23,2.1,0,47,1,1,23,0,49,15,0,0,1,14,1,0,26,6,0,0,1,4,0,0,21,0,0,8.5,0.102,5,24,46.785,53.263,29.063,,0.0
5.824,6.281,31.9,55.3,0.995,1.133,0.618,,295.23,2.1,0,47,1,1,23,0,49,15,0,0,1,14,1,0,26,6,0,0,1,4,0,0,21,0,0,8.5,0.102,5,24,46.785,53.263,29.063,,0.0
4.097,7.257,33.3,50.0,1.005,1.13,0.649,,435.41,5.0,6,60,1,9,33,0,63,20,0,0,7,13,3,0,30,10,1,0,3,5,0,1,30,0,0,8.3,0.095,6,39,60.276,67.804,38.938,,0.0
4.277,6.13,31.3,56.3,0.991,1.136,0.617,,294.25,4.2,0,48,1,1,23,0,50,15,0,0,1,14,1,0,27,6,0,0,2,3,0,0,21,0,0,6.3,0.08,4,24,47.56,54.552,29.614,,0.0
4.398,6.185,32.0,56.0,0.993,1.134,0.616,,309.26,2.0,0,50,1,1,24,0,52,16,0,0,1,15,1,0,28,6,0,0,1,4,0,0,22,0,0,8.0,0.115,6,25,49.669,56.678,30.824,,0.0
5.886,7.0,21.7,52.2,1.026,1.146,0.597,,160.99,4.3,0,23,1,1,10,0,22,5,0,0,1,4,1,0,12,6,0,0,1,4,0,0,11,0,0,17.4,0.227,5,11,23.6,26.356,13.733,,0.0
4.398,6.597,32.7,53.1,1.002,1.132,0.623,,323.24,2.0,0,49,1,2,25,0,51,16,0,0,2,14,2,0,26,7,0,0,1,5,0,0,23,0,0,10.2,0.098,5,27,49.112,55.472,30.517,,0.0
5.187,6.281,31.9,55.3,0.995,1.133,0.618,,295.23,2.1,0,47,1,1,23,0,49,15,0,0,1,14,1,0,26,6,0,0,1,4,0,0,21,0,0,8.5,0.102,5,24,46.785,53.263,29.063,,0.0
4.549,7.248,34.5,50.0,1.003,1.126,0.654,,420.39,3.4,6,58,1,9,32,0,61,20,0,0,7,13,3,0,29,9,1,0,2,5,0,1,29,0,0,8.6,0.098,6,38,58.174,65.306,37.932,,0.0
5.796,7.348,20.0,50.0,1.036,1.147,0.599,,146.96,5.0,0,20,1,1,9,0,19,4,0,0,1,3,1,0,10,6,0,0,1,4,0,0,10,0,0,20.0,0.211,4,10,20.716,22.941,11.972,,0.0
