pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
8.062,7.396,31.4,48.0,1.022,1.15,0.611,0.593,2448.03,10.0,18,331.0,0,48,174,0,333.0,104,0,0,48,56,30,0,159,68,1,0,33,34,0,1,172,0,0,10.3,0.243,81,213,338.231,380.641,202.257,196.385,0
8.108,7.395,31.3,48.0,1.022,1.151,0.611,0.593,2433.02,10.3,18,329.0,0,48,173,0,331.0,103,0,0,48,55,30,0,158,68,1,0,34,33,0,1,171,0,0,10.0,0.239,79,212,336.122,378.515,201.047,195.165,0
7.292,7.53,31.8,46.7,1.026,1.15,0.611,0.599,2484.93,10.3,18,330.0,0,52,178,0,332.0,105,0,0,54,51,34,0,154,71,0,0,34,37,0,0,176,0,0,11.2,0.238,79,221,338.587,379.602,201.694,197.783,0
7.541,7.452,31.4,47.3,1.025,1.151,0.608,0.595,2488.97,10.2,18,334.0,0,50,178,0,336.0,105,0,0,50,55,32,0,158,71,0,0,34,37,0,0,176,0,0,11.1,0.241,81,219,342.355,384.432,203.217,198.837,0
8.21,7.421,31.4,47.9,1.022,1.15,0.611,0.594,2434.0,10.1,18,328.0,0,48,173,0,330.0,103,0,0,48,55,30,0,157,68,1,0,33,34,0,1,171,0,0,10.4,0.242,80,212,335.347,377.226,200.496,194.858,0
8.108,7.371,31.4,48.2,1.021,1.15,0.611,0.593,2462.06,9.9,18,334.0,0,48,175,0,336.0,105,0,0,48,57,30,0,161,68,1,0,33,34,0,1,173,0,0,10.2,0.238,80,214,341.114,384.056,204.018,197.912,0
10.367,7.34,30.8,48.7,1.02,1.151,0.61,0.59,2906.7,10.4,18,396.0,0,52,206,0,399.0,122,0,0,52,70,34,0,193,81,2,0,41,38,0,2,203,0,0,9.6,0.158,63,249,403.918,455.783,241.666,233.451,0
8.863,7.435,31.2,48.1,1.021,1.15,0.614,0.594,2550.21,10.2,18,343.0,0,48,181,0,346.0,107,0,0,48,59,30,0,165,71,2,0,35,34,0,2,178,0,0,9.9,0.145,50,220,350.278,394.388,210.439,203.668,0
8.987,7.401,31.7,48.3,1.019,1.149,0.616,0.594,2361.01,10.0,18,319.0,0,46,168,0,322.0,101,0,0,46,55,28,0,154,64,2,0,32,30,0,2,165,0,0,9.4,0.137,44,205,325.129,366.395,196.558,189.638,0
8.444,7.402,31.5,48.3,1.019,1.149,0.615,0.594,2376.03,10.3,18,321.0,0,46,169,0,324.0,101,0,0,46,55,28,0,155,65,2,0,33,30,0,2,166,0,0,9.3,0.136,44,206,327.231,368.893,197.564,190.659,0
