pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.979,5.415,29.7,62.2,0.984,1.149,0.578,0.521,400.71,4.1,0,74,0,2,27,0,73,22,0,0,2,20,2,0,46,6,0,0,3,3,0,0,28,0,0,4.1,0.247,18,29.0,72.785,85.05,42.751,38.535,0.0
5.573,5.33,30.7,62.7,0.981,1.146,0.58,0.521,399.72,2.7,0,75,0,2,27,0,74,23,0,0,2,21,2,0,47,5,0,0,2,3,0,0,28,0,0,4.0,0.257,19,29.0,73.567,85.967,43.506,39.04,0.0
4.0,7.961,38.1,42.9,1.029,1.133,0.639,0.632,167.18,4.8,6,21,0,7,12,0,21,8,0,0,7,1,1,0,9,4,0,0,1,3,0,0,12,0,0,14.3,0.095,2,16.0,21.618,23.787,13.415,13.273,0.0
4.0,9.23,44.4,33.3,1.053,1.116,0.672,0.691,166.14,0.0,6,18,0,8,12,0,18,8,0,0,8,0,2,0,6,4,0,0,0,4,0,0,12,0,0,22.2,0.111,2,17.0,18.96,20.083,12.102,12.44,0.0
5.523,6.203,36.5,57.7,0.98,1.126,0.634,0.568,322.56,0.0,0,52,0,4,22,0,52,19,0,0,6,13,4,0,30,3,1,0,0,2,0,1,22,0,0,3.8,0.212,11,26.0,50.985,58.567,32.978,29.519,0.0
4.0,6.497,34.1,53.7,1.001,1.141,0.609,0.572,266.38,4.9,6,41,0,6,20,0,42,14,0,0,6,8,0,0,22,5,0,0,2,3,0,0,19,0,0,7.3,0.119,5,23.0,41.022,46.777,24.989,23.455,0.0
4.117,5.759,25.0,60.7,0.999,1.162,0.558,0.515,161.26,7.1,0,28,0,1,10,0,27,7,0,0,1,6,1,0,17,4,0,0,2,2,0,0,11,0,0,7.1,0.148,4,11.0,27.985,32.529,15.631,14.423,0.0
6.602,8.584,38.5,43.6,1.038,1.144,0.645,0.634,334.77,0.0,6,39,0,7,23,0,40,15,1,0,7,8,1,2,17,7,1,0,0,4,0,0,22,0,3,10.3,0.225,9,27.0,40.494,44.613,25.165,24.721,7.7
6.62,8.242,28.2,46.8,1.033,1.145,0.632,0.602,1021.98,5.6,10,124,0,17,69,0,127,35,0,0,9,26,7,0,58,31,4,0,7,20,3,1,66,0,0,16.1,0.228,29,81.0,128.116,141.978,78.381,74.628,0.0
5.62,9.01,47.4,36.8,1.024,1.102,0.717,0.696,342.39,0.0,16,38,0,18,26,0,40,18,0,0,16,2,2,0,14,6,1,0,0,5,0,1,24,0,0,13.2,0.175,7,36.0,38.898,41.873,27.25,26.449,0.0
7.699,7.907,43.8,43.8,1.0,1.116,0.696,0.655,379.52,6.3,17,48,0,18,30,0,51,21,0,0,15,6,1,0,21,6,1,0,3,2,0,1,27,0,0,4.2,0.098,5,39.5,47.989,53.571,33.426,31.422,0.0
7.187,7.567,42.3,44.2,1.009,1.125,0.662,0.638,393.48,5.8,17,52,0,18,32,0,55,22,0,0,15,7,1,0,23,7,0,0,3,4,0,0,29,0,0,7.7,0.109,6,41.5,52.451,58.485,34.449,33.191,0.0
7.585,9.233,46.7,35.6,1.029,1.133,0.712,0.696,415.47,6.7,21,45,0,22,32,0,48,21,0,0,18,3,1,3,16,8,1,0,3,1,0,1,29,0,3,2.2,0.104,5,43.5,46.316,50.965,32.023,31.33,6.7
6.796,8.108,42.6,42.6,1.014,1.117,0.681,0.653,494.61,3.3,18,61,0,22,38,0,64,26,0,0,20,6,4,0,26,9,1,0,2,6,0,1,35,0,0,9.8,0.109,7,51.0,61.847,68.155,41.523,39.84,0.0
7.796,9.829,43.4,34.0,1.045,1.121,0.707,0.702,520.95,3.8,18,53,0,22,38,0,56,23,1,0,20,3,4,1,18,12,2,0,2,7,0,1,35,0,2,13.2,0.107,6,51.0,55.36,59.403,37.489,37.185,3.8
7.678,9.365,44.2,36.5,1.029,1.113,0.713,0.694,486.96,3.8,18,52,0,22,36,0,55,23,1,0,20,3,4,0,19,10,2,0,2,6,0,1,33,0,1,11.5,0.109,6,49.0,53.52,57.854,37.097,36.087,1.9
6.721,10.576,45.5,31.8,1.04,1.108,0.749,0.731,465.33,4.5,18,44,0,22,32,0,46,20,2,0,20,0,4,0,14,10,3,0,2,5,0,1,30,0,2,11.4,0.13,6,45.0,45.749,48.758,32.977,32.147,4.5
6.0,6.627,33.3,55.0,0.996,1.136,0.621,0.571,397.62,3.3,6,60,0,9,28,0,61,20,0,0,7,13,3,0,33,7,1,0,2,4,0,1,27,0,0,6.7,0.148,9,34.0,59.785,68.19,37.279,34.255,0.0
6.0,6.627,33.3,55.0,0.996,1.136,0.621,0.571,397.62,3.3,6,60,0,9,28,0,61,20,0,0,7,13,3,0,33,7,1,0,2,4,0,1,27,0,0,6.7,0.148,9,34.0,59.785,68.19,37.279,34.255,0.0
5.77,6.117,32.4,56.8,0.996,1.144,0.596,0.553,452.69,4.1,6,74,0,8,32,0,74,24,0,0,8,16,2,0,42,8,0,0,3,5,0,0,32,0,0,6.8,0.23,17,37.0,73.672,84.638,44.137,40.911,0.0
4.0,5.046,34.5,63.6,0.966,1.137,0.599,0.527,277.55,1.8,0,55,0,0,22,0,57,19,0,0,0,19,0,0,35,1,0,0,1,0,0,0,20,0,0,0.0,0.07,4,22.0,53.123,62.557,32.95,28.977,0.0
