pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.049,10.02,25.0,50.0,0.997,1.115,0.767,0.643,240.48,8.3,0,24,0,2,11,0,23,6,0,0,2,4,2,0,12,6,4,0,2,0,0,4,12,0,0,0.0,0.13,3,13.0,23.927,26.753,18.409,15.425,0.0
4.418,8.182,46.3,41.5,0.997,1.111,0.718,0.674,335.46,7.3,20,41,0,21,27,0,44,19,0,0,16,3,1,0,17,5,1,0,3,1,0,1,24,0,0,2.4,0.068,3,38.0,40.894,45.531,29.449,27.654,0.0
4.118,11.713,36.4,30.3,1.041,1.107,0.796,0.744,386.54,12.1,15,33,0,16,25,0,35,12,0,0,9,3,1,0,10,11,4,0,4,3,0,4,23,0,0,9.1,0.143,5,33.5,34.346,36.547,26.261,24.559,0.0
4.271,9.318,45.9,35.1,1.031,1.115,0.71,0.7,344.77,5.4,12,37,0,15,26,0,39,17,1,0,16,1,3,0,13,7,1,0,2,4,0,0,24,0,1,10.8,0.103,4,35.0,38.138,41.269,26.256,25.89,2.7
4.094,10.066,45.9,32.4,1.029,1.101,0.755,0.727,372.45,5.4,11,37,0,16,27,0,39,17,0,0,17,0,5,0,12,8,2,0,2,4,0,2,25,0,0,10.8,0.103,4,37.5,38.084,40.75,27.932,26.91,0.0
4.026,8.759,45.0,35.0,1.028,1.123,0.691,0.689,350.36,10.0,16,40,0,20,28,0,42,18,0,1,15,2,3,0,14,8,0,0,4,4,0,0,26,1,0,10.0,0.095,4,41.0,41.134,44.907,27.648,27.579,0.0
4.175,9.484,48.8,32.6,1.029,1.111,0.727,0.719,407.83,7.0,17,43,0,21,32,0,46,21,1,0,21,0,4,0,14,8,1,0,3,4,0,0,29,0,1,9.3,0.087,4,44.5,44.24,47.768,31.261,30.912,2.3
4.226,9.55,50.0,29.2,1.044,1.108,0.713,0.728,229.2,4.2,6,24,0,11,19,0,26,12,0,0,12,0,5,0,7,5,0,0,1,4,0,0,17,0,0,16.7,0.0,0,27.0,25.062,26.582,17.108,17.461,0.0
4.413,11.407,43.3,30.0,1.041,1.113,0.778,0.748,342.22,10.0,12,30,0,15,23,0,32,13,2,0,12,1,3,0,9,8,3,0,3,2,0,1,21,0,2,6.7,0.063,2,32.0,31.218,33.383,23.335,22.443,6.7
4.143,8.851,46.3,37.0,1.023,1.115,0.704,0.689,477.93,5.6,17,54,0,22,37,0,57,25,1,0,22,3,5,0,20,9,1,0,3,5,0,0,34,0,1,9.3,0.088,5,50.5,55.218,60.223,38.0,37.207,1.9
4.036,11.156,43.3,23.3,1.071,1.127,0.723,0.751,334.69,13.3,16,30,0,19,25,0,32,13,1,0,13,0,3,0,7,10,1,0,4,5,0,0,23,0,1,16.7,0.125,4,36.0,32.135,33.815,21.676,22.541,3.3
4.173,10.162,48.9,31.1,1.037,1.108,0.741,0.732,457.28,4.4,17,45,0,21,34,0,48,22,2,0,21,1,4,0,14,9,2,0,2,5,0,0,31,0,2,11.1,0.104,5,46.5,46.673,49.838,33.33,32.959,4.4
4.306,10.478,39.5,32.6,1.039,1.113,0.745,0.718,450.56,9.3,10,43,0,17,32,0,46,17,0,0,14,3,7,0,14,12,3,0,4,5,0,3,29,0,0,11.6,0.13,6,44.0,44.691,47.876,32.045,30.855,0.0
5.747,8.588,44.7,36.8,1.03,1.119,0.68,0.678,326.33,5.3,11,38,0,15,26,0,40,17,0,0,15,2,4,0,14,7,0,0,2,5,0,0,24,0,0,13.2,0.1,4,35.5,39.142,42.535,25.852,25.778,0.0
4.465,7.765,46.7,42.2,1.008,1.113,0.682,0.658,349.41,2.2,12,45,0,16,28,0,47,21,0,0,17,4,4,0,19,5,0,0,1,4,0,0,26,0,0,8.9,0.106,5,38.0,45.363,50.073,30.676,29.622,0.0
4.087,11.783,51.9,29.6,1.031,1.097,0.769,0.752,318.13,3.7,16,27,0,17,21,1,29,14,0,0,14,0,1,0,8,5,1,0,1,3,0,0,19,0,1,11.1,0.069,2,30.0,27.847,29.629,20.767,20.298,3.7
4.069,8.79,46.2,38.5,1.018,1.115,0.707,0.685,342.8,5.1,12,39,0,15,26,0,41,18,1,0,16,2,3,0,15,6,1,0,2,3,0,0,24,0,1,7.7,0.122,5,35.0,39.694,43.475,27.563,26.702,2.6
4.025,10.809,47.4,26.3,1.07,1.139,0.712,0.738,410.75,5.3,11,38,0,16,30,0,40,18,1,0,17,1,5,3,10,10,1,0,2,4,0,0,28,0,4,10.5,0.1,4,40.5,40.676,43.289,27.068,28.04,10.5
4.751,11.153,44.8,31.0,1.029,1.088,0.805,0.753,323.44,3.4,10,29,0,13,22,0,31,13,0,0,12,1,3,0,9,7,3,0,1,3,0,3,20,0,0,10.3,0.129,4,30.0,29.847,31.547,23.358,21.834,0.0
4.305,10.608,43.2,32.4,1.031,1.099,0.772,0.732,392.51,5.4,11,37,0,17,27,0,39,16,0,0,16,0,6,0,12,9,3,0,2,4,0,3,25,0,0,10.8,0.128,5,38.5,38.16,40.67,28.58,27.097,0.0
4.215,11.548,48.6,28.6,1.049,1.105,0.74,0.742,404.18,2.9,12,35,0,17,27,1,37,17,0,0,16,1,5,0,10,8,1,0,1,6,0,0,25,0,1,17.1,0.081,3,38.0,36.713,38.672,25.892,25.969,2.9
4.531,8.386,45.3,37.7,1.021,1.12,0.687,0.677,444.48,7.5,17,53,0,22,36,0,56,24,0,0,22,2,5,0,20,9,0,0,4,5,0,0,33,0,0,9.4,0.107,6,49.5,54.113,59.362,36.386,35.874,0.0
4.854,10.22,41.7,29.2,1.033,1.127,0.746,0.731,245.29,20.8,11,24,0,13,19,0,26,10,0,0,10,0,2,0,7,7,1,0,5,1,0,1,17,0,0,4.2,0.0,0,26.5,24.796,27.036,17.892,17.536,0.0
4.177,8.715,47.1,35.3,1.027,1.115,0.695,0.692,296.3,5.9,11,34,0,15,24,0,36,16,0,0,15,1,4,0,12,6,0,0,2,4,0,0,22,0,0,11.8,0.056,2,33.5,34.931,37.91,23.636,23.536,0.0
4.165,9.123,35.6,40.0,1.031,1.129,0.687,0.66,410.52,8.9,12,45,0,16,28,0,46,16,0,0,14,2,4,0,18,11,2,0,4,5,0,2,27,0,0,11.1,0.109,5,38.0,46.382,50.787,30.921,29.721,0.0
4.153,8.69,51.1,34.0,1.015,1.109,0.722,0.71,408.44,8.5,17,47,0,22,34,0,50,24,0,2,20,2,3,0,16,7,0,0,4,3,0,0,31,2,0,6.4,0.06,3,49.5,47.691,52.113,33.955,33.391,0.0
4.87,9.845,41.7,33.3,1.038,1.116,0.721,0.706,472.54,8.3,11,48,0,19,35,0,51,20,0,0,17,3,8,0,16,12,2,0,4,6,0,2,32,0,0,12.5,0.098,5,48.5,49.825,53.581,34.614,33.909,0.0
4.027,9.593,48.9,31.9,1.036,1.109,0.722,0.72,450.85,4.3,17,47,0,22,35,0,50,23,1,0,22,1,5,0,15,9,1,0,2,6,0,0,32,0,1,12.8,0.1,5,48.5,48.676,52.103,33.926,33.847,2.1
4.005,9.508,52.6,28.9,1.039,1.101,0.725,0.735,361.32,2.6,17,38,0,21,30,0,41,20,0,0,20,0,4,0,11,7,0,0,1,6,0,0,27,0,0,15.8,0.073,3,42.5,39.484,41.831,27.54,27.944,0.0
4.734,12.124,56.0,28.0,1.03,1.085,0.79,0.771,303.11,0.0,11,25,0,14,20,1,27,14,0,0,14,0,3,0,7,4,1,0,0,3,0,0,18,0,1,12.0,0.037,1,28.5,25.745,27.131,19.761,19.277,4.0
4.543,10.398,41.5,39.0,1.027,1.113,0.716,0.683,426.31,2.4,12,41,0,16,26,1,42,17,0,0,14,3,4,0,16,8,2,0,1,5,0,1,25,0,1,12.2,0.167,7,36.0,42.113,45.629,29.369,28.022,2.4
4.329,8.512,42.3,42.3,1.01,1.112,0.707,0.664,221.3,3.8,10,26,0,11,16,0,27,11,0,0,9,2,1,0,11,4,1,0,1,2,0,1,15,0,0,7.7,0.074,2,22.0,26.251,28.913,18.369,17.272,0.0
4.12,9.726,47.9,31.3,1.042,1.111,0.716,0.72,466.85,4.2,17,48,0,22,36,0,51,23,1,0,22,1,5,0,15,10,1,0,2,7,0,0,33,0,1,14.6,0.118,6,49.5,50.004,53.313,34.381,34.561,2.1
4.012,9.585,47.5,32.5,1.036,1.104,0.724,0.716,383.4,2.5,17,40,0,20,29,0,42,19,0,0,19,0,3,0,13,8,1,0,1,6,0,1,27,0,0,15.0,0.143,6,40.5,41.444,44.166,28.949,28.658,0.0
4.042,9.318,45.9,35.1,1.031,1.115,0.71,0.7,344.77,5.4,12,37,0,15,26,0,39,17,1,0,16,1,3,0,13,7,1,0,2,4,0,0,24,0,1,10.8,0.103,4,35.0,38.138,41.269,26.256,25.89,2.7
4.229,9.667,41.5,43.9,1.008,1.113,0.713,0.661,396.33,2.4,12,41,0,15,24,1,42,17,0,0,13,4,3,0,18,6,2,0,1,3,0,1,23,0,1,7.3,0.143,6,33.0,41.342,45.625,29.222,27.119,2.4
4.095,9.734,50.0,31.0,1.035,1.107,0.731,0.729,408.81,4.8,17,42,0,21,32,0,45,21,1,0,21,0,4,0,13,8,1,0,2,5,0,0,29,0,1,11.9,0.089,4,44.5,43.465,46.479,30.71,30.605,2.4
4.054,11.081,38.5,38.5,1.041,1.125,0.692,0.675,288.11,3.8,0,26,0,4,17,1,27,10,0,0,6,4,4,0,10,6,1,0,1,4,0,0,16,0,1,15.4,0.037,1,21.0,27.058,29.254,17.983,17.54,3.8
4.673,9.241,38.2,47.1,1.011,1.126,0.671,0.63,314.2,2.9,0,34,0,4,19,1,35,13,0,0,6,7,4,0,16,5,1,0,1,3,0,0,18,0,1,8.8,0.029,1,23.0,34.382,38.29,22.813,21.405,2.9
4.061,9.433,44.7,36.8,1.017,1.104,0.743,0.703,358.47,5.3,16,38,0,18,26,0,40,17,0,0,15,2,2,0,14,7,2,0,2,3,0,2,24,0,0,7.9,0.15,6,36.0,38.64,41.956,28.239,26.722,0.0
4.065,9.466,43.2,36.4,1.027,1.109,0.725,0.697,416.51,4.5,11,44,0,16,30,0,46,19,0,0,16,3,5,0,16,9,2,0,2,5,0,2,28,0,0,11.4,0.152,7,40.5,45.178,48.79,31.909,30.679,0.0
4.209,10.406,43.6,30.8,1.045,1.115,0.733,0.725,405.84,7.7,16,39,0,19,29,0,41,17,1,0,16,1,3,0,12,10,2,0,3,5,0,1,27,0,1,12.8,0.146,6,40.0,40.76,43.482,28.602,28.287,2.6
4.028,8.715,43.2,38.6,1.02,1.117,0.7,0.677,383.46,6.8,11,44,0,16,29,0,46,19,0,0,16,3,5,0,17,8,1,0,3,4,0,1,27,0,0,9.1,0.087,4,39.5,44.876,49.159,30.813,29.798,0.0
4.201,8.929,50.0,37.5,1.012,1.105,0.729,0.701,285.74,3.1,12,32,0,14,22,0,34,16,1,0,14,2,2,0,12,4,1,0,1,2,0,0,20,0,1,6.3,0.059,2,30.0,32.382,35.352,23.341,22.439,3.1
4.424,7.765,46.7,42.2,1.008,1.113,0.682,0.658,349.41,2.2,12,45,0,16,28,0,47,21,0,0,17,4,4,0,19,5,0,0,1,4,0,0,26,0,0,8.9,0.106,5,38.0,45.363,50.073,30.676,29.622,0.0
4.287,7.948,42.4,42.4,1.025,1.12,0.655,0.644,262.28,0.0,11,33,0,12,20,0,34,14,0,0,11,3,1,0,14,5,0,0,0,5,0,0,19,0,0,15.2,0.147,5,26.5,33.822,36.953,21.602,21.262,0.0
4.081,9.223,39.4,36.4,1.03,1.127,0.699,0.683,304.36,12.1,12,33,0,14,22,0,34,13,0,0,13,0,2,0,12,8,1,0,4,3,0,1,21,0,0,9.1,0.088,3,30.0,34.0,37.202,23.08,22.524,0.0
4.144,10.105,50.0,28.1,1.032,1.103,0.76,0.749,323.35,9.4,16,32,0,20,25,0,34,16,0,1,15,0,3,0,9,7,1,0,3,3,0,1,23,1,0,9.4,0.088,3,38.0,33.015,35.289,24.313,23.976,0.0
4.109,10.234,33.3,33.3,1.048,1.136,0.706,0.693,368.44,16.7,15,36,0,17,26,0,38,12,0,0,8,4,2,0,12,12,2,0,6,4,0,2,24,0,0,11.1,0.184,7,35.5,37.724,40.913,25.432,24.942,0.0
4.719,9.915,52.4,28.6,1.032,1.096,0.756,0.749,416.43,4.8,21,42,0,25,33,0,45,22,0,1,21,0,3,0,12,8,1,0,2,5,0,1,30,1,0,11.9,0.111,5,48.5,43.335,46.04,31.739,31.438,0.0
4.715,8.107,48.8,39.0,1.009,1.111,0.7,0.68,332.38,4.9,18,41,0,20,27,0,43,20,0,0,20,0,2,0,16,5,0,0,2,3,0,0,25,0,0,7.3,0.093,4,38.0,41.371,45.531,28.705,27.875,0.0
4.231,9.56,52.1,31.3,1.028,1.102,0.739,0.732,458.87,4.2,26,48,0,29,37,0,52,25,1,0,25,0,3,0,15,8,1,0,2,5,0,0,33,0,1,10.4,0.096,5,53.0,49.349,52.894,35.472,35.132,2.1
4.547,9.523,37.1,31.4,1.061,1.143,0.658,0.685,333.29,14.3,11,35,0,16,25,0,36,13,0,0,13,0,5,0,11,11,0,0,5,6,0,0,24,0,0,17.1,0.167,6,35.5,37.124,39.994,23.04,23.976,0.0
5.108,10.936,38.5,30.8,1.051,1.112,0.747,0.725,284.34,7.7,6,26,0,9,19,0,27,10,0,0,9,1,3,0,8,8,2,0,2,4,0,2,18,0,0,15.4,0.074,2,25.0,27.316,28.92,19.409,18.857,0.0
4.038,8.527,44.4,37.0,1.027,1.122,0.682,0.678,230.24,7.4,11,27,0,13,18,0,28,12,0,0,12,0,2,0,10,5,0,0,2,3,0,0,17,0,0,11.1,0.107,3,25.5,27.72,30.286,18.421,18.294,0.0
4.467,10.057,51.2,27.9,1.039,1.099,0.749,0.748,432.43,4.7,21,43,0,25,35,0,47,22,0,0,22,0,4,0,12,9,1,0,2,6,0,1,31,0,0,14.0,0.085,4,49.5,44.662,47.249,32.193,32.153,0.0
4.18,10.518,48.8,32.6,1.027,1.108,0.739,0.723,452.28,7.0,21,43,0,24,32,1,46,21,0,0,21,0,3,0,14,8,1,0,3,4,0,0,29,0,1,9.3,0.109,5,45.5,44.145,47.665,31.756,31.109,2.3
4.29,8.884,52.5,32.5,1.018,1.105,0.73,0.721,355.37,7.5,21,40,0,24,30,0,43,21,0,1,20,0,2,0,13,6,0,0,3,3,0,0,27,1,0,7.5,0.093,4,44.5,40.705,44.199,29.188,28.843,0.0
4.212,9.98,41.9,35.5,1.032,1.105,0.74,0.706,309.39,3.2,5,31,0,10,21,0,32,13,0,0,11,2,5,0,11,7,2,0,1,4,0,2,20,0,0,12.9,0.125,4,28.5,31.982,34.252,22.926,21.889,0.0
4.32,9.12,40.5,40.5,1.02,1.11,0.715,0.674,337.45,2.7,5,37,0,10,23,0,38,15,0,0,11,4,5,0,15,7,2,0,1,4,0,2,22,0,0,10.8,0.132,5,30.5,37.749,41.082,26.449,24.942,0.0
4.256,15.907,45.5,27.3,1.059,1.099,0.799,0.773,349.96,0.0,6,22,0,8,17,2,23,10,0,0,9,1,2,0,6,6,2,0,0,4,0,0,16,0,2,18.2,0.0,0,22.0,23.302,24.182,17.568,17.017,9.1
4.071,8.58,42.9,38.1,1.04,1.119,0.66,0.665,360.34,0.0,12,42,0,15,27,0,43,18,0,0,16,2,3,0,16,8,0,0,0,8,0,0,26,0,0,19.0,0.163,7,36.0,43.687,46.997,27.727,27.933,0.0
5.408,7.937,30.8,53.8,1.0,1.122,0.674,0.596,206.36,0.0,0,26,0,1,12,0,26,8,0,0,1,7,1,0,14,4,2,0,0,2,0,2,12,0,0,7.7,0.192,5,13.0,25.993,29.165,17.534,15.491,0.0
6.0,10.033,43.6,28.2,1.076,1.118,0.671,0.712,782.56,0.0,24,78,0,28,63,0,85,34,0,0,28,6,4,0,22,22,0,0,0,22,0,0,56,0,0,28.2,0.0,0,79.0,83.92,87.174,52.374,55.52,0.0
4.082,8.496,41.5,39.0,1.041,1.122,0.652,0.657,348.33,0.0,12,41,0,14,26,0,42,17,0,0,14,3,2,0,16,8,0,0,0,8,0,0,25,0,0,19.5,0.143,6,34.0,42.687,45.997,26.727,26.933,0.0
4.139,11.165,42.3,23.1,1.064,1.122,0.74,0.756,290.28,15.4,16,26,0,19,22,0,28,11,0,0,11,0,3,0,6,9,1,0,4,4,0,1,20,0,0,15.4,0.107,3,33.0,27.676,29.166,19.25,19.659,0.0
4.668,9.175,45.8,33.3,1.049,1.113,0.68,0.695,220.19,0.0,6,24,0,9,17,0,25,11,0,0,11,0,3,0,8,5,0,0,0,5,0,0,16,0,0,20.8,0.0,0,23.0,25.171,26.708,16.318,16.681,0.0
4.72,11.763,41.7,25.0,1.06,1.104,0.777,0.764,282.32,8.3,5,24,0,11,19,0,25,10,0,0,10,0,6,0,6,8,2,0,2,4,0,2,18,0,0,16.7,0.12,3,27.5,25.433,26.505,18.648,18.33,0.0
4.07,8.239,27.8,55.6,0.985,1.123,0.707,0.598,296.6,5.6,0,36,0,2,15,0,35,10,0,0,2,8,2,0,20,6,4,0,2,0,0,4,16,0,0,0.0,0.2,7,17.0,35.462,40.413,25.455,21.532,0.0
