pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.036,9.872,46.7,36.7,1.024,1.11,0.74,0.709,296.16,3.3,12,30,0,13,20,0,31,14,2,0,13,1,1,0,11,5,2,0,1,2,0,0,19,0,2,6.7,0.129,4,27.0,30.705,33.296,22.199,21.267,6.7
5.046,8.045,46.4,39.3,1.006,1.12,0.697,0.675,225.27,10.7,16,28,0,16,19,0,30,13,0,0,12,1,0,0,11,4,0,0,3,1,0,0,17,0,0,3.6,0.067,2,27.0,28.167,31.365,19.517,18.886,0.0
4.013,8.163,45.0,45.0,0.986,1.104,0.735,0.666,163.26,5.0,10,20,0,10,12,0,21,9,0,0,8,1,0,0,9,2,1,0,1,0,0,1,11,0,0,0.0,0.048,1,17.0,19.713,22.079,14.699,13.316,0.0
5.161,7.401,47.8,43.5,0.989,1.116,0.698,0.659,170.23,8.7,12,23,0,12,14,0,24,11,0,0,11,0,0,0,10,2,0,0,2,0,0,0,13,0,0,0.0,0.042,1,20.0,22.738,25.657,16.057,15.15,0.0
5.585,7.447,46.9,43.8,0.995,1.116,0.689,0.654,238.31,6.3,12,32,0,13,19,0,33,15,0,2,11,2,0,0,14,3,0,0,2,1,0,0,18,1,0,3.1,0.061,2,27.0,31.833,35.697,22.034,20.918,0.0
5.921,7.724,54.3,40.0,0.986,1.1,0.731,0.692,270.35,5.7,18,35,0,19,23,0,37,19,0,2,17,0,0,0,14,2,0,0,2,0,0,0,21,1,0,0.0,0.027,1,34.0,34.505,38.488,25.58,24.204,0.0
5.237,7.467,48.6,42.9,0.989,1.114,0.702,0.664,261.35,8.6,18,35,0,18,22,0,37,17,0,0,16,1,0,0,15,3,0,0,3,0,0,0,20,0,0,0.0,0.081,3,31.0,34.607,38.986,24.586,23.225,0.0
4.559,9.058,48.7,43.6,0.987,1.107,0.73,0.674,353.28,5.1,17,39,0,17,25,1,42,19,0,0,15,4,0,0,17,3,1,0,2,0,0,0,22,0,1,0.0,0.024,1,33.5,38.502,43.16,28.455,26.282,2.6
4.963,8.84,45.2,45.2,0.993,1.114,0.706,0.655,371.3,4.8,16,42,0,16,26,1,45,19,0,0,14,5,0,0,19,4,1,0,2,1,0,0,23,0,1,2.4,0.067,3,34.0,41.712,46.784,29.671,27.524,2.4
5.481,8.974,48.4,41.9,0.998,1.106,0.744,0.689,278.19,3.2,12,31,0,12,20,0,33,15,2,0,12,3,0,0,13,3,2,0,1,0,0,0,18,0,2,0.0,0.03,1,26.0,30.934,34.293,23.051,21.364,6.5
