pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.0,8.778,48.8,37.2,1.009,1.113,0.73,0.699,377.47,7.0,23,43,0,24,30,0,46,21,0,0,20,1,1,1,16,6,1,0,3,1,0,1,27,0,1,2.3,0.087,4,42.5,43.407,47.87,31.387,30.037,2.3
5.0,8.671,50.0,37.5,1.001,1.111,0.736,0.702,346.84,10.0,23,40,0,23,28,0,43,20,1,0,19,1,0,0,15,5,1,0,4,0,0,0,25,0,1,0.0,0.093,4,39.5,40.033,44.428,29.449,28.074,2.5
5.0,6.944,40.8,48.7,0.995,1.128,0.652,0.614,527.73,6.6,22,76,0,23,43,0,80,31,0,0,20,11,1,0,37,8,0,0,5,3,0,0,39,0,0,3.9,0.1,8,55.0,75.629,85.763,49.574,46.68,0.0
5.0,12.274,43.6,35.9,1.034,1.13,0.754,0.708,478.68,5.1,12,39,0,13,27,0,41,17,1,0,13,4,1,2,14,8,2,1,2,2,0,0,25,0,4,5.1,0.146,6,34.0,40.345,44.081,29.404,27.598,10.3
7.456,7.417,40.8,46.1,1.009,1.137,0.651,0.624,563.71,6.6,22,76,0,23,45,0,80,31,0,0,20,11,1,2,35,10,0,0,5,3,0,0,41,0,2,3.9,0.125,10,57.0,76.654,86.442,49.449,47.447,2.6
7.959,7.821,43.4,41.5,1.006,1.127,0.68,0.656,414.51,11.3,18,53,0,20,34,0,56,23,0,1,17,5,1,0,22,8,0,0,6,2,0,0,31,1,0,3.8,0.107,6,46.0,53.334,59.73,36.034,34.772,0.0
6.854,7.794,43.1,43.1,1.014,1.134,0.664,0.644,506.6,6.2,22,65,0,23,41,0,69,28,0,0,20,8,1,2,28,9,0,0,4,3,0,0,37,0,2,4.6,0.087,6,53.0,65.901,73.698,43.159,41.845,3.1
6.149,7.842,45.8,41.7,1.01,1.116,0.681,0.659,376.44,4.2,22,48,0,22,31,0,51,22,0,0,19,3,0,0,20,6,0,0,2,4,0,0,28,0,0,8.3,0.118,6,42.0,48.465,53.571,32.682,31.643,0.0
5.276,8.56,45.8,39.6,1.016,1.115,0.699,0.676,410.88,4.2,22,48,0,22,32,0,51,22,1,0,19,3,0,0,19,7,1,0,2,4,0,0,29,0,1,8.3,0.118,6,43.0,48.789,53.515,33.54,32.471,2.1
5.051,7.817,44.2,42.3,1.013,1.119,0.671,0.652,406.47,3.8,22,52,0,22,33,0,55,23,0,0,19,4,0,0,22,7,0,0,2,5,0,0,30,0,0,9.6,0.127,7,44.0,52.676,58.196,34.898,33.885,0.0
6.119,8.03,44.7,40.4,1.015,1.12,0.679,0.663,377.43,6.4,22,47,0,22,31,0,50,21,0,0,18,3,0,0,19,7,0,0,3,4,0,0,28,0,0,8.5,0.12,6,42.0,47.683,52.654,31.926,31.138,0.0
7.658,8.057,42.9,41.3,1.022,1.128,0.664,0.652,507.56,4.8,22,63,0,23,41,0,67,27,0,0,20,7,1,1,26,10,0,0,3,6,0,0,37,0,1,9.5,0.104,7,53.0,64.385,71.073,41.818,41.058,1.6
7.086,7.431,42.2,45.3,1.007,1.124,0.659,0.633,475.59,4.7,22,64,0,22,39,0,68,27,0,0,19,8,0,0,29,8,0,0,3,5,0,0,35,0,0,7.8,0.118,8,50.0,64.429,71.94,42.188,40.487,0.0
6.745,7.714,44.3,42.6,1.007,1.121,0.676,0.651,470.57,6.6,22,61,0,24,39,0,65,27,0,0,21,6,2,0,26,8,0,0,4,4,0,0,35,0,0,6.6,0.077,5,52.0,61.436,68.398,41.216,39.74,0.0
6.886,7.572,43.8,43.8,1.005,1.122,0.672,0.645,484.6,6.3,22,64,0,24,40,0,68,28,0,0,21,7,2,0,28,8,0,0,4,4,0,0,36,0,0,6.3,0.074,5,53.0,64.32,71.813,42.978,41.266,0.0
6.678,8.066,47.2,39.6,1.011,1.115,0.692,0.673,427.49,5.7,27,53,0,27,36,0,57,25,0,0,22,3,0,0,21,7,0,0,3,4,0,0,32,0,0,7.5,0.105,6,49.5,53.567,59.069,36.688,35.665,0.0
6.167,8.385,41.1,41.1,1.021,1.122,0.679,0.657,469.56,5.4,22,56,0,24,36,0,59,23,0,0,19,4,2,0,23,10,1,0,3,6,0,1,33,0,0,10.7,0.136,8,49.0,57.182,62.823,38.006,36.808,0.0
7.328,8.385,41.1,41.1,1.021,1.122,0.679,0.657,469.56,5.4,22,56,0,24,36,0,59,23,0,0,19,4,2,0,23,10,1,0,3,6,0,1,33,0,0,10.7,0.136,8,49.0,57.182,62.823,38.006,36.808,0.0
7.561,7.771,42.9,42.9,1.014,1.123,0.665,0.646,489.57,4.8,22,63,0,23,40,0,67,27,0,0,20,7,1,0,27,9,0,0,3,6,0,0,36,0,0,9.5,0.104,7,52.0,63.872,70.734,41.881,40.675,0.0
7.319,7.945,43.5,41.9,1.016,1.134,0.668,0.65,492.57,6.5,22,62,0,23,40,0,66,27,0,0,20,7,1,2,26,9,0,0,4,3,0,0,36,0,2,4.8,0.091,6,52.0,63.018,70.283,41.398,40.318,3.2
7.174,7.207,42.3,46.5,0.998,1.126,0.663,0.629,511.68,7.0,22,71,0,23,43,0,76,30,0,0,20,10,1,0,33,8,0,0,5,3,0,0,38,0,0,4.2,0.066,5,55.0,70.861,79.933,47.052,44.627,0.0
5.0,7.138,40.0,47.1,0.998,1.133,0.655,0.62,499.68,10.0,22,70,0,23,41,0,74,28,0,0,19,9,1,0,33,9,0,0,7,2,0,0,37,0,0,2.9,0.095,7,53.0,69.854,79.305,45.847,43.428,0.0
6.337,7.57,43.9,43.9,1.006,1.12,0.67,0.644,499.61,4.5,23,66,0,24,41,0,70,29,0,0,21,8,1,0,29,8,0,0,3,5,0,0,37,0,0,7.6,0.086,6,53.5,66.429,73.94,44.188,42.487,0.0
6.602,7.65,43.8,43.8,1.01,1.126,0.667,0.643,489.59,4.7,23,64,0,23,40,0,68,28,0,0,20,8,0,1,28,8,0,0,3,4,0,0,36,0,1,6.3,0.103,7,51.5,64.614,72.07,42.671,41.155,1.6
7.553,7.473,43.5,44.9,1.003,1.133,0.667,0.637,515.66,7.2,23,69,0,23,43,0,74,30,0,0,20,10,0,2,31,8,0,0,5,1,0,0,38,0,2,1.4,0.068,5,54.5,69.232,78.193,46.018,43.964,2.9
5.921,7.248,43.3,46.3,1.0,1.122,0.664,0.631,485.63,4.5,23,67,0,23,40,0,71,29,0,0,20,9,0,0,31,7,0,0,3,4,0,0,36,0,0,6.0,0.099,7,51.5,66.985,75.145,44.495,42.299,0.0
5.328,7.65,43.8,43.8,1.01,1.126,0.667,0.643,489.59,4.7,23,64,0,23,40,0,68,28,0,0,20,8,0,1,28,8,0,0,3,4,0,0,36,0,1,6.3,0.103,7,51.5,64.614,72.07,42.671,41.155,1.6
6.441,7.16,43.8,46.6,0.995,1.121,0.669,0.632,522.7,5.5,23,73,0,24,44,0,78,32,0,0,21,11,1,0,34,7,0,0,4,3,0,0,39,0,0,4.1,0.064,5,56.5,72.643,81.849,48.807,46.132,0.0
7.009,7.874,42.4,43.9,1.008,1.119,0.679,0.647,519.67,4.5,23,66,0,25,41,0,70,28,0,0,20,8,2,0,29,9,1,0,3,5,0,1,37,0,0,7.6,0.1,7,54.5,66.505,73.86,44.835,42.674,0.0
5.0,7.911,42.3,43.7,1.01,1.119,0.677,0.647,561.71,4.2,23,71,0,26,44,0,75,30,0,0,21,9,3,0,31,10,1,0,3,6,0,1,40,0,0,8.5,0.093,7,58.5,71.716,79.484,48.051,45.915,0.0
6.027,7.842,43.9,42.4,1.014,1.125,0.669,0.65,517.6,4.5,23,66,0,24,42,0,70,29,0,0,21,8,1,1,28,9,0,0,3,5,0,0,38,0,1,7.6,0.1,7,54.5,66.941,74.279,44.125,42.87,1.5
6.409,7.708,44.4,42.9,1.009,1.119,0.673,0.65,485.58,4.8,23,63,0,24,40,0,67,28,0,0,21,7,1,0,27,8,0,0,3,5,0,0,36,0,0,7.9,0.09,6,52.5,63.545,70.524,42.426,40.96,0.0
7.051,7.497,42.1,46.1,0.998,1.122,0.677,0.636,569.79,6.6,23,76,0,26,46,0,81,32,0,0,21,11,3,0,35,9,1,0,5,3,0,1,41,0,0,3.9,0.062,5,60.5,75.821,85.268,51.461,48.34,0.0
5.824,7.369,43.8,45.3,1.002,1.121,0.668,0.637,471.6,4.7,23,64,0,23,39,0,68,28,0,0,20,8,0,0,29,7,0,0,3,4,0,0,35,0,0,6.3,0.103,7,50.5,64.101,71.73,42.733,40.772,0.0
6.721,7.524,44.3,44.3,1.004,1.125,0.671,0.643,526.66,5.7,23,70,0,24,44,0,75,31,0,0,21,10,1,1,31,8,0,0,4,3,0,0,39,0,1,4.3,0.067,5,56.5,70.272,78.774,46.983,44.988,1.4
7.086,8.067,41.4,42.9,1.012,1.134,0.677,0.648,564.72,8.6,23,70,0,25,45,0,75,29,0,0,19,10,2,2,30,11,1,0,6,2,0,1,40,0,2,2.9,0.067,5,58.5,70.854,79.406,47.364,45.36,2.9
6.519,7.666,42.2,43.8,1.009,1.138,0.664,0.64,490.61,9.4,22,64,0,22,41,0,69,27,0,0,17,10,0,2,28,9,0,0,6,1,0,0,36,0,2,1.6,0.072,5,52.0,64.567,72.861,42.5,40.931,3.1
7.222,7.781,44.3,42.9,1.011,1.13,0.67,0.648,544.65,5.7,23,70,0,24,45,0,75,31,0,0,21,10,1,2,30,9,0,0,4,3,0,0,40,0,2,4.3,0.067,5,57.5,70.785,79.114,46.921,45.372,2.9
7.041,7.57,43.9,43.9,1.006,1.12,0.67,0.644,499.61,4.5,23,66,0,24,41,0,70,29,0,0,21,8,1,0,29,8,0,0,3,5,0,0,37,0,0,7.6,0.1,7,53.5,66.429,73.94,44.188,42.487,0.0
5.733,7.248,43.3,46.3,1.0,1.122,0.664,0.631,485.63,4.5,23,67,0,23,40,0,71,29,0,0,20,9,0,0,31,7,0,0,3,4,0,0,36,0,0,6.0,0.099,7,51.5,66.985,75.145,44.495,42.299,0.0
7.456,8.054,42.6,42.6,1.012,1.119,0.681,0.653,547.68,4.4,23,68,0,26,43,0,72,29,0,0,21,8,3,0,29,10,1,0,3,6,0,1,39,0,0,8.8,0.097,7,57.5,68.832,76.069,46.29,44.388,0.0
6.886,8.314,42.9,41.1,1.015,1.118,0.688,0.662,465.57,5.4,23,56,0,25,36,0,59,24,0,0,20,4,2,0,23,9,1,0,3,5,0,1,33,0,0,8.9,0.119,7,49.5,56.854,62.614,38.551,37.093,0.0
5.0,8.237,40.7,42.4,1.018,1.135,0.671,0.648,485.99,8.5,17,59,0,19,37,0,62,24,1,0,17,7,2,1,25,10,1,0,5,3,0,0,34,0,2,5.1,0.129,8,47.5,60.047,66.971,39.563,38.257,3.4
5.0,11.791,51.4,24.3,1.049,1.115,0.798,0.784,436.28,8.1,12,37,0,17,31,0,40,19,2,0,19,0,5,2,9,9,3,0,3,1,0,1,28,0,4,2.7,0.075,3,42.0,38.8,41.268,29.517,29.022,10.8
5.0,10.094,41.5,34.1,1.046,1.136,0.71,0.699,413.86,7.3,16,41,0,19,29,0,43,17,1,0,14,3,3,2,14,10,2,0,3,3,0,1,27,0,3,7.3,0.14,6,40.0,42.898,46.573,29.091,28.677,7.3
6.597,9.294,44.9,32.7,1.045,1.144,0.684,0.696,455.43,10.2,16,49,0,20,37,0,53,22,0,0,17,5,4,3,16,11,0,0,5,3,0,0,33,0,3,6.1,0.057,3,49.0,51.214,56.045,33.534,34.089,6.1
5.0,9.217,46.2,33.3,1.011,1.119,0.743,0.716,359.45,17.9,26,39,0,26,30,0,43,18,0,0,17,1,0,0,13,8,1,0,7,0,0,1,26,0,0,0.0,0.07,3,43.0,39.44,43.654,28.972,27.917,0.0
5.179,7.928,47.3,40.5,1.007,1.114,0.692,0.669,586.69,5.4,30,74,0,32,52,0,82,35,0,0,26,9,2,0,30,9,0,0,4,5,0,0,44,0,0,6.8,0.037,3,69.0,74.531,82.438,51.193,49.508,0.0
5.432,7.907,41.0,41.0,1.009,1.135,0.674,0.653,308.38,15.4,20,39,0,20,26,0,42,16,0,0,13,3,0,0,16,7,0,0,6,1,0,0,23,0,0,2.6,0.048,2,36.0,39.356,44.275,26.296,25.477,0.0
5.0,6.781,37.3,50.6,0.998,1.136,0.633,0.596,562.79,7.2,17,83,0,18,45,0,87,31,0,0,15,16,1,0,42,10,0,0,6,4,0,0,41,0,0,4.8,0.115,10,54.5,82.825,94.301,52.557,49.47,0.0
5.0,7.351,36.7,48.3,0.998,1.142,0.655,0.613,441.04,13.3,17,60,0,17,34,0,63,22,1,0,12,10,0,0,29,9,1,0,8,0,0,0,31,0,1,0.0,0.095,6,42.5,59.858,68.498,39.279,36.793,1.7
5.0,7.533,36.5,46.0,1.015,1.159,0.635,0.613,474.6,12.7,17,63,0,17,37,0,66,23,0,0,12,11,0,3,29,11,0,0,8,0,0,0,34,0,3,0.0,0.091,6,45.5,63.956,72.988,39.995,38.643,4.8
6.004,9.009,41.9,34.9,1.042,1.146,0.671,0.679,387.38,11.6,17,43,0,19,30,0,45,18,0,0,16,2,2,2,15,10,0,0,5,3,0,0,28,0,2,7.0,0.133,6,40.5,44.818,49.29,28.835,29.179,4.7
7.373,7.188,37.0,49.3,0.999,1.134,0.65,0.608,524.76,8.2,18,73,0,20,40,0,76,27,0,0,16,11,2,0,36,10,1,0,6,3,0,1,37,0,0,4.1,0.145,11,51.0,72.923,82.766,47.466,44.362,0.0
7.721,10.113,38.5,30.8,1.057,1.151,0.691,0.701,394.4,15.4,17,39,0,20,29,0,41,15,0,0,15,0,3,2,12,12,1,0,6,3,0,1,27,0,2,7.7,0.098,4,40.5,41.229,44.878,26.966,27.334,5.1
6.215,9.711,43.2,29.7,1.055,1.148,0.684,0.706,359.32,13.5,17,37,0,19,28,0,39,16,0,0,16,0,2,2,11,10,0,0,5,3,0,0,26,0,2,8.1,0.103,4,38.5,39.051,42.46,25.313,26.125,5.4
6.301,9.334,42.5,32.5,1.048,1.147,0.677,0.691,373.35,12.5,17,40,0,19,29,0,42,17,0,0,16,1,2,2,13,10,0,0,5,3,0,0,27,0,2,7.5,0.119,5,39.5,41.934,45.875,27.074,27.652,5.0
