pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.699,7.522,43.2,45.0,1.012,1.118,0.657,0.635,834.98,0.0,24,111,0,29,67,0,117,48,0,0,32,16,5,0,50,13,0,0,0,13,0,0,61,0,0,11.7,0.085,10,84.0,112.345,124.102,72.944,70.462,0.0
6.602,7.55,39.6,45.8,1.021,1.126,0.637,0.621,362.41,0.0,6,48,0,10,27,0,49,19,0,0,12,7,4,0,22,7,0,0,0,7,0,0,26,0,0,14.6,0.02,1,34.0,49.011,54.033,30.557,29.798,0.0
4.699,7.342,41.7,46.7,1.011,1.121,0.647,0.623,440.53,0.0,12,60,0,14,35,0,63,25,0,0,15,10,2,0,28,7,0,0,0,7,0,0,32,0,0,11.7,0.063,4,43.0,60.662,67.279,38.841,37.379,0.0
4.699,7.482,42.1,45.6,1.014,1.12,0.651,0.629,426.5,0.0,12,57,0,14,34,0,60,24,0,0,15,9,2,0,26,7,0,0,0,7,0,0,31,0,0,12.3,0.05,3,42.0,57.778,63.863,37.08,35.852,0.0
5.699,7.313,43.5,46.4,1.006,1.118,0.657,0.629,504.62,0.0,12,69,0,17,40,0,72,30,0,0,21,9,5,0,32,7,0,0,0,7,0,0,37,0,0,10.1,0.069,5,51.0,69.429,77.109,45.364,43.432,0.0
5.0,7.313,43.5,46.4,1.006,1.118,0.657,0.629,504.62,0.0,12,69,0,17,40,0,72,30,0,0,21,9,5,0,32,7,0,0,0,7,0,0,37,0,0,10.1,0.069,5,51.0,69.429,77.109,45.364,43.432,0.0
5.0,7.906,48.7,41.0,1.01,1.107,0.69,0.669,308.35,0.0,12,39,0,14,26,0,42,19,0,0,16,3,2,0,16,4,0,0,0,4,0,0,23,0,0,10.3,0.0,0,34.0,39.378,43.159,26.909,26.074,0.0
5.0,7.501,44.8,44.8,1.008,1.115,0.666,0.64,502.6,0.0,6,67,0,15,40,0,70,30,0,0,21,9,9,0,30,7,0,0,0,7,0,0,37,0,0,10.4,0.071,5,52.0,67.545,74.694,44.602,42.906,0.0
5.0,7.342,43.6,46.2,1.007,1.117,0.658,0.631,286.35,0.0,12,39,0,13,22,0,40,17,0,0,14,3,1,0,18,4,0,0,0,4,0,0,21,0,0,10.3,0.125,5,29.0,39.262,43.574,25.671,24.6,0.0
5.432,8.046,46.3,40.7,1.019,1.112,0.677,0.663,434.47,0.0,12,54,0,16,36,0,58,25,0,0,19,6,4,0,22,7,0,0,0,7,0,0,32,0,0,13.0,0.017,1,46.0,55.011,60.033,36.557,35.798,0.0
4.301,7.289,38.0,48.0,1.018,1.129,0.626,0.607,364.43,0.0,6,50,0,9,27,0,51,19,0,0,11,8,3,0,24,7,0,0,0,7,0,0,26,0,0,14.0,0.02,1,33.0,50.894,56.448,31.318,30.325,0.0
5.796,9.161,45.0,35.0,1.022,1.115,0.721,0.701,366.43,10.0,16,40,0,19,29,0,43,18,0,0,16,2,3,0,14,8,1,0,4,3,0,1,26,0,0,7.5,0.093,4,40.0,40.884,44.617,28.841,28.051,0.0
4.699,7.703,40.0,44.7,1.024,1.125,0.64,0.627,654.72,0.0,18,85,0,19,52,0,90,34,0,0,19,15,1,0,38,13,0,0,0,13,0,0,47,0,0,15.3,0.122,11,62.0,87.043,95.611,54.375,53.302,0.0
