pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.035,7.559,40.0,45.0,1.015,1.129,0.648,0.628,151.18,5.0,6,20,0,7,11,0,20,8,0,0,7,1,1,0,9,3,0,0,1,2,0,0,11,0,0,10.0,0.05,1,15.0,20.291,22.578,12.96,12.558,0.0
5.293,7.839,44.7,42.6,1.017,1.115,0.667,0.65,368.41,0.0,12,47,0,16,28,0,48,21,0,0,19,2,4,0,20,6,0,0,0,6,0,0,27,0,0,12.8,0.146,7,38.0,47.8,52.408,31.341,30.557,0.0
7.347,9.535,42.5,35.0,1.044,1.144,0.693,0.688,381.41,7.5,17,40,0,19,28,0,42,17,0,0,15,2,2,3,14,9,1,0,3,2,0,1,26,0,3,5.0,0.071,3,38.5,41.76,45.759,27.716,27.518,7.5
6.187,4.867,23.8,66.7,0.976,1.166,0.551,0.486,102.21,9.5,0,21,0,0,6,0,20,5,0,0,0,5,0,0,14,2,0,0,2,0,0,0,7,0,0,0.0,0.2,4,6.0,20.505,24.488,11.58,10.204,0.0
6.186,8.562,32.5,45.0,1.018,1.134,0.675,0.632,342.49,10.0,5,40,0,8,25,0,43,13,0,0,3,10,3,0,18,9,2,0,4,3,0,2,22,0,0,7.5,0.07,3,30.5,40.727,45.368,27.012,25.292,0.0
6.143,8.291,32.6,46.5,1.014,1.134,0.669,0.624,356.52,9.3,5,43,0,8,26,0,46,14,0,0,3,11,3,0,20,9,2,0,4,3,0,2,23,0,0,7.0,0.087,4,31.5,43.611,48.783,28.773,26.819,0.0
4.18,5.171,22.6,64.5,0.983,1.171,0.552,0.494,160.31,12.9,0,31,0,0,10,0,30,7,0,0,0,7,0,0,20,4,0,0,4,0,0,0,11,0,0,0.0,0.267,8,10.0,30.476,36.315,17.114,15.3,0.0
6.119,5.01,26.1,65.2,0.976,1.161,0.564,0.499,230.46,8.7,0,46,0,0,15,0,45,12,0,0,0,12,0,0,30,4,0,0,4,0,0,0,16,0,0,0.0,0.2,9,15.0,44.894,53.391,25.921,22.934,0.0
6.244,6.653,42.9,50.0,0.982,1.125,0.664,0.614,186.28,7.1,11,28,0,11,15,0,29,12,0,0,10,2,0,0,14,2,0,0,2,0,0,0,14,0,0,0.0,0.103,3,20.5,27.505,31.488,18.58,17.204,0.0
5.022,9.175,45.8,33.3,1.049,1.113,0.68,0.695,220.19,0.0,6,24,0,9,17,0,25,11,0,0,10,1,3,0,8,5,0,0,0,5,0,0,16,0,0,20.8,0.08,2,23.0,25.171,26.708,16.318,16.681,0.0
6.187,8.464,43.9,38.6,1.035,1.117,0.665,0.666,482.47,0.0,18,57,0,19,39,0,61,25,0,0,19,6,1,0,22,10,0,0,0,10,0,0,35,0,0,17.5,0.066,4,49.0,58.993,63.661,37.92,37.943,0.0
4.979,7.24,46.2,46.2,0.998,1.112,0.672,0.638,94.12,0.0,6,13,0,6,7,0,13,6,0,0,6,0,0,0,6,1,0,0,0,1,0,0,7,0,0,7.7,0.0,0,10.0,12.978,14.455,8.739,8.295,0.0
5.337,8.138,51.6,38.7,1.009,1.101,0.707,0.687,252.28,0.0,12,31,0,14,21,0,33,16,0,0,15,1,2,0,12,3,0,0,0,3,0,0,19,0,0,9.7,0.091,3,29.0,31.284,34.119,21.932,21.305,0.0
5.029,7.871,48.3,41.4,1.01,1.108,0.687,0.666,228.26,0.0,12,29,0,13,18,0,30,14,0,0,14,0,1,0,12,3,0,0,0,3,0,0,17,0,0,10.3,0.067,2,25.0,29.284,32.119,19.932,19.305,0.0
7.022,13.872,27.3,27.3,1.089,1.128,0.778,0.751,305.18,9.1,6,22,0,10,16,0,22,6,2,0,6,0,4,0,6,10,4,0,2,4,0,2,16,0,2,18.2,0.091,2,23.0,23.964,24.808,17.125,16.512,9.1
5.161,8.917,28.6,42.9,1.033,1.147,0.66,0.631,187.25,14.3,6,21,0,8,12,0,21,6,0,0,6,0,2,0,9,6,1,0,3,2,0,1,12,0,0,9.5,0.095,2,17.0,21.687,24.079,13.858,13.261,0.0
7.237,9.937,34.6,38.5,1.034,1.12,0.72,0.68,258.35,7.7,10,26,0,12,17,0,27,9,0,0,7,2,2,0,10,7,2,0,2,3,0,2,16,0,0,11.5,0.111,3,24.0,26.873,29.126,18.716,17.669,0.0
7.187,10.741,22.7,36.4,1.06,1.15,0.691,0.666,236.31,18.2,0,22,0,5,14,0,22,5,0,0,3,2,5,0,8,9,2,0,4,3,0,2,14,0,0,13.6,0.091,2,19.0,23.309,25.292,15.205,14.658,0.0
7.051,7.646,30.8,48.7,1.011,1.129,0.658,0.662,298.21,5.1,6,39,1,8,21,0,40,12,0,0,6,6,2,0,19,8,1,0,2,4,0,1,20,0,0,10.3,0.075,3,26.0,39.429,44.02,25.671,16.681,0.0
