pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
7.402,8.778,48.8,37.2,1.009,1.113,0.73,0.699,377.47,7.0,23,43,0,24,30,0,46,21,0,0,20,1,1,1,16,6,1,0,3,1,0,1,27,0,1,2.3,0.087,4,42.5,43.407,47.87,31.387,30.037,2.3
5.0,8.671,50.0,37.5,1.001,1.111,0.736,0.702,346.84,10.0,23,40,0,23,28,0,43,20,1,0,19,1,0,0,15,5,1,0,4,0,0,0,25,0,1,0.0,0.093,4,39.5,40.033,44.428,29.449,28.074,2.5
5.427,6.944,40.8,48.7,0.995,1.128,0.652,0.614,527.73,6.6,22,76,0,23,43,0,80,31,0,0,20,11,1,0,37,8,0,0,5,3,0,0,39,0,0,3.9,0.1,8,55.0,75.629,85.763,49.574,46.68,0.0
5.0,12.274,43.6,35.9,1.034,1.13,0.754,0.708,478.68,5.1,12,39,0,13,27,0,41,17,1,0,13,4,1,2,14,8,2,1,2,2,0,0,25,0,4,5.1,0.146,6,34.0,40.345,44.081,29.404,27.598,10.3
5.398,8.438,42.9,37.1,1.02,1.131,0.685,0.676,295.33,14.3,17,35,0,18,24,0,37,15,0,0,14,1,1,0,13,7,0,0,5,2,0,0,22,0,0,5.7,0.108,4,33.5,35.698,39.571,23.983,23.644,0.0
4.9,9.279,48.5,39.4,1.008,1.106,0.743,0.699,306.2,3.0,12,33,0,13,22,0,35,16,2,0,13,3,1,0,13,4,2,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.262,36.502,24.506,23.079,6.1
5.0,8.156,45.9,43.2,1.004,1.113,0.699,0.662,301.79,2.7,12,37,0,13,23,0,39,17,1,0,13,4,1,0,16,4,1,0,1,2,0,0,21,0,1,5.4,0.077,3,30.0,37.149,41.183,25.864,24.493,2.7
6.2,9.824,48.5,36.4,1.023,1.116,0.741,0.711,324.19,3.0,12,33,0,13,23,0,35,16,2,0,13,3,1,1,12,5,2,0,1,1,0,0,21,0,3,3.0,0.057,2,30.0,33.774,36.842,24.443,23.462,9.1
5.2,8.235,48.5,42.4,0.998,1.108,0.717,0.674,271.76,3.0,12,33,0,13,21,0,35,16,1,0,13,3,1,0,14,3,1,0,1,1,0,0,19,0,1,3.0,0.057,2,28.0,32.938,36.558,23.648,22.251,3.0
5.0,10.626,48.5,39.4,1.005,1.103,0.758,0.705,350.65,3.0,12,33,0,13,22,1,35,16,1,0,13,3,1,0,13,4,2,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.167,36.4,25.0,23.277,6.1
5.263,7.694,41.7,45.0,0.999,1.123,0.683,0.642,461.64,8.3,21,60,0,22,37,0,64,25,0,0,17,8,1,0,27,8,1,0,5,2,0,1,33,0,0,3.3,0.109,7,48.5,59.96,67.398,40.961,38.518,0.0
4.861,7.779,41.1,44.6,1.001,1.125,0.682,0.643,435.6,8.9,21,56,0,22,34,0,59,23,0,0,17,6,1,0,25,8,1,0,5,2,0,1,31,0,0,3.6,0.136,8,45.5,56.076,62.982,38.199,35.992,0.0
7.585,6.736,40.3,50.0,0.989,1.131,0.651,0.608,417.61,8.1,17,62,0,17,35,0,66,25,0,0,13,12,0,0,31,6,0,0,5,1,0,0,31,0,0,1.6,0.091,6,43.5,61.323,70.099,40.381,37.67,0.0
5.398,8.109,42.5,40.0,1.017,1.128,0.674,0.66,324.37,10.0,17,40,0,18,26,0,42,17,0,0,15,2,1,0,16,7,0,0,4,3,0,0,24,0,0,7.5,0.119,5,35.5,40.691,45.113,26.955,26.391,0.0
4.699,8.177,43.8,41.7,1.004,1.118,0.701,0.665,392.52,8.3,21,48,0,22,31,0,51,21,0,0,17,4,1,0,20,7,1,0,4,2,0,1,28,0,0,4.2,0.118,6,42.5,48.207,53.654,33.671,31.917,0.0
4.8,8.78,48.5,39.4,1.014,1.118,0.715,0.686,289.75,3.0,12,33,0,13,22,0,35,16,1,0,13,3,1,1,13,4,1,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.451,36.898,23.585,22.635,6.1
5.3,8.78,48.5,39.4,1.014,1.118,0.715,0.686,289.75,3.0,12,33,0,13,22,0,35,16,1,0,13,3,1,1,13,4,1,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.451,36.898,23.585,22.635,6.1
4.8,8.78,48.5,39.4,1.014,1.118,0.715,0.686,289.75,3.0,12,33,0,13,22,0,35,16,1,0,13,3,1,1,13,4,1,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.451,36.898,23.585,22.635,6.1
6.4,10.626,48.5,39.4,1.005,1.103,0.758,0.705,350.65,3.0,12,33,0,13,22,1,35,16,1,0,13,3,1,0,13,4,2,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.167,36.4,25.0,23.277,6.1
6.6,9.228,38.2,36.4,1.043,1.152,0.672,0.67,507.55,12.7,18,55,0,21,38,0,58,21,0,0,16,5,3,3,20,14,1,0,7,3,0,1,35,0,3,5.5,0.121,7,50.0,57.378,63.377,36.955,36.846,5.5
4.8,8.336,51.7,41.4,0.991,1.101,0.739,0.69,241.73,3.4,12,29,0,13,19,0,31,15,1,0,13,2,1,0,12,2,1,0,1,0,0,0,17,0,1,0.0,0.032,1,26.0,28.727,31.934,21.432,20.01,3.4
5.4,8.78,48.5,39.4,1.014,1.118,0.715,0.686,289.75,3.0,12,33,0,13,22,0,35,16,1,0,13,3,1,1,13,4,1,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.451,36.898,23.585,22.635,6.1
5.2,9.087,45.9,40.5,1.013,1.112,0.722,0.684,336.23,2.7,12,37,0,13,24,0,39,17,2,0,13,4,1,0,15,5,2,0,1,2,0,0,22,0,2,5.4,0.077,3,31.0,37.473,41.127,26.722,25.32,5.4
5.602,8.438,42.9,37.1,1.02,1.131,0.685,0.676,295.33,14.3,17,35,0,18,24,0,37,15,0,0,14,1,1,0,13,7,0,0,5,2,0,0,22,0,0,5.7,0.108,4,33.5,35.698,39.571,23.983,23.644,0.0
4.8,7.226,45.9,45.9,0.995,1.115,0.676,0.64,267.35,2.7,12,37,0,13,22,0,39,17,0,0,13,4,1,0,17,3,0,0,1,2,0,0,20,0,0,5.4,0.077,3,29.0,36.825,41.239,25.006,23.665,0.0
4.8,8.156,45.9,43.2,1.004,1.113,0.699,0.662,301.79,2.7,12,37,0,13,23,0,39,17,1,0,13,4,1,0,16,4,1,0,1,2,0,0,21,0,1,5.4,0.077,3,30.0,37.149,41.183,25.864,24.493,2.7
4.8,7.253,43.9,46.3,1.001,1.119,0.664,0.632,297.38,2.4,12,41,0,13,24,0,43,18,0,0,13,5,1,0,19,4,0,0,1,3,0,0,22,0,0,7.3,0.093,4,31.0,41.036,45.863,27.222,25.907,0.0
4.8,8.252,51.3,41.0,0.995,1.102,0.728,0.687,321.82,2.6,17,39,0,18,26,0,42,20,1,0,17,3,1,0,16,3,1,0,1,1,0,0,23,0,1,2.6,0.048,2,35.5,38.822,42.973,28.409,26.778,2.6
6.5,10.322,48.5,36.4,1.018,1.104,0.769,0.724,340.64,3.0,12,33,0,13,23,0,35,16,3,0,13,3,1,0,12,5,3,0,1,1,0,0,21,0,3,3.0,0.057,2,30.0,33.585,36.446,25.364,23.906,9.1
4.8,10.322,48.5,36.4,1.018,1.104,0.769,0.724,340.64,3.0,12,33,0,13,23,0,35,16,3,0,13,3,1,0,12,5,3,0,1,1,0,0,21,0,3,3.0,0.057,2,30.0,33.585,36.446,25.364,23.906,9.1
4.8,7.939,47.2,44.4,0.995,1.11,0.706,0.661,285.79,2.8,12,36,0,13,22,0,38,17,1,0,13,4,1,0,16,3,1,0,1,1,0,0,20,0,1,2.8,0.079,3,29.0,35.822,39.973,25.409,23.778,2.8
4.8,7.714,41.4,48.3,0.998,1.123,0.678,0.629,223.72,3.4,6,29,0,7,16,0,30,12,1,0,7,5,1,0,14,3,1,0,1,1,0,0,15,0,1,3.4,0.067,2,20.0,28.938,32.558,19.648,18.251,3.4
6.0,8.252,51.3,41.0,0.995,1.102,0.728,0.687,321.82,2.6,17,39,0,18,26,0,42,20,1,0,17,3,1,0,16,3,1,0,1,1,0,0,23,0,1,2.6,0.048,2,35.5,38.822,42.973,28.409,26.778,2.6
4.8,8.235,48.5,42.4,0.998,1.108,0.717,0.674,271.76,3.0,12,33,0,13,21,0,35,16,1,0,13,3,1,0,14,3,1,0,1,1,0,0,19,0,1,3.0,0.057,2,28.0,32.938,36.558,23.648,22.251,3.0
6.75,9.279,48.5,39.4,1.008,1.106,0.743,0.699,306.2,3.0,12,33,0,13,22,0,35,16,2,0,13,3,1,0,13,4,2,0,1,1,0,0,20,0,2,3.0,0.057,2,29.0,33.262,36.502,24.506,23.079,6.1
5.7,7.939,47.2,44.4,0.995,1.11,0.706,0.661,285.79,2.8,12,36,0,13,22,0,38,17,1,0,13,4,1,0,16,3,1,0,1,1,0,0,20,0,1,2.8,0.053,2,29.0,35.822,39.973,25.409,23.778,2.8
7.796,6.87,36.0,50.0,1.0,1.141,0.631,0.596,343.48,10.0,11,50,0,11,28,0,53,18,0,0,7,11,0,0,25,7,0,0,5,2,0,0,25,0,0,4.0,0.075,4,33.5,50.0,57.062,31.552,29.805,0.0
7.721,8.294,38.8,40.8,1.035,1.148,0.644,0.642,406.43,8.2,12,49,0,14,31,0,51,19,0,0,13,6,2,2,20,10,0,0,4,4,0,0,29,0,2,8.2,0.157,8,39.0,50.694,56.247,31.568,31.453,4.1
6.108,9.862,46.3,29.3,1.059,1.153,0.689,0.712,404.35,9.8,18,41,0,20,31,0,43,19,0,0,19,0,2,4,12,10,0,0,4,2,0,0,29,0,4,4.9,0.093,4,42.0,43.414,47.262,28.25,29.209,9.8
8.523,8.066,42.6,42.6,1.009,1.125,0.682,0.654,492.02,8.2,22,61,0,24,38,0,64,26,1,0,21,5,2,0,26,9,1,0,5,3,0,0,35,0,1,4.9,0.141,9,51.0,61.534,68.631,41.625,39.874,1.6
7.963,7.381,43.5,45.2,0.999,1.129,0.67,0.638,457.6,8.1,23,62,0,23,38,0,66,27,0,0,19,8,0,1,28,7,0,0,5,1,0,0,34,0,1,1.6,0.121,8,49.5,61.952,70.023,41.557,39.527,1.6
8.301,6.887,38.6,49.1,0.994,1.136,0.647,0.608,392.56,10.5,17,57,0,17,32,0,60,22,0,0,13,9,0,0,28,7,0,0,6,1,0,0,29,0,0,1.8,0.1,6,40.5,56.658,64.766,36.864,34.638,0.0
6.143,8.483,44.7,36.8,1.021,1.124,0.689,0.681,322.35,10.5,18,38,0,19,26,0,40,17,0,0,17,0,1,0,14,7,0,0,4,3,0,0,24,0,0,7.9,0.1,4,36.0,38.807,42.697,26.193,25.864,0.0
4.886,10.275,47.1,29.4,1.049,1.139,0.728,0.728,349.36,8.8,17,34,0,18,26,0,36,16,0,0,15,1,1,3,10,8,1,0,3,1,0,1,24,0,3,2.9,0.083,3,35.5,35.665,38.719,24.739,24.75,8.8
5.699,8.237,40.7,42.4,1.018,1.135,0.671,0.648,485.99,8.5,17,59,0,19,37,0,62,24,1,0,17,7,2,1,25,10,1,0,5,3,0,0,34,0,2,5.1,0.129,8,47.5,60.047,66.971,39.563,38.257,3.4
5.301,11.791,51.4,24.3,1.049,1.115,0.798,0.784,436.28,8.1,12,37,0,17,31,0,40,19,2,0,19,0,5,2,9,9,3,0,3,1,0,1,28,0,4,2.7,0.075,3,42.0,38.8,41.268,29.517,29.022,10.8
4.699,7.141,39.3,47.5,1.002,1.133,0.648,0.616,435.58,8.2,17,61,0,18,35,0,64,24,0,0,16,8,1,0,29,8,0,0,5,3,0,0,32,0,0,4.9,0.125,8,44.5,61.094,69.102,39.529,37.573,0.0
4.699,6.995,39.7,48.5,0.998,1.131,0.648,0.612,475.65,7.4,17,68,0,18,39,0,72,27,0,0,16,11,1,0,33,8,0,0,5,3,0,0,35,0,0,4.4,0.097,7,48.5,67.861,76.933,44.052,41.627,0.0
4.699,7.431,40.4,45.6,1.007,1.137,0.654,0.627,423.54,8.8,17,57,0,18,34,0,60,23,0,0,16,7,1,1,26,8,0,0,5,2,0,0,31,0,1,3.5,0.117,7,43.5,57.396,64.817,37.25,35.715,1.8
4.699,7.168,39.7,47.6,1.003,1.137,0.647,0.615,451.6,7.9,17,63,0,18,36,0,66,25,0,0,16,9,1,1,30,8,0,0,5,2,0,0,33,0,1,3.2,0.121,8,45.5,63.163,71.648,40.773,38.768,1.6
4.046,8.352,42.6,42.6,1.005,1.125,0.698,0.661,509.48,9.8,22,61,0,23,39,0,65,26,2,0,19,7,1,0,26,9,2,0,6,1,0,0,35,0,2,1.6,0.123,8,51.0,61.305,68.654,42.58,40.293,3.3
4.0,8.542,43.1,41.4,1.007,1.125,0.704,0.668,495.45,10.3,22,58,0,23,38,0,62,25,2,0,19,6,1,0,24,9,2,0,6,1,0,0,34,0,2,1.7,0.113,7,50.0,58.422,65.239,40.818,38.766,3.4
4.0,7.101,40.0,47.3,0.996,1.134,0.656,0.62,390.54,10.9,16,55,0,17,33,0,59,22,0,0,13,9,1,0,26,7,0,0,6,1,0,0,29,0,0,1.8,0.119,7,42.0,54.774,62.351,36.103,34.111,0.0
4.108,7.948,43.1,43.1,1.002,1.126,0.689,0.654,461.01,10.3,22,58,0,23,37,0,62,25,1,0,19,6,1,0,25,8,1,0,6,1,0,0,33,0,1,1.7,0.113,7,49.0,58.098,65.295,39.961,37.939,1.7
4.0,7.01,38.9,48.1,0.996,1.136,0.65,0.613,378.53,11.1,16,54,0,17,31,0,57,21,0,0,13,8,1,0,26,7,0,0,6,1,0,0,28,0,0,1.9,0.14,8,40.0,53.774,61.351,35.103,33.111,0.0
5.0,10.094,41.5,34.1,1.046,1.136,0.71,0.699,413.86,7.3,16,41,0,19,29,0,43,17,1,0,14,3,3,2,14,10,2,0,3,3,0,1,27,0,3,7.3,0.14,6,40.0,42.898,46.573,29.091,28.677,7.3
8.523,8.444,41.3,39.1,1.032,1.144,0.66,0.657,388.41,8.7,12,46,0,14,31,0,49,19,0,0,13,6,2,2,18,9,0,0,4,3,0,0,28,0,2,6.5,0.082,4,39.0,47.483,52.622,30.353,30.211,4.3
7.796,9.031,38.3,38.3,1.04,1.144,0.669,0.662,424.47,8.5,12,47,0,16,31,0,49,18,0,0,13,5,4,2,18,11,1,0,4,4,0,1,29,0,2,8.5,0.122,6,41.0,48.887,53.752,31.455,31.113,4.3
6.796,10.065,42.9,40.5,1.014,1.12,0.72,0.68,422.73,7.1,11,42,0,13,27,1,44,18,1,2,11,5,1,0,17,7,2,0,3,2,0,0,25,1,2,4.8,0.091,4,35.5,42.582,47.021,30.228,28.561,4.8
