pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
8.886,7.453,41.8,46.8,1.0,1.126,0.67,0.63,588.81,5.1,21,79,0,22,48,0,85,33,0,0,18,15,1,1,37,9,1,0,4,3,0,1,42,0,1,3.8,0.082,7,59.5,78.999,88.94,52.915,49.756,1.3
6.444,7.489,40.3,48.6,0.994,1.124,0.675,0.624,539.2,5.6,17,72,0,18,41,0,76,29,1,0,16,13,1,0,35,8,2,0,4,2,0,1,37,0,1,2.8,0.092,7,50.5,71.6,80.919,48.62,44.959,1.4
5.422,7.373,41.1,49.3,0.992,1.121,0.676,0.623,538.21,4.1,17,73,0,18,41,0,77,30,1,0,17,13,1,0,36,7,2,0,3,2,0,1,37,0,1,2.7,0.091,7,50.5,72.381,81.836,49.375,45.464,1.4
6.481,7.011,40.3,50.0,0.99,1.125,0.663,0.613,504.76,5.6,17,72,0,18,40,0,76,29,0,0,16,13,1,0,36,7,1,0,4,2,0,1,36,0,0,2.8,0.092,7,49.5,71.276,80.975,47.762,44.131,0.0
5.669,7.489,40.3,48.6,0.994,1.124,0.675,0.624,539.2,5.6,17,72,0,18,41,0,76,29,1,0,16,13,1,0,35,8,2,0,4,2,0,1,37,0,1,2.8,0.092,7,50.5,71.6,80.919,48.62,44.959,1.4
4.495,7.489,40.3,48.6,0.994,1.124,0.675,0.624,539.2,5.6,17,72,0,18,41,0,76,29,1,0,16,13,1,0,35,8,2,0,4,2,0,1,37,0,1,2.8,0.092,7,50.5,71.6,80.919,48.62,44.959,1.4
5.126,7.489,40.3,48.6,0.994,1.124,0.675,0.624,539.2,5.6,17,72,0,18,41,0,76,29,1,0,16,13,1,0,35,8,2,0,4,2,0,1,37,0,1,2.8,0.092,7,50.5,71.6,80.919,48.62,44.959,1.4
6.398,6.917,40.0,50.7,0.989,1.125,0.66,0.609,518.79,5.3,17,75,0,18,41,0,79,30,0,0,16,14,1,0,38,7,1,0,4,2,0,1,37,0,0,2.7,0.089,7,50.5,74.159,84.39,49.523,45.658,0.0
6.699,7.637,40.0,46.7,1.009,1.139,0.658,0.624,572.76,5.3,17,75,0,18,44,0,79,30,0,0,16,14,1,3,35,10,1,0,4,2,0,1,40,0,3,2.7,0.089,7,53.5,75.698,85.41,49.336,46.808,4.0
5.54,7.037,39.5,50.0,0.993,1.126,0.658,0.61,534.79,5.3,17,76,0,18,42,0,80,30,0,0,16,14,1,0,38,8,1,0,4,3,0,1,38,0,0,3.9,0.1,8,51.5,75.487,85.6,49.978,46.373,0.0
