pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.638,14.117,54.5,29.5,1.019,1.077,0.845,0.787,621.14,0.0,26,44,0,27,35,3,48,24,0,0,23,1,1,0,13,7,4,0,0,3,0,1,31,0,3,6.8,0.083,4,49.0,44.814,47.395,37.159,34.621,6.8
6.327,9.48,47.3,38.2,1.016,1.11,0.714,0.689,521.39,3.6,18,55,0,22,36,1,57,26,0,1,22,3,3,0,21,8,1,0,2,5,0,0,34,1,1,9.1,0.158,9,50.0,55.905,61.037,39.25,37.91,1.8
4.611,10.779,43.3,30.0,1.048,1.102,0.754,0.736,323.37,3.3,6,30,0,11,22,0,31,13,0,0,12,1,5,0,9,8,2,0,1,5,0,2,21,0,0,16.7,0.129,4,30.0,31.426,33.046,22.619,22.077,0.0
5.504,10.125,47.9,33.3,1.027,1.097,0.761,0.729,485.99,2.1,17,48,0,21,35,0,51,23,1,0,21,2,4,0,16,9,3,0,1,5,0,2,32,0,1,10.4,0.118,6,47.5,49.284,52.651,36.523,35.011,2.1
4.801,9.076,44.7,38.3,1.016,1.106,0.728,0.691,426.55,4.3,12,47,0,17,31,0,49,21,0,0,18,3,5,0,18,8,2,0,2,4,0,2,29,0,0,8.5,0.143,7,42.0,47.734,51.996,34.216,32.491,0.0
4.9,8.499,44.4,40.0,1.015,1.113,0.702,0.673,382.47,4.4,12,45,0,16,29,0,47,20,0,0,17,3,4,0,18,7,1,0,2,4,0,1,27,0,0,8.9,0.149,7,39.0,45.658,50.076,31.568,30.304,0.0
4.491,8.953,43.1,39.2,1.019,1.11,0.714,0.681,456.58,3.9,12,51,0,17,33,0,53,22,0,0,18,4,5,0,20,9,2,0,2,5,0,2,31,0,0,9.8,0.151,8,44.0,51.945,56.62,36.432,34.732,0.0
5.536,9.018,50.0,35.4,1.019,1.106,0.725,0.707,432.88,4.2,18,48,0,22,33,0,50,24,1,1,22,1,3,0,17,7,1,0,2,4,0,0,31,1,1,8.3,0.14,7,47.0,48.905,53.1,34.779,33.944,2.1
5.693,10.199,46.7,33.3,1.026,1.101,0.763,0.729,458.97,4.4,12,45,0,17,33,0,48,21,1,0,18,3,5,0,15,9,3,0,2,4,0,2,30,0,1,8.9,0.104,5,44.0,46.175,49.525,34.313,32.791,2.2
5.554,10.32,43.8,33.3,1.041,1.112,0.733,0.716,495.36,4.2,12,48,0,17,34,0,50,21,2,0,18,3,5,0,16,11,3,0,2,6,0,1,32,0,2,12.5,0.14,7,45.0,49.96,53.383,35.193,34.388,4.2
