pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.0,7.309,42.0,46.0,1.002,1.126,0.66,0.63,365.47,6.0,12,50,0,14,30,0,53,21,0,0,14,7,2,0,23,6,0,0,3,3,0,0,27,0,0,6.0,0.075,4,38,50.123,56.275,32.995,31.477,0.0
6.347,7.309,42.0,46.0,1.002,1.126,0.66,0.63,365.47,6.0,12,50,0,14,30,0,53,21,0,0,14,7,2,0,23,6,0,0,3,3,0,0,27,0,0,6.0,0.075,4,38,50.123,56.275,32.995,31.477,0.0
4.699,7.309,42.0,46.0,1.002,1.126,0.66,0.63,365.47,6.0,12,50,0,14,30,0,53,21,0,0,14,7,2,0,23,6,0,0,3,3,0,0,27,0,0,6.0,0.075,4,38,50.123,56.275,32.995,31.477,0.0
4.699,7.16,41.5,47.2,1.0,1.126,0.656,0.623,379.5,5.7,12,53,0,14,31,0,56,22,0,0,14,8,2,0,25,6,0,0,3,3,0,0,28,0,0,5.7,0.089,5,39,53.007,59.69,34.756,33.003,0.0
6.252,7.998,42.0,44.0,1.009,1.124,0.677,0.646,399.91,6.0,12,50,0,14,31,0,53,21,1,0,14,7,2,0,22,7,1,0,3,3,0,0,28,0,1,6.0,0.057,3,39,50.447,56.219,33.853,32.304,2.0
5.502,8.233,42.9,40.8,1.027,1.145,0.66,0.651,403.44,6.1,12,49,0,14,32,0,52,21,0,0,14,7,2,3,20,8,0,0,3,2,0,0,29,0,3,4.1,0.058,3,40,50.334,56.085,32.353,31.912,6.1
4.699,7.309,42.0,46.0,1.002,1.126,0.66,0.63,365.47,6.0,12,50,0,14,30,0,53,21,0,0,14,7,2,0,23,6,0,0,3,3,0,0,27,0,0,6.0,0.075,4,38,50.123,56.275,32.995,31.477,0.0
5.0,7.683,43.5,43.5,1.009,1.13,0.668,0.644,353.43,6.5,12,46,0,14,29,0,49,20,0,0,14,6,2,1,20,6,0,0,3,2,0,0,26,0,1,4.3,0.061,3,37,46.425,51.99,30.716,29.618,2.2
4.699,8.687,42.0,42.0,1.015,1.123,0.694,0.663,434.35,6.0,12,50,0,14,32,0,53,21,2,0,14,7,2,0,21,8,2,0,3,3,0,0,29,0,2,6.0,0.075,4,40,50.771,56.163,34.71,33.132,4.0
6.824,7.477,42.6,44.7,1.005,1.125,0.665,0.637,351.44,6.4,12,47,0,14,29,0,50,20,0,0,14,6,2,0,21,6,0,0,3,3,0,0,26,0,0,6.4,0.06,3,37,47.24,52.86,31.233,29.95,0.0
