pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.387,6.797,44.3,49.2,0.987,1.118,0.665,0.62,414.59,3.3,21,61,0,21,35,0,65,27,0,0,18,9,0,0,30,4,0,0,2,2,0,0,31,0,0,3.3,0.092,6,45.5,60.229,68.228,40.58,37.848,0
4.82,6.797,44.3,49.2,0.987,1.118,0.665,0.62,414.59,3.3,21,61,0,21,35,0,65,27,0,0,18,9,0,0,30,4,0,0,2,2,0,0,31,0,0,3.3,0.092,6,45.5,60.229,68.228,40.58,37.848,0
4.54,7.787,33.3,44.4,1.028,1.148,0.622,0.614,140.16,11.1,5,18,0,6,10,0,18,6,0,0,4,2,1,0,8,4,0,0,2,2,0,0,10,0,0,11.1,0.167,3,13.5,18.509,20.661,11.205,11.053,0
4.6,7.342,33.3,47.6,1.019,1.146,0.617,0.599,154.19,9.5,5,21,0,6,11,0,21,7,0,0,4,3,1,0,10,4,0,0,2,2,0,0,11,0,0,9.5,0.19,4,14.5,21.393,24.076,12.966,12.58,0
4.4,7.342,33.3,47.6,1.019,1.146,0.617,0.599,154.19,9.5,5,21,0,6,11,0,21,7,0,0,4,3,1,0,10,4,0,0,2,2,0,0,11,0,0,9.5,0.19,4,14.5,21.393,24.076,12.966,12.58,0
4.44,6.589,40.4,50.9,0.984,1.131,0.652,0.604,375.57,8.8,17,57,0,17,31,0,60,23,0,0,13,10,0,0,29,5,0,0,5,0,0,0,28,0,0,0.0,0.133,8,39.5,56.112,64.474,37.165,34.429,0
4.22,6.4,39.0,52.5,0.983,1.134,0.643,0.592,377.59,8.5,17,59,0,17,30,0,61,23,0,0,13,10,0,0,31,5,0,0,5,0,0,0,28,0,0,0.0,0.131,8,38.5,57.996,66.889,37.927,34.955,0
4.61,6.814,41.2,49.0,0.987,1.13,0.66,0.615,347.51,9.8,17,51,0,17,29,0,54,21,0,0,13,8,0,0,25,5,0,0,5,0,0,0,26,0,0,0.0,0.111,6,37.5,50.345,57.644,33.643,31.375,0
4.79,7.406,45.8,43.8,0.991,1.121,0.69,0.653,355.48,10.4,23,48,0,23,30,0,51,22,0,0,19,3,0,0,21,5,0,0,5,0,0,0,27,0,0,0.0,0.137,7,41.5,47.578,53.813,33.12,31.321,0
4.37,6.695,40.7,50.0,0.986,1.131,0.656,0.609,361.54,9.3,17,54,0,17,30,0,57,22,0,0,13,9,0,0,27,5,0,0,5,0,0,0,27,0,0,0.0,0.123,7,38.5,53.229,61.059,35.404,32.902,0
4.35,7.245,45.1,45.1,0.989,1.122,0.684,0.644,369.51,9.8,23,51,0,23,31,0,54,23,0,0,19,4,0,0,23,5,0,0,5,0,0,0,28,0,0,0.0,0.148,8,42.5,50.461,57.228,34.881,32.848,0
5.09,6.241,38.5,53.8,0.981,1.134,0.638,0.585,405.65,7.7,17,65,0,17,32,0,67,25,0,0,13,12,0,0,35,5,0,0,5,0,0,0,30,0,0,0.0,0.149,10,40.5,63.763,73.72,41.449,38.009,0
4.89,6.172,38.2,54.4,0.98,1.134,0.635,0.581,419.68,7.4,17,68,0,17,33,0,70,26,0,0,13,13,0,0,37,5,0,0,5,0,0,0,31,0,0,0.0,0.157,11,41.5,66.647,77.135,43.211,39.536,0
4.76,6.493,40.0,51.7,0.983,1.131,0.649,0.599,389.6,8.3,17,60,0,17,32,0,63,24,0,0,13,11,0,0,31,5,0,0,5,0,0,0,29,0,0,0.0,0.143,9,40.5,58.996,67.889,38.927,35.955,0
4.39,6.975,43.9,47.4,0.986,1.124,0.674,0.63,397.57,8.8,23,57,0,23,33,0,60,25,0,0,19,6,0,0,27,5,0,0,5,0,0,0,30,0,0,0.0,0.167,10,44.5,56.229,64.059,38.404,35.902,0
4.64,6.407,39.7,52.4,0.982,1.132,0.646,0.595,403.63,7.9,17,63,0,18,32,0,65,25,0,0,15,10,1,0,33,5,0,0,5,0,0,0,30,0,0,0.0,0.138,9,41.5,61.879,71.304,40.688,37.482,0
4.74,6.792,41.8,49.1,0.986,1.128,0.662,0.616,373.55,9.1,17,55,0,18,31,0,58,23,0,0,15,8,1,0,27,5,0,0,5,0,0,0,28,0,0,0.0,0.121,7,40.5,54.229,62.059,36.404,33.902,0
4.46,7.337,46.2,44.2,0.99,1.12,0.69,0.651,381.52,9.6,23,52,0,24,32,0,55,24,0,0,21,3,1,0,23,5,0,0,5,0,0,0,29,0,0,0.0,0.145,8,44.5,51.461,58.228,35.881,33.848,0
4.91,6.328,39.4,53.0,0.981,1.132,0.643,0.591,417.66,7.6,17,66,0,18,33,0,68,26,0,0,15,11,1,0,35,5,0,0,5,0,0,0,31,0,0,0.0,0.147,10,42.5,64.763,74.72,42.449,39.009,0
4.67,6.682,41.4,50.0,0.985,1.129,0.658,0.611,387.58,8.6,17,58,0,18,32,0,61,24,0,0,15,9,1,0,29,5,0,0,5,0,0,0,29,0,0,0.0,0.131,8,41.5,57.112,65.474,38.165,35.429,0
4.59,7.787,33.3,44.4,1.028,1.148,0.622,0.614,140.16,11.1,5,18,0,6,10,0,18,6,0,0,4,2,1,0,8,4,0,0,2,2,0,0,10,0,0,11.1,0.167,3,13.5,18.509,20.661,11.205,11.053,0
2.46,7.438,40.7,50.0,0.989,1.114,0.687,0.624,401.64,1.9,10,54,0,13,29,0,56,22,0,0,13,9,3,0,27,5,2,0,1,2,0,2,27,0,0,3.7,0.125,7,37.0,53.396,60.155,37.108,33.674,0
4.7,6.459,30.0,55.0,1.009,1.15,0.586,0.554,129.18,5.0,0,20,0,1,9,0,20,6,0,0,1,5,1,0,11,3,0,0,1,2,0,0,9,0,0,10.0,0.05,1,10.0,20.174,22.993,11.722,11.085,0
4.37,8.409,33.3,40.0,1.042,1.15,0.63,0.635,126.13,13.3,5,15,0,6,9,0,15,5,0,0,4,1,1,0,6,4,0,0,2,2,0,0,9,0,0,13.3,0.133,2,12.5,15.625,17.246,9.443,9.526,0
4.66,6.855,23.1,53.8,1.031,1.166,0.554,0.541,89.11,7.7,0,13,0,1,5,0,12,3,0,0,1,2,1,0,7,3,0,0,1,2,0,0,6,0,0,15.4,0.167,2,6.0,13.407,15.163,7.199,7.031,0
4.84,7.158,43.2,47.3,1.001,1.119,0.658,0.625,529.68,1.4,24,74,0,24,42,0,77,32,0,0,24,8,0,0,35,7,0,0,1,6,0,0,39,0,0,8.1,0.169,13,54.0,74.087,82.813,48.676,46.266,0
4.68,6.864,47.9,47.9,0.982,1.11,0.684,0.636,329.47,2.1,18,48,0,19,27,0,50,23,0,0,20,3,1,0,23,2,0,0,1,1,0,0,25,0,0,2.1,0.14,7,37.0,47.149,53.275,32.836,30.531,0
5.06,5.544,34.5,60.3,0.979,1.138,0.601,0.541,321.56,1.7,6,58,0,6,23,0,58,20,0,0,6,14,0,0,35,3,0,0,1,2,0,0,23,0,0,3.4,0.241,14,26.0,56.778,65.976,34.859,31.407,0
4.79,7.138,44.3,47.1,0.998,1.117,0.664,0.629,499.65,1.4,24,70,0,24,40,0,73,31,0,0,24,7,0,0,33,6,0,0,1,5,0,0,37,0,0,7.1,0.164,12,52.0,69.876,78.189,46.461,44.024,0
4.6,6.754,46.8,48.9,0.982,1.112,0.677,0.628,317.46,2.1,18,47,0,18,26,0,49,22,0,0,18,4,0,0,23,2,0,0,1,1,0,0,24,0,0,2.1,0.143,7,35.0,46.149,52.275,31.836,29.531,0
