pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
7.721,7.842,39.8,45.8,1.007,1.122,0.675,0.635,650.89,4.8,18,83,0,25,49,0,87,33,0,0,22,11,7,0,38,12,2,0,4,6,0,2,45,0,0,7.2,0.103,9,65,83.545,93.148,55.989,52.704,0.0
7.796,8.227,40.5,43.2,1.012,1.12,0.685,0.65,608.8,5.4,18,74,0,25,46,0,78,30,0,0,22,8,7,0,32,12,2,0,4,6,0,2,42,0,0,8.1,0.115,9,62,74.894,82.902,50.705,48.124,0.0
8.0,8.987,38.5,41.5,1.027,1.127,0.688,0.658,584.14,4.6,12,65,0,19,41,0,68,25,1,0,16,9,7,1,27,13,3,0,3,6,0,2,38,0,2,9.2,0.088,6,54,66.745,73.273,44.733,42.786,3.1
8.155,8.64,38.7,41.9,1.025,1.128,0.679,0.652,535.67,4.8,12,62,0,19,39,0,65,24,0,0,17,7,7,1,26,12,2,0,3,6,0,2,36,0,1,9.7,0.092,6,52,63.538,69.913,42.114,40.432,1.6
7.959,8.768,37.9,40.9,1.03,1.131,0.675,0.654,578.7,6.1,12,66,0,20,42,0,69,25,0,0,18,7,8,1,27,14,2,0,4,7,0,2,39,0,1,10.6,0.101,7,56,67.967,74.621,44.574,43.168,1.5
8.398,8.571,37.9,42.4,1.026,1.129,0.672,0.647,565.7,4.5,12,66,0,19,41,0,69,25,0,0,17,8,7,1,28,13,2,0,3,7,0,2,38,0,1,10.6,0.101,7,54,67.749,74.538,44.33,42.674,1.5
7.886,8.93,38.7,40.3,1.033,1.133,0.678,0.658,553.66,4.8,12,62,0,19,40,0,65,24,0,0,17,7,7,2,25,13,2,0,3,6,0,2,37,0,2,9.7,0.092,6,53,64.051,70.253,42.051,40.815,3.2
7.377,8.798,37.7,41.0,1.029,1.131,0.678,0.655,536.66,6.6,12,61,0,19,39,0,64,23,0,0,16,7,7,1,25,13,2,0,4,6,0,2,36,0,1,9.8,0.094,6,52,62.756,68.997,41.358,39.927,1.6
5.745,8.706,41.1,39.3,1.03,1.128,0.678,0.664,487.55,5.4,12,56,0,19,37,0,59,23,0,0,17,6,7,1,22,11,1,0,3,6,0,1,34,0,1,10.7,0.085,5,50,57.694,63.163,37.943,37.191,1.8
8.398,8.623,38.8,41.8,1.026,1.127,0.677,0.652,577.71,4.5,12,67,0,20,42,0,70,26,0,0,18,8,8,1,28,13,2,0,3,7,0,2,39,0,1,10.4,0.1,7,56,68.749,75.538,45.33,43.674,1.5
5.921,8.501,43.6,40.0,1.019,1.123,0.692,0.668,467.56,5.5,12,55,0,18,36,0,58,24,0,1,17,6,5,1,22,9,1,0,3,4,0,1,33,1,1,7.3,0.069,4,49,56.04,61.744,38.034,36.762,1.8
8.301,9.195,38.7,40.3,1.03,1.127,0.693,0.665,570.11,4.8,12,62,0,19,40,0,65,24,1,0,17,7,7,1,25,13,3,0,3,6,0,2,37,0,2,9.7,0.092,6,53,63.862,69.857,42.972,41.26,3.2
8.222,8.9,39.7,39.7,1.028,1.127,0.688,0.666,560.68,6.3,12,63,0,20,41,0,66,25,0,1,17,7,7,1,25,13,2,0,4,6,0,2,38,1,1,9.5,0.091,6,56,64.756,70.997,43.358,41.927,1.6
8.301,7.777,34.4,48.4,1.012,1.131,0.652,0.611,497.7,4.7,6,64,0,13,35,0,66,22,0,0,11,11,7,0,31,11,2,0,3,6,0,2,33,0,0,9.4,0.106,7,45,64.792,72.404,41.699,39.102,0.0
8.523,8.457,38.5,43.1,1.022,1.128,0.675,0.646,549.7,4.6,12,65,0,19,40,0,68,25,0,0,17,8,7,1,28,12,2,0,3,6,0,2,37,0,1,9.2,0.088,6,53,66.422,73.329,43.875,41.959,1.5
8.097,7.638,34.3,49.3,1.01,1.132,0.649,0.606,511.73,4.5,6,67,0,13,36,0,69,23,0,0,11,12,7,0,33,11,2,0,3,6,0,2,34,0,0,9.0,0.101,7,46,67.676,75.819,43.46,40.629,0.0
6.471,8.529,42.6,40.7,1.025,1.13,0.68,0.66,460.54,3.7,12,54,0,17,35,0,57,23,0,0,17,6,5,2,22,9,1,0,2,4,0,1,32,0,2,7.4,0.07,4,46,55.334,61.001,36.727,35.65,3.7
8.523,8.798,37.7,41.0,1.029,1.131,0.678,0.655,536.66,6.6,12,61,0,19,39,0,64,23,0,0,16,7,7,1,25,13,2,0,4,6,0,2,36,0,1,9.8,0.094,6,52,62.756,68.997,41.358,39.927,1.6
8.301,8.29,38.2,44.1,1.019,1.129,0.671,0.639,563.73,4.4,12,68,0,19,41,0,71,26,0,0,16,10,7,1,30,12,2,0,3,6,0,2,38,0,1,8.8,0.085,6,54,69.305,76.744,45.637,43.486,1.5
7.367,8.64,38.7,41.9,1.025,1.128,0.679,0.652,535.67,4.8,12,62,0,19,39,0,65,24,0,0,16,8,7,1,26,12,2,0,3,6,0,2,36,0,1,9.7,0.092,6,52,63.538,69.913,42.114,40.432,1.6
8.222,8.961,38.3,40.0,1.033,1.128,0.68,0.66,537.64,5.0,12,60,0,19,39,0,63,23,0,0,16,7,7,1,24,13,2,0,3,7,0,2,36,0,1,11.7,0.095,6,52,61.982,67.708,40.807,39.62,1.7
9.0,8.605,37.5,42.2,1.026,1.131,0.674,0.648,550.69,6.3,12,64,0,19,40,0,67,24,0,0,16,8,7,1,27,13,2,0,4,6,0,2,37,0,1,9.4,0.09,6,53,65.64,72.412,43.119,41.453,1.6
8.046,8.798,39.3,41.0,1.029,1.125,0.681,0.658,536.65,3.3,12,61,0,19,39,0,64,24,0,0,16,8,7,1,25,12,2,0,2,7,0,2,36,0,1,11.5,0.094,6,52,62.763,68.625,41.563,40.125,1.6
8.398,8.487,39.7,42.9,1.021,1.124,0.68,0.65,534.68,3.2,12,63,0,19,39,0,66,25,0,0,16,9,7,1,27,11,2,0,2,6,0,2,36,0,1,9.5,0.091,6,52,64.32,70.83,42.869,40.937,1.6
