pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.105,10.709,23.1,35.9,1.069,1.155,0.678,0.658,417.67,12.8,10,39,0,12,26,0,40,9,1,0,5,4,2,0,14,16,3,0,5,8,2,0,25,0,1,20.5,0.2,8,33,41.702,45.049,26.454,25.661,2.6
5.69,9.578,25.0,41.7,1.049,1.152,0.661,0.63,459.76,10.4,10,48,0,12,29,0,49,12,1,0,5,7,2,0,20,16,3,0,5,8,2,0,28,0,1,16.7,0.224,11,36,50.353,55.295,31.739,30.242,2.1
5.341,10.709,23.1,35.9,1.069,1.155,0.678,0.658,417.67,12.8,10,39,0,12,26,0,40,9,1,0,5,4,2,0,14,16,3,0,5,8,2,0,25,0,1,20.5,0.2,8,33,41.702,45.049,26.454,25.661,2.6
5.721,9.951,26.1,39.1,1.054,1.15,0.673,0.646,457.74,10.9,10,46,0,12,30,0,48,12,1,0,5,7,2,0,18,16,3,0,5,8,2,0,28,0,1,17.4,0.188,9,37,48.469,52.88,30.977,29.715,2.2
6.319,10.279,23.8,38.1,1.062,1.154,0.672,0.647,431.7,11.9,10,42,0,12,27,0,43,10,1,0,5,5,2,0,16,16,3,0,5,8,2,0,26,0,1,19.0,0.209,9,34,44.586,48.465,28.216,27.188,2.4
5.833,10.709,23.1,35.9,1.069,1.155,0.678,0.658,417.67,12.8,10,39,0,12,26,0,40,9,1,0,5,4,2,0,14,16,3,0,5,8,2,0,25,0,1,20.5,0.2,8,33,41.702,45.049,26.454,25.661,2.6
5.759,9.951,26.1,39.1,1.054,1.15,0.673,0.646,457.74,10.9,10,46,0,12,30,0,48,12,1,0,5,7,2,0,18,16,3,0,5,8,2,0,28,0,1,17.4,0.188,9,37,48.469,52.88,30.977,29.715,2.2
4.646,9.506,27.0,40.5,1.047,1.154,0.66,0.638,351.72,13.5,10,37,0,11,23,0,38,10,1,0,5,5,1,0,15,12,2,0,5,5,1,0,22,0,1,13.5,0.184,7,29,38.745,42.697,24.409,23.593,2.7
6.076,9.905,24.4,40.0,1.055,1.153,0.666,0.638,445.73,11.1,10,45,0,12,28,0,46,11,1,0,5,6,2,0,18,16,3,0,5,8,2,0,27,0,1,17.8,0.217,10,35,47.469,51.88,29.977,28.715,2.2
5.921,11.219,21.8,36.4,1.062,1.139,0.723,0.646,617.06,9.1,10,55,1,13,37,0,57,12,2,0,5,7,3,0,20,23,6,0,5,11,3,1,35,0,2,20.0,0.158,9,45,58.422,62.663,39.772,29.909,3.6
