pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.187,14.127,50.0,25.0,1.047,1.099,0.799,0.783,226.03,6.3,6,16,0,8,13,1,17,8,0,0,8,0,2,0,4,4,1,0,1,2,0,0,12,0,1,12.5,0.0,0,18.0,16.753,17.589,12.79,12.53,6.3
4.0,9.823,46.9,31.3,1.035,1.107,0.735,0.725,314.34,6.3,11,32,0,15,24,0,34,15,0,0,15,0,4,0,10,7,1,0,2,4,0,1,22,0,0,12.5,0.088,3,33.5,33.124,35.415,23.523,23.196,0.0
4.84,8.14,47.8,39.1,1.013,1.112,0.694,0.676,187.21,4.3,6,23,0,9,15,0,24,11,0,0,10,1,3,0,9,3,0,0,1,2,0,0,14,0,0,8.7,0.042,1,21.0,23.291,25.578,15.96,15.558,0.0
5.481,11.304,45.0,40.0,1.01,1.111,0.743,0.693,226.08,5.0,6,20,0,8,12,1,20,9,0,0,9,0,2,0,8,3,1,0,1,1,0,0,12,0,1,5.0,0.1,2,17.0,20.193,22.21,14.858,13.869,5.0
5.828,9.818,51.7,31.0,1.025,1.104,0.753,0.738,284.71,6.9,12,29,0,15,22,0,31,15,1,0,15,0,3,0,9,5,1,0,2,2,0,0,20,0,1,6.9,0.065,2,31.0,29.716,32.02,21.824,21.407,3.4
4.187,11.445,50.0,18.8,1.097,1.152,0.707,0.767,183.12,6.3,6,16,0,8,14,0,17,8,0,0,8,0,2,2,3,5,0,0,1,2,0,0,13,0,2,12.5,0.0,0,19.0,17.549,18.427,11.313,12.271,12.5
4.523,9.944,51.6,25.8,1.048,1.106,0.728,0.748,308.26,6.5,12,31,0,16,26,0,34,16,0,0,16,0,4,0,8,7,0,0,2,5,0,0,23,0,0,16.1,0.059,2,36.0,32.491,34.289,22.568,23.197,0.0
4.602,9.944,51.6,25.8,1.048,1.106,0.728,0.748,308.26,6.5,12,31,0,16,26,0,34,16,0,0,16,0,4,0,8,7,0,0,2,5,0,0,23,0,0,16.1,0.059,2,36.0,32.491,34.289,22.568,23.197,0.0
4.674,9.282,51.5,30.3,1.032,1.106,0.723,0.728,306.29,6.1,12,33,0,16,26,0,36,17,0,0,16,1,4,0,10,6,0,0,2,4,0,0,23,0,0,12.1,0.056,2,36.0,34.047,36.495,23.875,24.009,0.0
4.679,8.163,50.0,38.5,1.009,1.107,0.705,0.685,424.48,3.8,18,52,0,22,36,0,56,26,0,0,22,4,4,0,20,6,0,0,2,4,0,0,32,0,0,7.7,0.071,4,49.0,52.465,57.571,36.682,35.643,0.0
4.745,9.282,51.5,30.3,1.032,1.106,0.723,0.728,306.29,6.1,12,33,0,16,26,0,36,17,0,0,16,1,4,0,10,6,0,0,2,4,0,0,23,0,0,12.1,0.056,2,36.0,34.047,36.495,23.875,24.009,0.0
5.824,9.637,47.8,34.8,1.027,1.11,0.731,0.712,221.65,4.3,6,23,0,9,16,0,24,11,1,0,10,1,3,0,8,4,1,0,1,2,0,0,15,0,1,8.7,0.042,1,22.0,23.615,25.522,16.818,16.386,4.3
5.4,9.637,47.8,34.8,1.027,1.11,0.731,0.712,221.65,4.3,6,23,0,9,16,0,24,11,1,0,10,1,3,0,8,4,1,0,1,2,0,0,15,0,1,8.7,0.042,1,22.0,23.615,25.522,16.818,16.386,4.3
4.829,8.922,47.8,34.8,1.035,1.127,0.691,0.693,205.2,4.3,6,23,0,9,16,0,24,11,0,0,10,1,3,1,8,4,0,0,1,2,0,0,15,0,1,8.7,0.042,1,22.0,23.804,25.918,15.898,15.942,4.3
5.515,10.045,44.4,29.6,1.076,1.156,0.666,0.702,271.21,3.7,6,27,0,9,20,0,28,12,0,0,10,2,3,3,8,7,0,0,1,3,0,0,19,0,3,11.1,0.071,2,26.0,29.04,31.222,17.989,18.95,11.1
5.369,9.637,47.8,34.8,1.027,1.11,0.731,0.712,221.65,4.3,6,23,0,9,16,0,24,11,1,0,10,1,3,0,8,4,1,0,1,2,0,0,15,0,1,8.7,0.042,1,22.0,23.615,25.522,16.818,16.386,4.3
5.959,9.818,51.7,31.0,1.025,1.104,0.753,0.738,284.71,6.9,12,29,0,15,22,0,31,15,1,0,15,0,3,0,9,5,1,0,2,2,0,0,20,0,1,6.9,0.065,2,31.0,29.716,32.02,21.824,21.407,3.4
5.921,9.818,51.7,31.0,1.025,1.104,0.753,0.738,284.71,6.9,12,29,0,15,22,0,31,15,1,0,15,0,3,0,9,5,1,0,2,2,0,0,20,0,1,6.9,0.065,2,31.0,29.716,32.02,21.824,21.407,3.4
5.854,12.538,51.7,27.6,1.033,1.099,0.799,0.774,363.6,6.9,12,29,0,15,23,1,31,15,1,0,15,0,3,0,8,6,2,0,2,2,0,0,21,0,2,6.9,0.065,2,32.0,29.945,31.862,23.176,22.432,6.9
5.854,9.538,48.5,33.3,1.028,1.11,0.728,0.717,314.74,6.1,12,33,0,15,24,0,35,16,1,0,15,1,3,0,11,6,1,0,2,3,0,0,22,0,1,9.1,0.086,3,33.0,33.927,36.645,24.04,23.649,3.0
