pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
5.479,9.846,22.7,38.6,1.074,1.154,0.635,0.63,433.24,6.8,0,44,0,5,28,0,45,10,0,0,4,6,5,0,17,17,2,0,3,12,2,0,27,0,0,27.3,0.156,7,33,47.251,50.777,27.926,27.704,0.0
6.854,12.881,24.4,36.6,1.071,1.141,0.71,0.665,528.11,4.9,0,41,0,5,27,0,42,10,0,0,4,6,5,0,15,16,3,1,2,11,2,0,26,0,1,26.8,0.143,6,32,43.891,46.79,29.125,27.284,2.4
6.432,9.836,25.4,37.3,1.081,1.149,0.626,0.636,580.33,3.4,0,59,0,6,39,0,61,15,0,0,5,10,6,0,22,22,2,0,2,18,2,0,37,0,0,30.5,0.148,9,45,63.764,67.78,36.931,37.551,0.0
5.359,9.203,25.8,40.9,1.065,1.15,0.621,0.62,607.41,4.5,0,66,0,6,41,0,68,17,0,0,5,12,6,0,27,22,2,0,3,17,2,0,39,0,0,25.8,0.147,10,47,70.306,75.9,41.005,40.912,0.0
6.599,9.026,25.5,43.1,1.055,1.148,0.631,0.613,460.31,3.9,0,51,0,5,30,0,52,13,0,0,4,9,5,0,22,16,2,0,2,12,2,0,29,0,0,23.5,0.154,8,35,53.8,58.524,32.204,31.263,0.0
7.398,9.632,25.0,41.7,1.056,1.142,0.659,0.629,462.35,4.2,0,48,0,5,29,0,49,12,0,0,4,8,5,0,20,16,3,0,2,11,2,1,28,0,0,22.9,0.184,9,34,50.666,54.819,31.636,30.208,0.0
5.564,9.958,23.8,38.1,1.075,1.149,0.641,0.635,418.22,4.8,0,42,0,5,27,0,43,10,0,0,4,6,5,0,16,16,2,0,2,12,2,0,26,0,0,28.6,0.163,7,32,45.149,48.278,26.92,26.682,0.0
5.127,9.94,26.1,37.0,1.071,1.147,0.651,0.646,457.26,6.5,0,46,0,6,30,0,47,12,0,1,4,7,5,0,17,17,2,0,3,12,2,0,29,1,0,26.1,0.191,9,37,49.251,52.777,29.926,29.704,0.0
7.495,9.341,25.5,43.1,1.05,1.142,0.655,0.622,476.38,3.9,0,51,0,5,30,0,52,13,0,0,4,9,5,0,22,16,3,0,2,11,2,1,29,0,0,21.6,0.154,8,35,53.549,58.235,33.398,31.735,0.0
7.252,10.34,23.8,38.1,1.069,1.143,0.669,0.647,434.29,4.8,0,42,0,5,27,0,43,10,0,0,4,6,5,0,16,16,3,0,2,11,2,1,26,0,0,26.2,0.163,7,32,44.898,47.989,28.113,27.155,0.0
5.287,8.843,27.3,43.6,1.049,1.144,0.636,0.614,486.35,3.6,0,55,0,5,33,0,57,15,0,0,4,11,5,0,24,16,2,0,2,12,2,0,31,0,0,21.8,0.14,8,38,57.684,62.939,34.966,33.789,0.0
6.115,9.802,30.6,36.7,1.062,1.137,0.667,0.657,480.29,4.1,6,49,0,11,33,0,51,15,0,0,10,5,5,0,18,16,2,0,2,12,2,0,31,0,0,24.5,0.157,8,41,52.033,55.694,32.682,32.209,0.0
5.796,9.566,24.0,40.0,1.071,1.151,0.627,0.623,478.28,4.0,0,50,0,5,31,0,51,12,0,0,4,8,5,0,20,18,2,0,2,14,2,0,30,0,0,28.0,0.196,10,36,53.571,57.528,31.352,31.165,0.0
5.745,10.505,30.6,34.7,1.069,1.135,0.684,0.674,514.73,4.1,6,49,0,11,34,0,51,15,1,0,10,5,5,0,17,17,3,0,2,12,2,0,32,0,1,24.5,0.157,8,42,52.357,55.638,33.54,33.037,2.0
5.721,9.629,30.2,37.7,1.061,1.138,0.658,0.65,510.32,3.8,6,53,0,11,35,0,55,16,0,0,10,6,5,0,20,17,2,0,2,13,2,0,33,0,0,24.5,0.164,9,43,56.244,60.318,34.898,34.451,0.0
7.409,9.963,24.4,40.0,1.062,1.142,0.664,0.637,448.32,4.4,0,45,0,5,28,0,46,11,0,0,4,7,5,0,18,16,3,0,2,11,2,1,27,0,0,24.4,0.174,8,33,47.782,51.404,29.875,28.681,0.0
5.479,9.846,22.7,38.6,1.074,1.154,0.635,0.63,433.24,6.8,0,44,0,5,28,0,45,10,0,0,4,6,5,0,17,17,2,0,3,12,2,0,27,0,0,27.3,0.156,7,33,47.251,50.777,27.926,27.704,0.0
6.796,10.364,23.1,35.9,1.084,1.15,0.645,0.645,404.19,5.1,0,39,0,5,26,0,40,9,0,0,4,5,5,0,14,16,2,0,2,12,2,0,25,0,0,30.8,0.15,6,31,42.266,44.863,25.159,25.155,0.0
6.173,9.439,25.0,40.0,1.072,1.15,0.621,0.623,566.35,3.3,0,60,0,5,38,0,62,15,0,0,4,11,5,0,24,21,2,0,2,17,2,0,36,0,0,28.3,0.145,9,43,64.32,68.986,37.238,37.363,0.0
8.717,10.776,23.1,35.9,1.077,1.143,0.676,0.657,420.26,5.1,0,39,0,5,26,0,40,9,0,0,4,5,5,0,14,16,3,0,2,11,2,1,25,0,0,28.2,0.15,6,31,42.015,44.574,26.352,25.628,0.0
6.056,9.439,25.0,40.0,1.072,1.15,0.621,0.623,566.35,3.3,0,60,0,5,38,0,62,15,0,0,4,11,5,0,24,21,2,0,2,17,2,0,36,0,0,28.3,0.161,10,43,64.32,68.986,37.238,37.363,0.0
6.041,9.439,25.0,40.0,1.072,1.15,0.621,0.623,566.35,3.3,0,60,0,5,38,0,62,15,0,0,4,11,5,0,24,21,2,0,2,17,2,0,36,0,0,28.3,0.145,9,43,64.32,68.986,37.238,37.363,0.0
6.432,9.836,25.4,37.3,1.081,1.149,0.626,0.636,580.33,3.4,0,59,0,6,39,0,61,15,0,0,5,10,6,0,22,22,2,0,2,18,2,0,37,0,0,30.5,0.148,9,45,63.764,67.78,36.931,37.551,0.0
7.31,9.707,25.0,40.0,1.068,1.145,0.641,0.631,582.42,3.3,0,60,0,5,38,0,62,15,0,0,4,11,5,0,24,21,3,0,2,16,2,1,36,0,0,26.7,0.145,9,43,64.069,68.697,38.431,37.836,0.0
5.629,7.388,43.4,47.2,0.989,1.117,0.689,0.637,391.58,5.7,18,53,0,19,30,0,55,23,0,0,18,5,1,0,25,5,1,0,3,1,0,1,28,0,0,1.9,0.091,5,40,52.429,59.192,36.495,33.761,0.0
5.456,8.25,42.6,40.7,1.029,1.143,0.659,0.651,445.48,5.6,18,54,0,19,34,0,56,23,0,0,18,5,1,3,22,9,0,0,3,3,0,0,32,0,3,5.6,0.107,6,44,55.545,61.709,35.569,35.153,5.6
5.225,6.735,41.9,50.0,0.989,1.125,0.655,0.611,417.6,4.8,18,62,0,19,33,0,64,26,0,0,18,8,1,0,31,5,0,0,3,2,0,0,31,0,0,3.2,0.094,6,43,61.33,69.727,40.586,37.869,0.0
4.824,6.84,42.4,49.2,0.991,1.124,0.658,0.616,403.57,5.1,18,59,0,19,32,0,61,25,0,0,18,7,1,0,29,5,0,0,3,2,0,0,30,0,0,3.4,0.098,6,42,58.447,66.311,38.824,36.342,0.0
5.481,8.46,43.1,39.2,1.033,1.143,0.663,0.659,431.45,5.9,18,51,0,19,33,0,53,22,0,0,18,4,1,3,20,9,0,0,3,3,0,0,31,0,3,5.9,0.113,6,43,52.661,58.294,33.807,33.627,5.9
6.497,9.707,25.0,40.0,1.068,1.145,0.641,0.631,582.42,3.3,0,60,0,5,38,0,62,15,0,0,4,11,5,0,24,21,3,0,2,16,2,1,36,0,0,26.7,0.145,9,43,64.069,68.697,38.431,37.836,0.0
6.454,9.439,25.0,40.0,1.072,1.15,0.621,0.623,566.35,3.3,0,60,0,5,38,0,62,15,0,0,4,11,5,0,24,21,2,0,2,17,2,0,36,0,0,28.3,0.145,9,43,64.32,68.986,37.238,37.363,0.0
6.495,10.776,23.1,35.9,1.077,1.143,0.676,0.657,420.26,5.1,0,39,0,5,26,0,40,9,0,0,4,5,5,0,14,16,3,0,2,11,2,1,25,0,0,28.2,0.15,6,31,42.015,44.574,26.352,25.628,0.0
