pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.347,7.373,38.6,45.5,1.003,1.139,0.655,0.626,324.43,13.6,17,44,0,17,26,0,46,17,0,0,12,5,0,0,20,7,0,0,6,1,0,0,24,0,0,2.3,0.109,5,34.5,44.123,50.106,28.819,27.531,0
5.301,7.734,46.6,41.4,0.998,1.12,0.696,0.665,448.57,10.3,29,58,0,29,38,0,62,27,0,0,24,3,0,0,24,7,0,0,6,1,0,0,34,0,0,1.7,0.113,7,52.5,57.891,64.936,40.341,38.584,0
4.469,7.87,39.5,41.9,1.013,1.137,0.663,0.645,338.41,14.0,17,43,0,17,28,0,46,17,0,0,12,5,0,0,18,8,0,0,6,2,0,0,25,0,0,4.7,0.065,3,36.5,43.567,48.9,28.512,27.719,0
4.131,7.799,39.5,42.1,1.009,1.139,0.666,0.644,296.37,15.8,17,38,0,17,24,0,40,15,0,0,12,3,0,0,16,7,0,0,6,1,0,0,22,0,0,2.6,0.075,3,32.5,38.356,43.275,25.296,24.477,0
5.523,7.751,48.1,40.7,0.994,1.117,0.706,0.673,418.54,11.1,29,54,0,29,36,0,58,26,0,0,24,2,0,0,22,6,0,0,6,0,0,0,32,0,0,0.0,0.103,6,50.5,53.68,60.311,38.125,36.343,0
4.523,7.01,28.1,50.0,1.011,1.165,0.603,0.577,224.31,18.8,6,32,0,6,17,0,33,9,0,0,4,5,0,0,16,7,0,0,6,1,0,0,16,0,0,3.1,0.091,3,20.0,32.356,37.275,19.296,18.477,0
4.208,7.473,41.5,43.9,0.998,1.134,0.673,0.641,306.41,14.6,17,41,0,17,26,0,44,17,0,0,12,5,0,0,18,6,0,0,6,0,0,0,23,0,0,0.0,0.045,2,34.5,40.912,46.481,27.603,26.289,0
4.319,8.24,44.2,38.5,1.015,1.125,0.687,0.672,428.49,11.5,23,52,0,25,35,0,55,23,0,0,20,3,2,0,20,9,0,0,6,3,0,0,32,0,0,5.8,0.145,8,48.5,52.778,58.524,35.728,34.96,0
5.222,7.282,27.3,48.5,1.021,1.166,0.598,0.582,240.31,18.2,6,33,0,6,18,0,34,9,0,0,4,5,0,0,16,8,0,0,6,2,0,0,17,0,0,6.1,0.059,2,21.0,33.683,38.485,19.75,19.192,0
5.222,7.572,37.5,43.8,1.005,1.145,0.659,0.632,242.32,18.8,12,32,0,12,20,0,34,12,0,0,10,2,0,0,14,6,0,0,6,0,0,0,18,0,0,0.0,0.029,1,26.0,32.145,36.651,21.08,20.236,0
4.62,7.572,37.5,43.8,1.005,1.145,0.659,0.632,242.32,18.8,12,32,0,12,20,0,34,12,0,0,10,2,0,0,14,6,0,0,6,0,0,0,18,0,0,0.0,0.029,1,26.0,32.145,36.651,21.08,20.236,0
4.301,7.476,40.0,44.4,1.003,1.136,0.663,0.634,336.44,13.3,17,45,0,17,28,0,48,18,0,0,12,6,0,0,20,7,0,0,6,1,0,0,25,0,0,2.2,0.063,3,36.5,45.123,51.106,29.819,28.531,0
4.086,7.907,41.0,41.0,1.009,1.135,0.674,0.653,308.38,15.4,17,39,0,17,26,0,42,16,0,0,12,4,0,0,16,7,0,0,6,1,0,0,23,0,0,2.6,0.048,2,34.5,39.356,44.275,26.296,25.477,0
