pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
6.495,9.007,29.7,39.6,1.043,1.15,0.654,0.639,999.83,13.5,30,111,0,33,75,0,119,33,0,0,15,18,3,0,44,34,3,0,15,16,3,0,67,0,0,14.4,0.134,16,93,115.825,127.639,72.585,70.958,0.0
8.699,10.169,27.0,31.5,1.07,1.162,0.659,0.672,1128.8,21.6,30,111,0,39,84,0,119,30,0,0,15,15,9,0,35,46,3,0,24,19,3,0,76,0,0,17.1,0.16,19,108,118.771,129.015,73.148,74.554,0.0
6.491,9.826,27.8,35.4,1.062,1.152,0.659,0.657,1414.96,13.9,40,144,0,45,104,0,155,40,0,0,20,20,5,0,51,53,5,0,20,28,5,0,93,0,0,19.4,0.155,24,129,152.978,165.921,94.954,94.543,0.0
8.638,9.979,26.8,35.7,1.061,1.151,0.669,0.657,1117.7,13.4,30,112,0,35,80,0,120,30,0,0,15,15,5,0,40,42,5,0,15,22,5,0,72,0,0,19.6,0.167,20,100,118.855,128.928,74.915,73.567,0.0
7.319,11.91,28.0,33.6,1.063,1.147,0.702,0.683,1274.39,14.0,30,107,0,34,79,3,115,30,0,0,15,15,4,0,36,41,7,0,15,19,4,0,71,0,3,17.8,0.157,18,98,113.702,122.686,75.165,73.048,2.8
8.523,10.137,26.1,34.8,1.068,1.153,0.663,0.658,1165.7,13.0,30,115,0,35,83,0,123,30,0,0,15,15,5,0,40,45,5,0,15,25,5,0,75,0,0,21.7,0.163,20,103,122.837,132.556,76.278,75.712,0.0
4.398,11.778,29.8,33.9,1.057,1.146,0.703,0.684,1978.67,14.9,50,168,0,55,125,5,182,50,0,0,25,25,5,0,57,61,10,0,25,26,5,0,111,0,5,15.5,0.154,28,155,177.629,192.448,118.119,114.927,3.0
6.824,12.093,26.8,33.0,1.067,1.147,0.705,0.684,1354.37,13.4,30,112,0,35,83,3,120,30,0,0,15,15,5,0,37,45,8,0,15,22,5,0,75,0,3,19.6,0.167,20,103,119.542,128.453,78.971,76.643,2.7
8.444,9.826,27.8,35.4,1.062,1.152,0.659,0.657,1414.96,13.9,40,144,0,45,104,0,155,40,0,0,20,20,5,0,51,53,5,0,20,28,5,0,93,0,0,19.4,0.155,24,129,152.978,165.921,94.954,94.543,0.0
8.398,9.578,28.6,36.2,1.059,1.153,0.654,0.653,1005.74,14.3,30,105,0,33,75,0,113,30,0,0,15,15,3,0,38,37,3,0,15,19,3,0,67,0,0,18.1,0.142,16,93,111.156,121.022,68.665,68.522,0.0
6.602,12.015,28.1,33.1,1.064,1.146,0.706,0.686,2138.63,14.0,50,178,0,57,133,5,192,50,0,0,25,25,7,0,59,69,12,0,25,32,7,0,119,0,5,18.0,0.167,32,165,189.309,203.982,125.733,122.117,2.8
8.886,9.826,27.8,35.4,1.062,1.152,0.659,0.657,1414.96,13.9,40,144,0,45,104,0,155,40,0,0,20,20,5,0,51,53,5,0,20,28,5,0,93,0,0,19.4,0.155,24,129,152.978,165.921,94.954,94.543,0.0
9.046,9.826,27.8,35.4,1.062,1.152,0.659,0.657,1414.96,13.9,40,144,0,45,104,0,155,40,0,0,20,20,5,0,51,53,5,0,20,28,5,0,93,0,0,19.4,0.155,24,129,152.978,165.921,94.954,94.543,0.0
6.406,9.826,27.8,35.4,1.062,1.152,0.659,0.657,1414.96,13.9,40,144,0,45,104,0,155,40,0,0,20,20,5,0,51,53,5,0,20,28,5,0,93,0,0,19.4,0.155,24,129,152.978,165.921,94.954,94.543,0.0
6.155,11.752,29.6,34.1,1.057,1.146,0.702,0.683,1586.54,14.8,40,135,0,44,100,4,146,40,0,0,20,20,4,0,46,49,8,0,20,21,4,0,89,0,4,15.6,0.151,22,124,142.745,154.683,94.739,92.19,3.0
6.402,9.826,27.8,35.4,1.062,1.152,0.659,0.657,1414.96,13.9,40,144,0,45,104,0,155,40,0,0,20,20,5,0,51,53,5,0,20,28,5,0,93,0,0,19.4,0.155,24,129,152.978,165.921,94.954,94.543,0.0
4.301,9.723,28.4,35.3,1.061,1.153,0.656,0.657,991.71,14.7,30,102,0,33,74,0,110,29,0,0,15,14,3,0,36,37,3,0,15,19,3,0,66,0,0,18.6,0.136,15,92,108.273,117.607,66.903,66.995,0.0
4.0,9.222,28.0,38.3,1.048,1.156,0.653,0.642,986.8,16.8,30,107,0,32,74,0,115,30,0,0,15,15,2,0,41,36,3,0,18,15,3,0,66,0,0,14.0,0.122,14,91,112.153,123.679,69.864,68.727,0.0
5.301,10.114,26.7,32.0,1.07,1.163,0.656,0.668,758.54,21.3,20,75,0,26,56,0,80,20,0,0,10,10,6,0,24,31,2,0,16,13,2,0,51,0,0,17.3,0.15,12,72,80.251,87.218,49.17,50.116,0.0
4.0,9.694,28.6,32.9,1.063,1.164,0.648,0.665,678.56,22.9,20,70,0,25,52,0,75,20,0,0,10,10,5,0,23,27,1,0,16,10,1,0,47,0,0,14.3,0.133,10,67,74.411,81.451,45.364,46.521,0.0
4.0,8.951,28.6,38.6,1.051,1.159,0.634,0.636,626.56,17.1,20,70,0,21,48,0,75,20,0,0,10,10,1,0,27,23,1,0,12,10,1,0,43,0,0,14.3,0.107,8,59,73.538,81.119,44.386,44.543,0.0
4.0,9.421,26.7,37.3,1.058,1.158,0.643,0.642,706.54,16.0,20,75,0,22,52,0,80,20,0,0,10,10,2,0,28,27,2,0,12,13,2,0,47,0,0,17.3,0.125,10,64,79.378,86.886,48.193,48.138,0.0
7.301,9.723,28.4,35.3,1.061,1.153,0.656,0.657,991.71,14.7,30,102,0,33,74,0,110,29,0,0,15,14,3,0,36,37,3,0,15,19,3,0,66,0,0,18.6,0.136,15,92,108.273,117.607,66.903,66.995,0.0
4.398,9.723,28.4,35.3,1.061,1.153,0.656,0.657,991.71,14.7,30,102,0,33,74,0,110,29,0,0,15,14,3,0,36,37,3,0,15,19,3,0,66,0,0,18.6,0.136,15,92,108.273,117.607,66.903,66.995,0.0
7.155,9.895,28.3,32.1,1.065,1.163,0.654,0.669,1048.82,22.6,30,106,0,38,80,0,114,30,0,0,15,15,8,0,34,42,2,0,24,16,2,0,72,0,0,15.1,0.149,17,103,112.931,123.248,69.341,70.959,0.0
4.0,9.467,27.0,36.9,1.058,1.158,0.646,0.645,1050.8,16.2,30,111,0,33,78,0,119,30,0,0,15,15,3,0,41,40,3,0,18,19,3,0,70,0,0,17.1,0.134,16,96,117.462,128.517,71.682,71.586,0.0
6.301,9.49,27.2,36.7,1.058,1.157,0.647,0.646,1395.06,16.3,40,147,0,44,104,0,158,40,0,0,20,20,4,0,54,53,4,0,24,25,4,0,93,0,0,17.0,0.139,22,128,155.545,170.147,95.17,95.034,0.0
7.301,9.994,28.2,31.7,1.067,1.162,0.657,0.672,1419.08,22.5,40,142,0,51,108,0,153,40,0,0,20,20,11,0,45,57,3,0,32,22,3,0,97,0,0,15.5,0.157,24,139,151.451,165.045,93.318,95.396,0.0
6.0,9.261,28.2,37.3,1.054,1.158,0.643,0.644,1315.08,16.9,40,142,0,43,100,0,153,40,0,0,20,20,3,0,53,49,3,0,24,22,3,0,89,0,0,15.5,0.131,20,123,149.705,164.38,91.364,91.439,0.0
8.699,10.198,27.2,31.3,1.07,1.162,0.661,0.673,1499.06,21.8,40,147,0,52,112,0,158,40,0,0,20,20,12,0,46,61,4,0,32,25,4,0,101,0,0,17.0,0.165,26,144,157.291,170.812,97.125,98.991,0.0
6.0,11.71,29.4,34.3,1.057,1.146,0.7,0.681,1194.41,14.7,30,102,0,33,75,3,110,30,0,0,15,15,3,0,35,37,6,0,15,16,3,0,67,0,3,15.7,0.145,16,93,107.862,116.918,71.358,69.453,2.9
4.301,11.489,30.9,35.1,1.052,1.146,0.696,0.679,1114.43,15.5,30,97,0,32,71,3,105,30,0,0,15,15,2,0,34,33,5,0,15,13,2,0,63,0,3,13.4,0.133,14,88,102.022,111.151,67.551,65.858,3.1
