pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
7.523,8.348,44.1,39.0,1.022,1.142,0.677,0.665,492.55,10.2,27,59,0,27,40,0,63,26,0,0,20,6,0,3,23,10,0,0,6,1,0,0,36,0,3,1.7,0.127,8,53.5,60.312,67.37,39.915,39.261,5.1
7.495,7.067,38.5,48.1,1.0,1.136,0.645,0.612,367.5,9.6,16,52,0,16,30,0,55,20,0,0,11,9,0,0,25,7,0,0,5,2,0,0,27,0,0,3.8,0.073,4,38.0,52.0,59.062,33.552,31.805,0.0
8.699,7.05,38.0,48.0,0.998,1.139,0.647,0.612,352.49,12.0,16,50,0,16,29,0,53,19,0,0,11,8,0,0,24,7,0,0,6,1,0,0,26,0,0,2.0,0.075,4,37.0,49.891,56.936,32.341,30.584,0.0
8.301,7.214,38.8,46.9,1.002,1.136,0.649,0.618,353.47,10.2,16,49,0,16,29,0,52,19,0,0,11,8,0,0,23,7,0,0,5,2,0,0,26,0,0,4.1,0.077,4,37.0,49.116,55.647,31.79,30.278,0.0
8.222,7.067,38.5,48.1,1.0,1.136,0.645,0.612,367.5,9.6,16,52,0,16,30,0,55,20,0,0,11,9,0,0,25,7,0,0,5,2,0,0,27,0,0,3.8,0.091,5,38.0,52.0,59.062,33.552,31.805,0.0
8.301,7.214,38.8,46.9,1.002,1.136,0.649,0.618,353.47,10.2,16,49,0,16,29,0,52,19,0,0,11,8,0,0,23,7,0,0,5,2,0,0,26,0,0,4.1,0.096,5,37.0,49.116,55.647,31.79,30.278,0.0
7.102,8.387,40.0,40.0,1.032,1.156,0.653,0.649,377.41,11.1,16,45,0,16,30,0,48,18,0,0,11,7,0,3,18,9,0,0,5,1,0,0,27,0,3,2.2,0.063,3,38.0,46.443,52.042,29.387,29.186,6.7
7.699,8.155,39.6,41.7,1.028,1.155,0.649,0.64,391.44,10.4,16,48,0,16,31,0,51,19,0,0,11,8,0,3,20,9,0,0,5,1,0,0,28,0,3,2.1,0.078,4,39.0,49.327,55.457,31.148,30.713,6.3
7.495,6.892,39.2,49.0,0.994,1.134,0.649,0.61,351.5,9.8,16,51,0,16,29,0,54,20,0,0,11,9,0,0,25,6,0,0,5,1,0,0,26,0,0,2.0,0.074,4,37.0,50.672,57.853,33.097,31.09,0.0
7.602,8.836,41.5,41.5,1.008,1.129,0.709,0.67,362.29,12.2,16,41,0,16,27,0,44,17,2,0,11,6,0,0,17,7,2,0,5,0,0,0,24,0,2,0.0,0.045,2,35.0,41.342,46.286,29.074,27.45,4.9
8.523,9.152,40.0,37.8,1.039,1.155,0.672,0.667,411.85,11.1,16,45,0,16,31,0,48,18,1,0,11,7,0,3,17,10,1,0,5,1,0,0,28,0,4,2.2,0.063,3,39.0,46.767,51.986,30.245,30.014,8.9
8.523,7.405,39.6,45.8,1.006,1.141,0.652,0.624,355.46,10.4,16,48,0,16,29,0,51,19,0,0,11,8,0,1,22,7,0,0,5,1,0,0,26,0,1,2.1,0.078,4,37.0,48.301,54.777,31.273,29.946,2.1
7.602,7.78,39.6,43.8,1.017,1.148,0.65,0.632,373.45,10.4,16,48,0,16,30,0,51,19,0,0,11,8,0,2,21,8,0,0,5,1,0,0,27,0,2,2.1,0.078,4,38.0,48.814,55.117,31.211,30.33,4.2
7.495,8.53,39.6,39.6,1.038,1.162,0.648,0.648,409.43,10.4,16,48,0,16,32,0,51,19,0,0,11,8,0,4,19,10,0,0,5,1,0,0,29,0,4,2.1,0.078,4,40.0,49.84,55.797,31.086,31.096,8.3
6.9,8.315,38.8,40.8,1.034,1.156,0.645,0.641,407.44,10.2,16,49,0,16,32,0,52,19,0,0,11,8,0,3,20,10,0,0,5,2,0,0,29,0,3,4.1,0.096,5,40.0,50.654,56.666,31.603,31.428,6.1
6.699,9.007,40.5,40.5,1.016,1.131,0.703,0.671,378.29,11.9,16,42,0,16,28,0,45,17,2,0,11,6,0,0,17,8,2,0,5,1,0,0,25,0,2,2.4,0.067,3,36.0,42.669,47.495,29.529,28.164,4.8
8.097,9.301,39.1,37.0,1.046,1.156,0.667,0.668,427.85,10.9,16,46,0,16,32,0,49,18,1,0,11,7,0,3,17,11,1,0,5,2,0,0,29,0,4,4.3,0.082,4,40.0,48.094,53.195,30.699,30.728,8.7
8.097,7.581,38.8,44.9,1.013,1.143,0.648,0.626,371.46,10.2,16,49,0,16,30,0,52,19,0,0,11,8,0,1,22,8,0,0,5,2,0,0,27,0,1,4.1,0.096,5,38.0,49.629,55.987,31.728,30.661,2.0
8.155,7.078,38.6,47.7,0.998,1.137,0.649,0.614,311.43,11.4,16,44,0,16,25,0,46,17,0,0,11,6,0,0,21,6,0,0,5,1,0,0,23,0,0,2.3,0.087,4,33.0,43.905,50.023,28.574,27.036,0.0
8.699,7.031,39.6,47.9,0.996,1.134,0.653,0.616,337.47,10.4,16,48,0,16,28,0,51,19,0,0,11,8,0,0,23,6,0,0,5,1,0,0,25,0,0,2.1,0.078,4,36.0,47.789,54.438,31.336,29.563,0.0
9.0,7.188,40.0,46.7,0.998,1.134,0.657,0.623,323.44,11.1,16,45,0,16,27,0,48,18,0,0,11,7,0,0,21,6,0,0,5,1,0,0,24,0,0,2.2,0.083,4,35.0,44.905,51.023,29.574,28.036,0.0
7.658,7.254,39.0,46.3,1.001,1.137,0.654,0.622,297.4,12.2,16,41,0,16,24,0,43,16,0,0,11,5,0,0,19,6,0,0,5,1,0,0,22,0,0,2.4,0.093,4,32.0,41.022,46.607,26.813,25.509,0.0
7.377,6.892,39.2,49.0,0.994,1.134,0.649,0.61,351.5,9.8,16,51,0,16,29,0,54,20,0,0,11,9,0,0,25,6,0,0,5,1,0,0,26,0,0,2.0,0.074,4,37.0,50.672,57.853,33.097,31.09,0.0
7.658,6.769,38.9,50.0,0.992,1.135,0.646,0.604,365.53,9.3,16,54,0,16,30,0,57,21,0,0,11,10,0,0,27,6,0,0,5,1,0,0,27,0,0,1.9,0.07,4,38.0,53.556,61.268,34.858,32.617,0.0
6.672,7.05,38.0,48.0,0.998,1.139,0.647,0.612,352.49,12.0,16,50,0,16,29,0,53,19,0,0,11,8,0,0,24,7,0,0,6,1,0,0,26,0,0,2.0,0.075,4,37.0,49.891,56.936,32.341,30.584,0.0
6.772,6.915,37.7,49.1,0.996,1.139,0.643,0.606,366.52,11.3,16,53,0,16,30,0,56,20,0,0,11,9,0,0,26,7,0,0,6,1,0,0,27,0,0,1.9,0.071,4,38.0,52.774,60.351,34.103,32.111,0.0
7.237,6.915,37.7,49.1,0.996,1.139,0.643,0.606,366.52,11.3,16,53,0,16,30,0,56,20,0,0,11,9,0,0,26,7,0,0,6,1,0,0,27,0,0,1.9,0.071,4,38.0,52.774,60.351,34.103,32.111,0.0
6.747,6.926,41.7,48.3,0.991,1.128,0.66,0.619,415.59,8.3,22,60,0,22,34,0,63,25,0,0,17,8,0,0,29,6,0,0,5,1,0,0,31,0,0,1.7,0.111,7,45.0,59.44,67.683,39.62,37.143,0.0
6.87,6.979,43.1,47.7,0.99,1.125,0.667,0.626,453.64,7.7,16,65,0,19,39,0,70,28,0,0,18,10,3,0,31,6,0,0,5,1,0,0,34,0,0,1.5,0.057,4,50.0,64.323,73.099,43.381,40.67,0.0
7.215,6.528,38.9,51.9,0.988,1.133,0.641,0.595,352.53,7.4,16,54,0,16,28,0,56,21,0,0,12,9,0,0,28,5,0,0,4,1,0,0,26,0,0,1.9,0.125,7,36.0,53.338,61.185,34.614,32.122,0.0
7.432,7.654,43.6,45.5,0.996,1.122,0.686,0.644,420.98,7.3,22,55,0,22,33,0,58,24,1,0,18,6,0,0,25,6,1,0,4,1,0,0,30,0,1,1.8,0.103,6,44.0,54.778,61.714,37.711,35.423,1.8
7.161,7.101,40.0,47.3,0.996,1.134,0.656,0.62,390.54,10.9,21,55,0,21,32,0,58,22,0,0,15,7,0,0,26,7,0,0,6,1,0,0,29,0,0,1.8,0.103,6,42.5,54.774,62.351,36.103,34.111,0.0
6.622,7.061,42.4,47.5,0.994,1.125,0.662,0.624,416.57,6.8,22,59,0,22,34,0,62,25,0,0,18,7,0,0,28,6,0,0,4,2,0,0,31,0,0,3.4,0.113,7,45.0,58.665,66.394,39.069,36.837,0.0
7.155,7.213,44.1,45.8,0.992,1.123,0.676,0.638,425.58,8.5,26,59,0,26,36,0,63,26,0,0,20,6,0,0,27,6,0,0,5,1,0,0,32,0,0,1.7,0.095,6,49.0,58.556,66.268,39.858,37.617,0.0
