pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.644,9.155,43.9,46.3,0.987,1.11,0.728,0.658,375.36,4.9,12,41,0,13,24,1,43,18,0,0,13,5,1,0,19,4,2,0,2,0,0,1,22,0,1,0.0,0.07,3,31.0,40.462,45.495,29.864,26.996,2.4
5.188,9.011,45.7,37.1,1.023,1.107,0.715,0.692,315.37,2.9,17,35,0,19,24,0,37,16,0,0,16,0,2,0,13,6,1,0,1,4,0,1,22,0,0,11.4,0.081,3,34.5,35.789,38.747,25.04,24.229,0.0
4.492,7.238,33.9,52.5,0.997,1.137,0.646,0.592,427.07,6.8,6,59,0,8,29,0,60,20,1,0,8,12,2,0,31,8,2,0,4,2,0,1,28,0,1,3.4,0.117,7,34.0,58.832,67.089,38.097,34.905,1.7
5.137,8.388,37.8,42.2,1.024,1.129,0.667,0.645,377.46,6.7,12,45,0,16,27,0,46,17,0,0,14,3,4,0,19,9,1,0,3,5,0,1,26,0,0,11.1,0.152,7,37.0,46.087,50.784,30.029,29.04,0.0
4.866,8.077,44.1,40.7,1.021,1.119,0.671,0.658,476.52,3.4,18,59,0,22,37,0,61,26,0,0,22,4,4,0,24,9,0,0,2,7,0,0,35,0,0,11.9,0.131,8,50.0,60.214,66.03,39.568,38.841,0.0
4.223,9.927,41.7,30.6,1.043,1.125,0.716,0.715,357.38,13.9,17,36,0,20,27,0,38,15,0,0,14,1,3,0,11,10,1,0,5,4,0,1,25,0,0,11.1,0.158,6,38.5,37.545,40.495,25.778,25.734,0.0
5.004,8.182,46.3,41.5,0.997,1.111,0.718,0.674,335.46,7.3,20,41,0,21,27,0,44,19,0,0,16,3,1,0,17,5,1,0,3,1,0,1,24,0,0,2.4,0.068,3,38.0,40.894,45.531,29.449,27.654,0.0
4.441,11.254,45.5,38.6,1.019,1.108,0.736,0.697,495.18,2.3,12,44,0,15,29,2,46,20,0,0,16,4,3,0,17,7,2,0,1,4,0,0,27,0,2,9.1,0.13,6,38.0,44.822,48.756,32.381,30.672,4.5
4.548,8.375,44.4,39.7,1.012,1.117,0.7,0.673,527.65,7.9,28,63,0,31,42,0,67,28,0,0,24,4,3,0,25,10,1,0,5,4,0,1,38,0,0,6.3,0.09,6,59.0,63.731,70.401,44.108,42.421,0.0
4.097,6.876,38.5,51.9,0.987,1.127,0.659,0.602,357.57,5.8,12,52,0,13,26,0,53,20,0,0,12,8,1,0,27,5,1,0,3,1,0,1,25,0,0,1.9,0.113,6,33.0,51.312,58.607,34.256,31.288,0.0
