pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB,nF,nH,nHet,nHM,nI,nN,nO,nP,nS,nSK,nTB,nX,O.,RBF,RBN,SCBO,Se,Si,Sp,Sv,X.
4.155,9.576,33.3,30.0,1.052,1.163,0.665,0.687,287.28,30.0,11,30,0,14,23,0,32,10,0,0,9,1,3,0,9,11,0,0,9,2,0,0,21,0,0,6.7,0.094,3,31.5,31.571,34.904,19.96,20.622,0
4.523,8.462,39.6,37.7,1.027,1.138,0.669,0.664,448.49,15.1,17,53,0,21,36,0,56,21,0,0,18,3,4,0,20,12,0,0,8,4,0,0,33,0,0,7.5,0.143,8,48.5,54.425,60.315,35.432,35.191,0
4.824,9.306,38.6,34.1,1.03,1.138,0.702,0.691,409.48,20.5,17,44,0,20,32,0,47,17,0,0,15,2,3,0,15,12,1,0,9,2,0,1,29,0,0,4.5,0.128,6,43.5,45.298,50.069,30.892,30.39,0
4.0,8.6,36.4,37.9,1.039,1.144,0.648,0.653,567.58,13.6,16,66,0,22,44,0,69,24,0,0,18,6,6,0,25,17,0,0,9,8,0,0,41,0,0,12.1,0.159,11,58.0,68.603,75.482,42.778,43.125,0
4.721,8.602,38.9,37.0,1.032,1.139,0.665,0.665,464.49,14.8,16,54,0,21,37,0,57,21,0,0,17,4,5,0,20,13,0,0,8,5,0,0,34,0,0,9.3,0.123,7,50.0,55.753,61.525,35.886,35.906,0
4.046,8.656,37.3,37.3,1.039,1.142,0.654,0.659,441.45,13.7,12,51,0,17,34,0,53,19,0,0,15,4,5,0,19,13,0,0,7,6,0,0,32,0,0,11.8,0.151,8,45.0,52.978,58.236,33.335,33.599,0
4.824,8.337,40.3,38.8,1.026,1.134,0.666,0.66,558.61,11.9,18,67,0,24,44,0,70,27,0,0,22,5,6,0,26,14,0,0,8,6,0,0,41,0,0,9.0,0.157,11,59.0,68.731,75.98,44.625,44.201,0
4.602,8.45,39.7,38.2,1.03,1.135,0.663,0.661,574.61,11.8,18,68,0,24,45,0,71,27,0,0,22,5,6,0,26,15,0,0,8,7,0,0,42,0,0,10.3,0.155,11,60.0,70.058,77.189,45.08,44.916,0
4.456,8.418,40.8,38.0,1.026,1.133,0.671,0.665,597.65,12.7,22,71,0,28,48,0,75,29,0,0,24,5,6,0,27,15,0,0,9,6,0,0,44,0,0,8.5,0.147,11,65.0,72.832,80.478,47.631,47.223,0
4.456,7.948,36.4,42.4,1.024,1.142,0.642,0.632,524.6,12.1,12,66,0,18,40,0,68,24,0,0,16,8,6,0,28,14,0,0,8,6,0,0,38,0,0,9.1,0.162,11,52.0,67.614,75.395,42.387,41.728,0
4.658,8.069,35.8,41.8,1.029,1.143,0.639,0.633,540.6,11.9,12,67,0,18,41,0,69,24,0,0,16,8,6,0,28,15,0,0,8,7,0,0,39,0,0,10.4,0.159,11,53.0,68.942,76.604,42.841,42.443,0
4.222,8.67,37.1,37.1,1.039,1.143,0.654,0.659,537.55,14.5,16,62,0,22,42,0,65,23,0,0,18,5,6,0,23,16,0,0,9,7,0,0,39,0,0,11.3,0.154,10,56.0,64.393,70.857,40.563,40.884,0
4.26,8.67,37.1,37.1,1.039,1.143,0.654,0.659,537.55,14.5,16,62,0,22,42,0,65,23,0,0,18,5,6,0,23,16,0,0,9,7,0,0,39,0,0,11.3,0.154,10,56.0,64.393,70.857,40.563,40.884,0
4.699,8.754,38.3,36.2,1.038,1.141,0.662,0.667,411.42,14.9,12,47,0,17,32,0,49,18,0,0,15,3,5,0,17,12,0,0,7,5,0,0,30,0,0,10.6,0.143,7,43.0,48.767,53.611,31.119,31.358,0
5.222,8.905,37.5,35.4,1.044,1.142,0.658,0.668,427.42,14.6,12,48,0,17,33,0,50,18,0,0,15,3,5,0,17,13,0,0,7,6,0,0,31,0,0,12.5,0.14,7,44.0,50.094,54.821,31.574,32.073,0
4.398,8.833,39.2,35.3,1.037,1.139,0.669,0.674,450.46,15.7,16,51,0,21,36,0,54,20,0,0,17,3,5,0,18,13,0,0,8,5,0,0,33,0,0,9.8,0.13,7,49.0,52.869,58.109,34.125,34.379,0
4.678,8.509,38.0,38.0,1.033,1.141,0.658,0.658,425.45,14.0,12,50,0,17,33,0,52,19,0,0,15,4,5,0,19,12,0,0,7,5,0,0,31,0,0,10.0,0.135,7,44.0,51.651,57.026,32.881,32.885,0
